Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,StartDate,EndDate,ActualStartDate,ActualEndDate,WeatherAssessment,Progress,Weekend,DayCount,Delay
2020-12-30,29,108,91,2,2,89,470,55598.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664,82.4074074074074,0,561,332
2020-12-30,30,142,76,3,3,73,383,45528.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285,51.40845070422535,0,309,338
2020-12-31,1,149,64,3,3,61,351,43104.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.85714285714285,40.939597315436245,0,282,447
2020-12-31,2,129,82,3,3,79,422,47643.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5,61.240310077519375,0,310,337
2020-12-31,4,91,88,1,1,87,456,58246.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664,95.6043956043956,0,618,340
2020-12-31,5,122,1,1,0,0,1,0.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0,0.0,0,2,263
2020-12-31,6,147,128,3,3,125,656,81900.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0,85.03401360544217,0,450,292
2020-12-31,7,84,33,2,2,31,195,20842.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666,36.904761904761905,0,226,348
2020-12-31,8,118,104,1,1,103,532,68365.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285,87.28813559322035,0,618,364
2020-12-31,9,118,49,3,3,46,240,32138.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143,38.983050847457626,0,226,442
2020-12-31,10,143,36,2,2,34,194,24206.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664,23.776223776223777,0,198,398
2020-12-31,11,136,37,2,2,35,207,24452.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5,25.735294117647058,0,226,303
2020-12-31,12,100,65,2,2,63,338,40074.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5,63.0,0,366,392
2020-12-31,15,90,65,2,2,63,331,43150.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0,70.0,0,394,396
2020-12-31,16,142,62,1,1,61,341,38484.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285,42.95774647887324,0,422,417
2020-12-31,17,94,1,1,0,0,1,0.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0,0.0,0,2,341
2020-12-31,20,85,22,2,2,20,114,14568.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571,23.52941176470588,0,142,395
2020-12-31,21,135,6,2,2,4,46,6630.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714,2.9629629629629632,0,30,262
2020-12-31,22,95,30,2,2,28,172,19446.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857,29.47368421052631,0,198,333
2020-12-31,24,111,11,2,2,9,67,7987.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857,8.108108108108109,0,58,405
2020-12-31,25,136,68,3,3,65,353,45692.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0,47.794117647058826,0,282,320
2020-12-31,26,125,49,3,3,46,246,31073.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857,36.8,0,198,310
2020-12-31,28,137,122,2,2,120,634,78935.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664,87.59124087591242,0,534,335
2020-12-31,29,108,91,2,2,89,472,55598.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664,82.4074074074074,0,562,332
2020-12-31,30,142,76,3,3,73,383,45528.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285,51.40845070422535,0,310,338
2021-01-01,1,149,64,3,3,61,351,43104.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.85714285714285,40.939597315436245,0,283,447
2021-01-01,2,129,83,3,3,80,424,48392.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5,62.01550387596899,0,311,337
2021-01-01,4,91,88,1,1,87,456,58246.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664,95.6043956043956,0,619,340
2021-01-01,5,122,2,2,0,0,3,0.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0,0.0,0,3,263
2021-01-01,6,147,128,3,3,125,656,81900.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0,85.03401360544217,0,451,292
2021-01-01,7,84,33,2,2,31,195,20842.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666,36.904761904761905,0,227,348
2021-01-01,8,118,104,1,1,103,532,68365.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285,87.28813559322035,0,619,364
2021-01-01,9,118,49,3,3,46,242,32138.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143,38.983050847457626,0,227,442
2021-01-01,10,143,36,2,2,34,195,24206.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664,23.776223776223777,0,199,398
2021-01-01,11,136,37,2,2,35,208,24452.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5,25.735294117647058,0,227,303
2021-01-01,12,100,65,2,2,63,340,40074.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5,63.0,0,367,392
2021-01-01,15,90,65,2,2,63,332,43150.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0,70.0,0,395,396
2021-01-01,16,142,62,1,1,61,342,38484.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285,42.95774647887324,0,423,417
2021-01-01,17,94,1,1,0,0,2,0.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0,0.0,0,3,341
2021-01-01,20,85,22,2,2,20,115,14568.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571,23.52941176470588,0,143,395
2021-01-01,21,135,6,2,2,4,47,6630.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714,2.9629629629629632,0,31,262
2021-01-01,22,95,30,2,2,28,172,19446.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857,29.47368421052631,0,199,333
2021-01-01,24,111,11,2,2,9,69,7987.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857,8.108108108108109,0,59,405
2021-01-01,25,136,68,3,3,65,353,45692.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0,47.794117647058826,0,283,320
2021-01-01,26,125,49,3,3,46,246,31073.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857,36.8,0,199,310
2021-01-01,28,137,122,2,2,120,634,78935.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664,87.59124087591242,0,535,335
2021-01-01,29,108,91,2,2,89,472,55598.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664,82.4074074074074,0,563,332
2021-01-01,30,142,77,3,3,74,385,45875.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285,52.112676056338024,0,311,338
2021-01-02,1,149,64,3,3,61,351,43104.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.85714285714285,40.939597315436245,1,284,447
2021-01-02,2,129,83,3,3,80,424,48392.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5,62.01550387596899,1,312,337
2021-01-02,4,91,88,1,1,87,456,58246.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664,95.6043956043956,1,620,340
2021-01-02,5,122,2,2,0,0,3,0.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0,0.0,1,4,263
2021-01-02,6,147,128,3,3,125,657,81900.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0,85.03401360544217,1,452,292
2021-01-02,7,84,33,2,2,31,195,20842.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666,36.904761904761905,1,228,348
2021-01-02,8,118,104,1,1,103,533,68365.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285,87.28813559322035,1,620,364
2021-01-02,9,118,49,3,3,46,243,32138.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143,38.983050847457626,1,228,442
2021-01-02,10,143,36,2,2,34,195,24206.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664,23.776223776223777,1,200,398
2021-01-02,11,136,37,2,2,35,208,24452.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5,25.735294117647058,1,228,303
2021-01-02,12,100,66,2,2,64,343,40888.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5,64.0,1,368,392
2021-01-02,15,90,65,2,2,63,332,43150.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0,70.0,1,396,396
2021-01-02,16,142,62,1,1,61,342,38484.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285,42.95774647887324,1,424,417
2021-01-02,17,94,2,2,0,0,4,0.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0,0.0,1,4,341
2021-01-02,20,85,22,2,2,20,116,14568.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571,23.52941176470588,1,144,395
2021-01-02,21,135,7,2,2,5,49,7408.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714,3.7037037037037033,1,32,262
2021-01-02,22,95,30,2,2,28,172,19446.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857,29.47368421052631,1,200,333
2021-01-02,24,111,12,2,2,10,71,8427.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857,9.00900900900901,1,60,405
2021-01-02,25,136,68,3,3,65,355,45692.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0,47.794117647058826,1,284,320
2021-01-02,26,125,49,3,3,46,247,31073.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857,36.8,1,200,310
2021-01-02,28,137,122,2,2,120,634,78935.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664,87.59124087591242,1,536,335
2021-01-02,29,108,91,2,2,89,472,55598.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664,82.4074074074074,1,564,332
2021-01-02,30,142,77,3,3,74,385,45875.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285,52.112676056338024,1,312,338
2021-01-03,1,149,64,3,3,61,351,43104.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.85714285714285,40.939597315436245,1,285,447
2021-01-03,2,129,83,3,3,80,424,48392.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5,62.01550387596899,1,313,337
2021-01-03,4,91,88,1,1,87,456,58246.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664,95.6043956043956,1,621,340
2021-01-03,5,122,2,2,0,0,3,0.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0,0.0,1,5,263
2021-01-03,6,147,128,3,3,125,657,81900.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0,85.03401360544217,1,453,292
2021-01-03,7,84,33,2,2,31,195,20842.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666,36.904761904761905,1,229,348
2021-01-03,8,118,104,1,1,103,533,68365.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285,87.28813559322035,1,621,364
2021-01-03,9,118,49,3,3,46,243,32138.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143,38.983050847457626,1,229,442
2021-01-03,10,143,36,2,2,34,195,24206.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664,23.776223776223777,1,201,398
2021-01-03,11,136,37,2,2,35,208,24452.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5,25.735294117647058,1,229,303
2021-01-03,12,100,66,2,2,64,344,40888.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5,64.0,1,369,392
2021-01-03,15,90,65,2,2,63,332,43150.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0,70.0,1,397,396
2021-01-03,16,142,62,1,1,61,342,38484.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285,42.95774647887324,1,425,417
2021-01-03,17,94,2,2,0,0,4,0.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0,0.0,1,5,341
2021-01-03,20,85,22,2,2,20,116,14568.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571,23.52941176470588,1,145,395
2021-01-03,21,135,7,2,2,5,49,7408.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714,3.7037037037037033,1,33,262
2021-01-03,22,95,30,2,2,28,172,19446.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857,29.47368421052631,1,201,333
2021-01-03,24,111,12,2,2,10,71,8427.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857,9.00900900900901,1,61,405
2021-01-03,25,136,68,3,3,65,355,45692.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0,47.794117647058826,1,285,320
2021-01-03,26,125,49,3,3,46,247,31073.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857,36.8,1,201,310
2021-01-03,28,137,122,2,2,120,634,78935.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664,87.59124087591242,1,537,335
2021-01-03,29,108,91,2,2,89,472,55598.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664,82.4074074074074,1,565,332
2021-01-03,30,142,77,3,3,74,385,45875.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285,52.112676056338024,1,313,338
2021-01-04,1,149,64,3,3,61,351,43104.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.85714285714285,40.939597315436245,0,286,447
2021-01-04,2,129,83,3,3,80,425,48392.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5,62.01550387596899,0,314,337
2021-01-04,4,91,88,1,1,87,456,58246.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664,95.6043956043956,0,622,340
2021-01-04,5,122,2,2,0,0,4,0.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0,0.0,0,6,263
2021-01-04,6,147,128,3,3,125,657,81900.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0,85.03401360544217,0,454,292
2021-01-04,7,84,33,2,2,31,195,20842.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666,36.904761904761905,0,230,348
2021-01-04,8,118,105,1,1,104,534,69362.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285,88.13559322033898,0,622,364
2021-01-04,9,118,50,3,3,47,246,33093.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143,39.83050847457627,0,230,442
2021-01-04,10,143,36,2,2,34,196,24206.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664,23.776223776223777,0,202,398
2021-01-04,11,136,37,2,2,35,208,24452.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5,25.735294117647058,0,230,303
2021-01-04,12,100,67,2,2,65,346,41725.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5,65.0,0,370,392
2021-01-04,15,90,65,2,2,63,333,43150.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0,70.0,0,398,396
2021-01-04,16,142,62,1,1,61,342,38484.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285,42.95774647887324,0,426,417
2021-01-04,17,94,2,2,0,0,5,0.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0,0.0,0,6,341
2021-01-04,20,85,22,2,2,20,117,14568.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571,23.52941176470588,0,146,395
2021-01-04,21,135,7,2,2,5,49,7408.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714,3.7037037037037033,0,34,262
2021-01-04,22,95,30,2,2,28,172,19446.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857,29.47368421052631,0,202,333
2021-01-04,24,111,12,2,2,10,72,8427.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857,9.00900900900901,0,62,405
2021-01-04,25,136,68,3,3,65,356,45692.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0,47.794117647058826,0,286,320
2021-01-04,26,125,49,3,3,46,247,31073.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857,36.8,0,202,310
2021-01-04,28,137,122,2,2,120,634,78935.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664,87.59124087591242,0,538,335
2021-01-04,29,108,91,2,2,89,472,55598.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664,82.4074074074074,0,566,332
2021-01-04,30,142,77,3,3,74,386,45875.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285,52.112676056338024,0,314,338
2021-01-05,1,149,64,3,3,61,351,43104.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.85714285714285,40.939597315436245,0,287,447
2021-01-05,2,129,83,3,3,80,425,48392.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5,62.01550387596899,0,315,337
2021-01-05,4,91,88,1,1,87,456,58246.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664,95.6043956043956,0,623,340
2021-01-05,5,122,2,2,0,0,6,0.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0,0.0,0,7,263
2021-01-05,6,147,128,3,3,125,658,81900.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0,85.03401360544217,0,455,292
2021-01-05,7,84,33,2,2,31,195,20842.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666,36.904761904761905,0,231,348
2021-01-05,8,118,105,1,1,104,535,69362.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285,88.13559322033898,0,623,364
2021-01-05,9,118,50,3,3,47,248,33093.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143,39.83050847457627,0,231,442
2021-01-05,10,143,36,2,2,34,196,24206.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664,23.776223776223777,0,203,398
2021-01-05,11,136,37,2,2,35,208,24452.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5,25.735294117647058,0,231,303
2021-01-05,12,100,67,2,2,65,346,41725.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5,65.0,0,371,392
2021-01-05,15,90,65,2,2,63,333,43150.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0,70.0,0,399,396
2021-01-05,16,142,62,1,1,61,342,38484.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285,42.95774647887324,0,427,417
2021-01-05,17,94,2,2,0,0,6,0.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0,0.0,0,7,341
2021-01-05,20,85,22,2,2,20,117,14568.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571,23.52941176470588,0,147,395
2021-01-05,21,135,7,2,2,5,49,7408.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714,3.7037037037037033,0,35,262
2021-01-05,22,95,30,2,2,28,172,19446.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857,29.47368421052631,0,203,333
2021-01-05,24,111,13,2,2,11,73,9321.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857,9.90990990990991,0,63,405
2021-01-05,25,136,69,3,3,66,357,46293.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0,48.529411764705884,0,287,320
2021-01-05,26,125,49,3,3,46,247,31073.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857,36.8,0,203,310
2021-01-05,28,137,122,2,2,120,634,78935.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664,87.59124087591242,0,539,335
2021-01-05,29,108,91,2,2,89,473,55598.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664,82.4074074074074,0,567,332
2021-01-05,30,142,77,3,3,74,386,45875.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285,52.112676056338024,0,315,338
2021-01-06,1,149,64,3,3,61,351,43104.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.85714285714285,40.939597315436245,0,288,447
2021-01-06,2,129,83,3,3,80,425,48392.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5,62.01550387596899,0,316,337
2021-01-06,4,91,88,1,1,87,456,58246.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664,95.6043956043956,0,624,340
2021-01-06,5,122,2,2,0,0,7,0.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0,0.0,0,8,263
2021-01-06,6,147,128,3,3,125,660,81900.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0,85.03401360544217,0,456,292
2021-01-06,7,84,33,2,2,31,195,20842.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666,36.904761904761905,0,232,348
2021-01-06,8,118,105,1,1,104,536,69362.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285,88.13559322033898,0,624,364
2021-01-06,9,118,50,3,3,47,249,33093.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143,39.83050847457627,0,232,442
2021-01-06,10,143,36,2,2,34,197,24206.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664,23.776223776223777,0,204,398
2021-01-06,11,136,37,2,2,35,209,24452.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5,25.735294117647058,0,232,303
2021-01-06,12,100,67,2,2,65,347,41725.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5,65.0,0,372,392
2021-01-06,15,90,65,2,2,63,334,43150.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0,70.0,0,400,396
2021-01-06,16,142,62,1,1,61,343,38484.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285,42.95774647887324,0,428,417
2021-01-06,17,94,2,2,0,0,8,0.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0,0.0,0,8,341
2021-01-06,20,85,22,2,2,20,119,14568.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571,23.52941176470588,0,148,395
2021-01-06,21,135,7,2,2,5,49,7408.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714,3.7037037037037033,0,36,262
2021-01-06,22,95,30,2,2,28,172,19446.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857,29.47368421052631,0,204,333
2021-01-06,24,111,13,2,2,11,74,9321.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857,9.90990990990991,0,64,405
2021-01-06,25,136,70,3,3,67,359,47017.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0,49.26470588235294,0,288,320
2021-01-06,26,125,49,3,3,46,247,31073.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857,36.8,0,204,310
2021-01-06,28,137,122,2,2,120,635,78935.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664,87.59124087591242,0,540,335
2021-01-06,29,108,91,2,2,89,474,55598.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664,82.4074074074074,0,568,332
2021-01-06,30,142,78,3,3,75,389,46118.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285,52.816901408450704,0,316,338
2021-01-07,1,149,64,3,3,61,351,43104.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.85714285714285,40.939597315436245,0,289,447
2021-01-07,2,129,83,3,3,80,427,48392.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5,62.01550387596899,0,317,337
2021-01-07,4,91,88,1,1,87,457,58246.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664,95.6043956043956,0,625,340
2021-01-07,5,122,2,2,0,0,9,0.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0,0.0,0,9,263
2021-01-07,6,147,128,3,3,125,662,81900.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0,85.03401360544217,0,457,292
2021-01-07,7,84,33,2,2,31,197,20842.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666,36.904761904761905,0,233,348
2021-01-07,8,118,105,1,1,104,536,69362.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285,88.13559322033898,0,625,364
2021-01-07,9,118,51,3,3,48,253,33993.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143,40.67796610169492,0,233,442
2021-01-07,10,143,37,2,2,35,200,25047.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664,24.475524475524477,0,205,398
2021-01-07,11,136,37,2,2,35,210,24452.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5,25.735294117647058,0,233,303
2021-01-07,12,100,67,2,2,65,348,41725.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5,65.0,0,373,392
2021-01-07,15,90,65,2,2,63,335,43150.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0,70.0,0,401,396
2021-01-07,16,142,62,1,1,61,344,38484.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285,42.95774647887324,0,429,417
2021-01-07,17,94,2,2,0,0,10,0.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0,0.0,0,9,341
2021-01-07,20,85,23,2,2,21,121,14904.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571,24.705882352941178,0,149,395
2021-01-07,21,135,7,2,2,5,49,7408.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714,3.7037037037037033,0,37,262
2021-01-07,22,95,30,2,2,28,174,19446.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857,29.47368421052631,0,205,333
2021-01-07,24,111,13,2,2,11,75,9321.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857,9.90990990990991,0,65,405
2021-01-07,25,136,70,3,3,67,361,47017.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0,49.26470588235294,0,289,320
2021-01-07,26,125,49,3,3,46,249,31073.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857,36.8,0,205,310
2021-01-07,28,137,122,2,2,120,636,78935.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664,87.59124087591242,0,541,335
2021-01-07,29,108,92,2,2,90,476,56109.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664,83.33333333333334,0,569,332
2021-01-07,30,142,78,3,3,75,391,46118.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285,52.816901408450704,0,317,338
2021-01-08,1,149,64,3,3,61,351,43104.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.85714285714285,40.939597315436245,0,290,447
2021-01-08,2,129,83,3,3,80,427,48392.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5,62.01550387596899,0,318,337
