TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,WeatherAssessment,Progress,Weekend,DayCount,Delay
84.0,15.0,2.0,2.0,13.0,90.0,9969.0,66.66666666666666,15.476190476190476,1.0,96.0,348.0
118.0,95.0,2.0,2.0,93.0,470.0,62844.0,14.285714285714285,78.8135593220339,1.0,488.0,364.0
118.0,18.0,2.0,2.0,16.0,96.0,12854.0,71.42857142857143,13.559322033898304,1.0,96.0,442.0
143.0,16.0,2.0,2.0,14.0,91.0,12986.0,16.666666666666664,9.79020979020979,1.0,68.0,398.0
136.0,21.0,2.0,2.0,19.0,111.0,13585.0,62.5,13.970588235294118,1.0,96.0,303.0
100.0,43.0,2.0,2.0,41.0,223.0,27108.0,37.5,41.0,1.0,236.0,392.0
90.0,42.0,2.0,2.0,40.0,219.0,29280.0,0.0,44.44444444444444,1.0,264.0,396.0
142.0,38.0,2.0,2.0,36.0,221.0,23715.0,14.285714285714285,25.352112676056336,1.0,292.0,417.0
85.0,2.0,2.0,0.0,0.0,15.0,0.0,85.71428571428571,0.0,1.0,12.0,395.0
95.0,4.0,2.0,2.0,2.0,47.0,4055.0,28.57142857142857,2.1052631578947367,1.0,68.0,333.0
136.0,34.0,2.0,2.0,32.0,181.0,23786.0,50.0,23.52941176470588,1.0,152.0,320.0
125.0,15.0,3.0,3.0,12.0,93.0,12391.0,28.57142857142857,9.6,1.0,68.0,310.0
119.0,106.0,1.0,1.0,105.0,515.0,63374.0,50.0,88.23529411764706,1.0,572.0,372.0
137.0,95.0,3.0,3.0,92.0,493.0,62882.0,16.666666666666664,67.15328467153284,1.0,404.0,335.0
108.0,71.0,2.0,2.0,69.0,379.0,42391.0,16.666666666666664,63.888888888888886,1.0,432.0,332.0
142.0,44.0,3.0,3.0,41.0,237.0,26378.0,14.285714285714285,28.87323943661972,1.0,180.0,338.0
149.0,35.0,2.0,2.0,33.0,199.0,24783.0,42.85714285714285,22.14765100671141,0.0,153.0,447.0
129.0,51.0,3.0,3.0,48.0,265.0,30925.0,12.5,37.2093023255814,0.0,181.0,337.0
91.0,77.0,1.0,1.0,76.0,407.0,51298.0,16.666666666666664,83.51648351648352,0.0,489.0,340.0
147.0,94.0,3.0,3.0,91.0,482.0,61740.0,50.0,61.904761904761905,0.0,321.0,292.0
84.0,16.0,2.0,2.0,14.0,93.0,10512.0,66.66666666666666,16.666666666666664,0.0,97.0,348.0
118.0,95.0,2.0,2.0,93.0,471.0,62844.0,14.285714285714285,78.8135593220339,0.0,489.0,364.0
118.0,18.0,2.0,2.0,16.0,98.0,12854.0,71.42857142857143,13.559322033898304,0.0,97.0,442.0
143.0,17.0,2.0,2.0,15.0,92.0,13604.0,16.666666666666664,10.48951048951049,0.0,69.0,398.0
136.0,21.0,2.0,2.0,19.0,112.0,13585.0,62.5,13.970588235294118,0.0,97.0,303.0
100.0,43.0,2.0,2.0,41.0,224.0,27108.0,37.5,41.0,0.0,237.0,392.0
90.0,42.0,2.0,2.0,40.0,221.0,29280.0,0.0,44.44444444444444,0.0,265.0,396.0
142.0,38.0,2.0,2.0,36.0,222.0,23715.0,14.285714285714285,25.352112676056336,0.0,293.0,417.0
85.0,2.0,2.0,0.0,0.0,17.0,0.0,85.71428571428571,0.0,0.0,13.0,395.0
95.0,4.0,2.0,2.0,2.0,47.0,4055.0,28.57142857142857,2.1052631578947367,0.0,69.0,333.0
136.0,34.0,2.0,2.0,32.0,182.0,23786.0,50.0,23.52941176470588,0.0,153.0,320.0
125.0,15.0,3.0,3.0,12.0,95.0,12391.0,28.57142857142857,9.6,0.0,69.0,310.0
119.0,106.0,1.0,1.0,105.0,515.0,63374.0,50.0,88.23529411764706,0.0,573.0,372.0
137.0,96.0,3.0,3.0,93.0,495.0,63444.0,16.666666666666664,67.88321167883211,0.0,405.0,335.0
108.0,71.0,2.0,2.0,69.0,381.0,42391.0,16.666666666666664,63.888888888888886,0.0,433.0,332.0
142.0,45.0,3.0,3.0,42.0,240.0,27322.0,14.285714285714285,29.577464788732392,0.0,181.0,338.0
149.0,35.0,2.0,2.0,33.0,200.0,24783.0,42.85714285714285,22.14765100671141,0.0,154.0,447.0
129.0,51.0,3.0,3.0,48.0,267.0,30925.0,12.5,37.2093023255814,0.0,182.0,337.0
91.0,77.0,1.0,1.0,76.0,407.0,51298.0,16.666666666666664,83.51648351648352,0.0,490.0,340.0
147.0,95.0,3.0,3.0,92.0,485.0,62476.0,50.0,62.585034013605444,0.0,322.0,292.0
84.0,16.0,2.0,2.0,14.0,95.0,10512.0,66.66666666666666,16.666666666666664,0.0,98.0,348.0
118.0,95.0,2.0,2.0,93.0,471.0,62844.0,14.285714285714285,78.8135593220339,0.0,490.0,364.0
118.0,18.0,2.0,2.0,16.0,99.0,12854.0,71.42857142857143,13.559322033898304,0.0,98.0,442.0
143.0,17.0,2.0,2.0,15.0,94.0,13604.0,16.666666666666664,10.48951048951049,0.0,70.0,398.0
136.0,21.0,2.0,2.0,19.0,113.0,13585.0,62.5,13.970588235294118,0.0,98.0,303.0
100.0,43.0,2.0,2.0,41.0,224.0,27108.0,37.5,41.0,0.0,238.0,392.0
90.0,42.0,2.0,2.0,40.0,222.0,29280.0,0.0,44.44444444444444,0.0,266.0,396.0
142.0,38.0,2.0,2.0,36.0,223.0,23715.0,14.285714285714285,25.352112676056336,0.0,294.0,417.0
85.0,2.0,2.0,0.0,0.0,19.0,0.0,85.71428571428571,0.0,0.0,14.0,395.0
95.0,4.0,2.0,2.0,2.0,48.0,4055.0,28.57142857142857,2.1052631578947367,0.0,70.0,333.0
136.0,34.0,2.0,2.0,32.0,183.0,23786.0,50.0,23.52941176470588,0.0,154.0,320.0
125.0,17.0,3.0,3.0,14.0,100.0,13639.0,28.57142857142857,11.200000000000001,0.0,70.0,310.0
119.0,106.0,1.0,1.0,105.0,516.0,63374.0,50.0,88.23529411764706,0.0,574.0,372.0
137.0,96.0,3.0,3.0,93.0,496.0,63444.0,16.666666666666664,67.88321167883211,0.0,406.0,335.0
108.0,71.0,2.0,2.0,69.0,383.0,42391.0,16.666666666666664,63.888888888888886,0.0,434.0,332.0
142.0,46.0,3.0,3.0,43.0,242.0,28017.0,14.285714285714285,30.28169014084507,0.0,182.0,338.0
149.0,35.0,2.0,2.0,33.0,201.0,24783.0,42.85714285714285,22.14765100671141,0.0,155.0,447.0
129.0,51.0,3.0,3.0,48.0,269.0,30925.0,12.5,37.2093023255814,0.0,183.0,337.0
91.0,77.0,1.0,1.0,76.0,407.0,51298.0,16.666666666666664,83.51648351648352,0.0,491.0,340.0
147.0,95.0,3.0,3.0,92.0,486.0,62476.0,50.0,62.585034013605444,0.0,323.0,292.0
84.0,16.0,2.0,2.0,14.0,96.0,10512.0,66.66666666666666,16.666666666666664,0.0,99.0,348.0
118.0,96.0,2.0,2.0,94.0,473.0,63586.0,14.285714285714285,79.66101694915254,0.0,491.0,364.0
118.0,19.0,2.0,2.0,17.0,101.0,13281.0,71.42857142857143,14.40677966101695,0.0,99.0,442.0
143.0,17.0,2.0,2.0,15.0,95.0,13604.0,16.666666666666664,10.48951048951049,0.0,71.0,398.0
136.0,21.0,2.0,2.0,19.0,115.0,13585.0,62.5,13.970588235294118,0.0,99.0,303.0
100.0,43.0,2.0,2.0,41.0,225.0,27108.0,37.5,41.0,0.0,239.0,392.0
90.0,43.0,2.0,2.0,41.0,224.0,29904.0,0.0,45.55555555555556,0.0,267.0,396.0
142.0,39.0,2.0,2.0,37.0,225.0,24132.0,14.285714285714285,26.056338028169012,0.0,295.0,417.0
85.0,2.0,2.0,0.0,0.0,20.0,0.0,85.71428571428571,0.0,0.0,15.0,395.0
95.0,4.0,2.0,2.0,2.0,49.0,4055.0,28.57142857142857,2.1052631578947367,0.0,71.0,333.0
136.0,34.0,2.0,2.0,32.0,184.0,23786.0,50.0,23.52941176470588,0.0,155.0,320.0
125.0,17.0,3.0,3.0,14.0,101.0,13639.0,28.57142857142857,11.200000000000001,0.0,71.0,310.0
119.0,107.0,1.0,1.0,106.0,518.0,63653.0,50.0,89.07563025210085,0.0,575.0,372.0
137.0,96.0,3.0,3.0,93.0,499.0,63444.0,16.666666666666664,67.88321167883211,0.0,407.0,335.0
108.0,71.0,2.0,2.0,69.0,384.0,42391.0,16.666666666666664,63.888888888888886,0.0,435.0,332.0
142.0,47.0,3.0,3.0,44.0,245.0,28232.0,14.285714285714285,30.985915492957744,0.0,183.0,338.0
149.0,36.0,2.0,2.0,34.0,202.0,25077.0,42.85714285714285,22.818791946308725,0.0,156.0,447.0
129.0,53.0,3.0,3.0,50.0,273.0,31739.0,12.5,38.759689922480625,0.0,184.0,337.0
91.0,77.0,1.0,1.0,76.0,407.0,51298.0,16.666666666666664,83.51648351648352,0.0,492.0,340.0
147.0,95.0,3.0,3.0,92.0,488.0,62476.0,50.0,62.585034013605444,0.0,324.0,292.0
84.0,16.0,2.0,2.0,14.0,98.0,10512.0,66.66666666666666,16.666666666666664,0.0,100.0,348.0
118.0,96.0,2.0,2.0,94.0,474.0,63586.0,14.285714285714285,79.66101694915254,0.0,492.0,364.0
118.0,19.0,2.0,2.0,17.0,102.0,13281.0,71.42857142857143,14.40677966101695,0.0,100.0,442.0
143.0,18.0,2.0,2.0,16.0,98.0,14191.0,16.666666666666664,11.188811188811188,0.0,72.0,398.0
136.0,21.0,2.0,2.0,19.0,115.0,13585.0,62.5,13.970588235294118,0.0,100.0,303.0
100.0,43.0,2.0,2.0,41.0,227.0,27108.0,37.5,41.0,0.0,240.0,392.0
90.0,43.0,2.0,2.0,41.0,224.0,29904.0,0.0,45.55555555555556,0.0,268.0,396.0
142.0,39.0,2.0,2.0,37.0,227.0,24132.0,14.285714285714285,26.056338028169012,0.0,296.0,417.0
85.0,2.0,2.0,0.0,0.0,22.0,0.0,85.71428571428571,0.0,0.0,16.0,395.0
95.0,4.0,2.0,2.0,2.0,49.0,4055.0,28.57142857142857,2.1052631578947367,0.0,72.0,333.0
136.0,34.0,2.0,2.0,32.0,185.0,23786.0,50.0,23.52941176470588,0.0,156.0,320.0
125.0,17.0,3.0,3.0,14.0,102.0,13639.0,28.57142857142857,11.200000000000001,0.0,72.0,310.0
119.0,107.0,1.0,1.0,106.0,519.0,63653.0,50.0,89.07563025210085,0.0,576.0,372.0
137.0,96.0,3.0,3.0,93.0,500.0,63444.0,16.666666666666664,67.88321167883211,0.0,408.0,335.0
108.0,71.0,2.0,2.0,69.0,384.0,42391.0,16.666666666666664,63.888888888888886,0.0,436.0,332.0
142.0,48.0,3.0,3.0,45.0,247.0,29166.0,14.285714285714285,31.690140845070424,0.0,184.0,338.0
149.0,36.0,2.0,2.0,34.0,203.0,25077.0,42.85714285714285,22.818791946308725,0.0,157.0,447.0
129.0,53.0,3.0,3.0,50.0,274.0,31739.0,12.5,38.759689922480625,0.0,185.0,337.0
91.0,77.0,1.0,1.0,76.0,408.0,51298.0,16.666666666666664,83.51648351648352,0.0,493.0,340.0
147.0,95.0,3.0,3.0,92.0,490.0,62476.0,50.0,62.585034013605444,0.0,325.0,292.0
84.0,17.0,2.0,2.0,15.0,100.0,11274.0,66.66666666666666,17.857142857142858,0.0,101.0,348.0
118.0,96.0,2.0,2.0,94.0,475.0,63586.0,14.285714285714285,79.66101694915254,0.0,493.0,364.0
118.0,20.0,2.0,2.0,18.0,103.0,14099.0,71.42857142857143,15.254237288135593,0.0,101.0,442.0
143.0,18.0,2.0,2.0,16.0,99.0,14191.0,16.666666666666664,11.188811188811188,0.0,73.0,398.0
136.0,22.0,2.0,2.0,20.0,116.0,14323.0,62.5,14.705882352941178,0.0,101.0,303.0
100.0,43.0,2.0,2.0,41.0,228.0,27108.0,37.5,41.0,0.0,241.0,392.0
90.0,43.0,2.0,2.0,41.0,224.0,29904.0,0.0,45.55555555555556,0.0,269.0,396.0
142.0,39.0,2.0,2.0,37.0,229.0,24132.0,14.285714285714285,26.056338028169012,0.0,297.0,417.0
85.0,2.0,2.0,1.0,0.0,24.0,0.0,85.71428571428571,0.0,0.0,17.0,395.0
95.0,5.0,2.0,2.0,3.0,51.0,4559.0,28.57142857142857,3.1578947368421053,0.0,73.0,333.0
136.0,34.0,2.0,2.0,32.0,186.0,23786.0,50.0,23.52941176470588,0.0,157.0,320.0
125.0,17.0,3.0,3.0,14.0,104.0,13639.0,28.57142857142857,11.200000000000001,0.0,73.0,310.0
119.0,107.0,1.0,1.0,106.0,520.0,63653.0,50.0,89.07563025210085,0.0,577.0,372.0
137.0,97.0,3.0,3.0,94.0,503.0,64097.0,16.666666666666664,68.61313868613139,0.0,409.0,335.0
108.0,71.0,2.0,2.0,69.0,385.0,42391.0,16.666666666666664,63.888888888888886,0.0,437.0,332.0
142.0,48.0,3.0,3.0,45.0,249.0,29166.0,14.285714285714285,31.690140845070424,0.0,185.0,338.0
149.0,36.0,2.0,2.0,34.0,203.0,25077.0,42.85714285714285,22.818791946308725,1.0,158.0,447.0
129.0,53.0,3.0,3.0,50.0,275.0,31739.0,12.5,38.759689922480625,1.0,186.0,337.0
91.0,77.0,1.0,1.0,76.0,408.0,51298.0,16.666666666666664,83.51648351648352,1.0,494.0,340.0
147.0,95.0,3.0,3.0,92.0,490.0,62476.0,50.0,62.585034013605444,1.0,326.0,292.0
84.0,17.0,2.0,2.0,15.0,100.0,11274.0,66.66666666666666,17.857142857142858,1.0,102.0,348.0
118.0,96.0,2.0,2.0,94.0,476.0,63586.0,14.285714285714285,79.66101694915254,1.0,494.0,364.0
118.0,20.0,2.0,2.0,18.0,104.0,14099.0,71.42857142857143,15.254237288135593,1.0,102.0,442.0
143.0,18.0,2.0,2.0,16.0,99.0,14191.0,16.666666666666664,11.188811188811188,1.0,74.0,398.0
136.0,22.0,2.0,2.0,20.0,117.0,14323.0,62.5,14.705882352941178,1.0,102.0,303.0
100.0,43.0,2.0,2.0,41.0,228.0,27108.0,37.5,41.0,1.0,242.0,392.0
90.0,43.0,2.0,2.0,41.0,224.0,29904.0,0.0,45.55555555555556,1.0,270.0,396.0
142.0,39.0,2.0,2.0,37.0,229.0,24132.0,14.285714285714285,26.056338028169012,1.0,298.0,417.0
85.0,2.0,2.0,1.0,0.0,25.0,0.0,85.71428571428571,0.0,1.0,18.0,395.0
95.0,5.0,2.0,2.0,3.0,51.0,4559.0,28.57142857142857,3.1578947368421053,1.0,74.0,333.0
136.0,34.0,2.0,2.0,32.0,186.0,23786.0,50.0,23.52941176470588,1.0,158.0,320.0
125.0,18.0,3.0,3.0,15.0,107.0,13841.0,28.57142857142857,12.0,1.0,74.0,310.0
119.0,107.0,1.0,1.0,106.0,520.0,63653.0,50.0,89.07563025210085,1.0,578.0,372.0
137.0,97.0,3.0,3.0,94.0,503.0,64097.0,16.666666666666664,68.61313868613139,1.0,410.0,335.0
108.0,71.0,2.0,2.0,69.0,385.0,42391.0,16.666666666666664,63.888888888888886,1.0,438.0,332.0
142.0,48.0,3.0,3.0,45.0,250.0,29166.0,14.285714285714285,31.690140845070424,1.0,186.0,338.0
149.0,36.0,2.0,2.0,34.0,203.0,25077.0,42.85714285714285,22.818791946308725,1.0,159.0,447.0
129.0,53.0,3.0,3.0,50.0,275.0,31739.0,12.5,38.759689922480625,1.0,187.0,337.0
91.0,77.0,1.0,1.0,76.0,408.0,51298.0,16.666666666666664,83.51648351648352,1.0,495.0,340.0
147.0,95.0,3.0,3.0,92.0,491.0,62476.0,50.0,62.585034013605444,1.0,327.0,292.0
84.0,17.0,2.0,2.0,15.0,100.0,11274.0,66.66666666666666,17.857142857142858,1.0,103.0,348.0
118.0,96.0,2.0,2.0,94.0,476.0,63586.0,14.285714285714285,79.66101694915254,1.0,495.0,364.0
118.0,20.0,2.0,2.0,18.0,104.0,14099.0,71.42857142857143,15.254237288135593,1.0,103.0,442.0
143.0,18.0,2.0,2.0,16.0,99.0,14191.0,16.666666666666664,11.188811188811188,1.0,75.0,398.0
136.0,22.0,2.0,2.0,20.0,117.0,14323.0,62.5,14.705882352941178,1.0,103.0,303.0
100.0,43.0,2.0,2.0,41.0,228.0,27108.0,37.5,41.0,1.0,243.0,392.0
90.0,43.0,2.0,2.0,41.0,224.0,29904.0,0.0,45.55555555555556,1.0,271.0,396.0
142.0,39.0,2.0,2.0,37.0,229.0,24132.0,14.285714285714285,26.056338028169012,1.0,299.0,417.0
85.0,2.0,2.0,1.0,0.0,25.0,0.0,85.71428571428571,0.0,1.0,19.0,395.0
95.0,5.0,2.0,2.0,3.0,51.0,4559.0,28.57142857142857,3.1578947368421053,1.0,75.0,333.0
136.0,34.0,2.0,2.0,32.0,186.0,23786.0,50.0,23.52941176470588,1.0,159.0,320.0
125.0,18.0,3.0,3.0,15.0,107.0,13841.0,28.57142857142857,12.0,1.0,75.0,310.0
119.0,107.0,1.0,1.0,106.0,520.0,63653.0,50.0,89.07563025210085,1.0,579.0,372.0
137.0,97.0,3.0,3.0,94.0,503.0,64097.0,16.666666666666664,68.61313868613139,1.0,411.0,335.0
108.0,71.0,2.0,2.0,69.0,385.0,42391.0,16.666666666666664,63.888888888888886,1.0,439.0,332.0
142.0,48.0,3.0,3.0,45.0,250.0,29166.0,14.285714285714285,31.690140845070424,1.0,187.0,338.0
149.0,36.0,2.0,2.0,34.0,205.0,25077.0,42.85714285714285,22.818791946308725,0.0,160.0,447.0
129.0,53.0,3.0,3.0,50.0,277.0,31739.0,12.5,38.759689922480625,0.0,188.0,337.0
91.0,77.0,1.0,1.0,76.0,409.0,51298.0,16.666666666666664,83.51648351648352,0.0,496.0,340.0
147.0,95.0,3.0,3.0,92.0,493.0,62476.0,50.0,62.585034013605444,0.0,328.0,292.0
84.0,17.0,2.0,2.0,15.0,101.0,11274.0,66.66666666666666,17.857142857142858,0.0,104.0,348.0
118.0,96.0,2.0,2.0,94.0,477.0,63586.0,14.285714285714285,79.66101694915254,0.0,496.0,364.0
118.0,21.0,2.0,2.0,19.0,105.0,14485.0,71.42857142857143,16.101694915254235,0.0,104.0,442.0
143.0,18.0,2.0,2.0,16.0,100.0,14191.0,16.666666666666664,11.188811188811188,0.0,76.0,398.0
136.0,22.0,2.0,2.0,20.0,118.0,14323.0,62.5,14.705882352941178,0.0,104.0,303.0
100.0,43.0,2.0,2.0,41.0,228.0,27108.0,37.5,41.0,0.0,244.0,392.0
90.0,43.0,2.0,2.0,41.0,226.0,29904.0,0.0,45.55555555555556,0.0,272.0,396.0
142.0,39.0,2.0,2.0,37.0,231.0,24132.0,14.285714285714285,26.056338028169012,0.0,300.0,417.0
85.0,2.0,2.0,2.0,0.0,27.0,0.0,85.71428571428571,0.0,0.0,20.0,395.0
95.0,5.0,2.0,2.0,3.0,52.0,4559.0,28.57142857142857,3.1578947368421053,0.0,76.0,333.0
136.0,34.0,2.0,2.0,32.0,187.0,23786.0,50.0,23.52941176470588,0.0,160.0,320.0
125.0,18.0,3.0,3.0,15.0,109.0,13841.0,28.57142857142857,12.0,0.0,76.0,310.0
119.0,107.0,1.0,1.0,106.0,521.0,63653.0,50.0,89.07563025210085,0.0,580.0,372.0
137.0,98.0,3.0,3.0,95.0,504.0,64475.0,16.666666666666664,69.34306569343066,0.0,412.0,335.0
108.0,71.0,2.0,2.0,69.0,386.0,42391.0,16.666666666666664,63.888888888888886,0.0,440.0,332.0
142.0,48.0,3.0,3.0,45.0,251.0,29166.0,14.285714285714285,31.690140845070424,0.0,188.0,338.0
149.0,37.0,2.0,2.0,35.0,207.0,25569.0,42.85714285714285,23.48993288590604,0.0,161.0,447.0
129.0,53.0,3.0,3.0,50.0,278.0,31739.0,12.5,38.759689922480625,0.0,189.0,337.0
91.0,77.0,1.0,1.0,76.0,409.0,51298.0,16.666666666666664,83.51648351648352,0.0,497.0,340.0
147.0,95.0,3.0,3.0,92.0,495.0,62476.0,50.0,62.585034013605444,0.0,329.0,292.0
84.0,17.0,2.0,2.0,15.0,102.0,11274.0,66.66666666666666,17.857142857142858,0.0,105.0,348.0
118.0,96.0,2.0,2.0,94.0,478.0,63586.0,14.285714285714285,79.66101694915254,0.0,497.0,364.0
118.0,21.0,2.0,2.0,19.0,106.0,14485.0,71.42857142857143,16.101694915254235,0.0,105.0,442.0
143.0,18.0,2.0,2.0,16.0,101.0,14191.0,16.666666666666664,11.188811188811188,0.0,77.0,398.0
136.0,22.0,2.0,2.0,20.0,119.0,14323.0,62.5,14.705882352941178,0.0,105.0,303.0
100.0,43.0,2.0,2.0,41.0,229.0,27108.0,37.5,41.0,0.0,245.0,392.0
90.0,43.0,2.0,2.0,41.0,227.0,29904.0,0.0,45.55555555555556,0.0,273.0,396.0
142.0,40.0,2.0,2.0,38.0,233.0,24710.0,14.285714285714285,26.76056338028169,0.0,301.0,417.0
85.0,2.0,2.0,2.0,0.0,29.0,0.0,85.71428571428571,0.0,0.0,21.0,395.0
95.0,5.0,2.0,2.0,3.0,52.0,4559.0,28.57142857142857,3.1578947368421053,0.0,77.0,333.0
136.0,34.0,2.0,2.0,32.0,189.0,23786.0,50.0,23.52941176470588,0.0,161.0,320.0
125.0,20.0,3.0,3.0,17.0,113.0,15110.0,28.57142857142857,13.600000000000001,0.0,77.0,310.0
119.0,107.0,1.0,1.0,106.0,522.0,63653.0,50.0,89.07563025210085,0.0,581.0,372.0
137.0,99.0,3.0,3.0,96.0,507.0,65414.0,16.666666666666664,70.07299270072993,0.0,413.0,335.0
108.0,72.0,2.0,2.0,70.0,388.0,43159.0,16.666666666666664,64.81481481481481,0.0,441.0,332.0
142.0,48.0,3.0,3.0,45.0,252.0,29166.0,14.285714285714285,31.690140845070424,0.0,189.0,338.0
149.0,38.0,2.0,2.0,36.0,209.0,26141.0,42.85714285714285,24.161073825503358,0.0,162.0,447.0
129.0,53.0,3.0,3.0,50.0,280.0,31739.0,12.5,38.759689922480625,0.0,190.0,337.0
91.0,77.0,1.0,1.0,76.0,410.0,51298.0,16.666666666666664,83.51648351648352,0.0,498.0,340.0
147.0,95.0,3.0,3.0,92.0,496.0,62476.0,50.0,62.585034013605444,0.0,330.0,292.0
84.0,19.0,2.0,2.0,17.0,106.0,12344.0,66.66666666666666,20.238095238095237,0.0,106.0,348.0
118.0,96.0,2.0,2.0,94.0,480.0,63586.0,14.285714285714285,79.66101694915254,0.0,498.0,364.0
118.0,21.0,2.0,2.0,19.0,106.0,14485.0,71.42857142857143,16.101694915254235,0.0,106.0,442.0
143.0,19.0,2.0,2.0,17.0,103.0,14717.0,16.666666666666664,11.888111888111888,0.0,78.0,398.0
136.0,22.0,2.0,2.0,20.0,120.0,14323.0,62.5,14.705882352941178,0.0,106.0,303.0
100.0,43.0,2.0,2.0,41.0,230.0,27108.0,37.5,41.0,0.0,246.0,392.0
90.0,44.0,2.0,2.0,42.0,229.0,30344.0,0.0,46.666666666666664,0.0,274.0,396.0
142.0,41.0,2.0,2.0,39.0,235.0,25622.0,14.285714285714285,27.464788732394368,0.0,302.0,417.0
85.0,2.0,2.0,2.0,0.0,30.0,0.0,85.71428571428571,0.0,0.0,22.0,395.0
95.0,5.0,2.0,2.0,3.0,54.0,4559.0,28.57142857142857,3.1578947368421053,0.0,78.0,333.0
136.0,34.0,2.0,2.0,32.0,190.0,23786.0,50.0,23.52941176470588,0.0,162.0,320.0
125.0,20.0,3.0,3.0,17.0,114.0,15110.0,28.57142857142857,13.600000000000001,0.0,78.0,310.0
119.0,107.0,1.0,1.0,106.0,523.0,63653.0,50.0,89.07563025210085,0.0,582.0,372.0
137.0,100.0,3.0,3.0,97.0,509.0,65812.0,16.666666666666664,70.8029197080292,0.0,414.0,335.0
108.0,73.0,2.0,2.0,71.0,390.0,43830.0,16.666666666666664,65.74074074074075,0.0,442.0,332.0
142.0,48.0,3.0,3.0,45.0,253.0,29166.0,14.285714285714285,31.690140845070424,0.0,190.0,338.0
149.0,38.0,2.0,2.0,36.0,210.0,26141.0,42.85714285714285,24.161073825503358,0.0,163.0,447.0
129.0,53.0,3.0,3.0,50.0,281.0,31739.0,12.5,38.759689922480625,0.0,191.0,337.0
91.0,77.0,1.0,1.0,76.0,410.0,51298.0,16.666666666666664,83.51648351648352,0.0,499.0,340.0
147.0,95.0,3.0,3.0,92.0,496.0,62476.0,50.0,62.585034013605444,0.0,331.0,292.0
84.0,19.0,2.0,2.0,17.0,107.0,12344.0,66.66666666666666,20.238095238095237,0.0,107.0,348.0
118.0,96.0,2.0,2.0,94.0,480.0,63586.0,14.285714285714285,79.66101694915254,0.0,499.0,364.0
118.0,22.0,2.0,2.0,20.0,108.0,14921.0,71.42857142857143,16.94915254237288,0.0,107.0,442.0
143.0,19.0,2.0,2.0,17.0,103.0,14717.0,16.666666666666664,11.888111888111888,0.0,79.0,398.0
136.0,22.0,2.0,2.0,20.0,121.0,14323.0,62.5,14.705882352941178,0.0,107.0,303.0
100.0,43.0,2.0,2.0,41.0,230.0,27108.0,37.5,41.0,0.0,247.0,392.0
90.0,44.0,2.0,2.0,42.0,229.0,30344.0,0.0,46.666666666666664,0.0,275.0,396.0
142.0,41.0,2.0,2.0,39.0,235.0,25622.0,14.285714285714285,27.464788732394368,0.0,303.0,417.0
85.0,3.0,2.0,1.0,1.0,31.0,2072.0,85.71428571428571,1.1764705882352942,0.0,23.0,395.0
95.0,5.0,2.0,2.0,3.0,54.0,4559.0,28.57142857142857,3.1578947368421053,0.0,79.0,333.0
136.0,34.0,2.0,2.0,32.0,190.0,23786.0,50.0,23.52941176470588,0.0,163.0,320.0
125.0,20.0,3.0,3.0,17.0,115.0,15110.0,28.57142857142857,13.600000000000001,0.0,79.0,310.0
119.0,107.0,1.0,1.0,106.0,524.0,63653.0,50.0,89.07563025210085,0.0,583.0,372.0
137.0,100.0,3.0,3.0,97.0,509.0,65812.0,16.666666666666664,70.8029197080292,0.0,415.0,335.0
108.0,73.0,2.0,2.0,71.0,391.0,43830.0,16.666666666666664,65.74074074074075,0.0,443.0,332.0
142.0,48.0,3.0,3.0,45.0,253.0,29166.0,14.285714285714285,31.690140845070424,0.0,191.0,338.0
149.0,38.0,2.0,2.0,36.0,211.0,26141.0,42.85714285714285,24.161073825503358,0.0,164.0,447.0
129.0,55.0,3.0,3.0,52.0,285.0,32371.0,12.5,40.310077519379846,0.0,192.0,337.0
91.0,77.0,1.0,1.0,76.0,410.0,51298.0,16.666666666666664,83.51648351648352,0.0,500.0,340.0
147.0,95.0,3.0,3.0,92.0,496.0,62476.0,50.0,62.585034013605444,0.0,332.0,292.0
84.0,19.0,2.0,2.0,17.0,109.0,12344.0,66.66666666666666,20.238095238095237,0.0,108.0,348.0
118.0,96.0,2.0,2.0,94.0,480.0,63586.0,14.285714285714285,79.66101694915254,0.0,500.0,364.0
118.0,23.0,2.0,2.0,21.0,110.0,15338.0,71.42857142857143,17.796610169491526,0.0,108.0,442.0
143.0,19.0,2.0,2.0,17.0,104.0,14717.0,16.666666666666664,11.888111888111888,0.0,80.0,398.0
136.0,22.0,2.0,2.0,20.0,121.0,14323.0,62.5,14.705882352941178,0.0,108.0,303.0
100.0,43.0,2.0,2.0,41.0,230.0,27108.0,37.5,41.0,0.0,248.0,392.0
90.0,44.0,2.0,2.0,42.0,231.0,30344.0,0.0,46.666666666666664,0.0,276.0,396.0
142.0,42.0,2.0,2.0,40.0,237.0,26343.0,14.285714285714285,28.169014084507044,0.0,304.0,417.0
85.0,3.0,2.0,1.0,1.0,32.0,2072.0,85.71428571428571,1.1764705882352942,0.0,24.0,395.0
95.0,6.0,2.0,2.0,4.0,56.0,4864.0,28.57142857142857,4.2105263157894735,0.0,80.0,333.0
136.0,35.0,2.0,2.0,33.0,193.0,24466.0,50.0,24.264705882352942,0.0,164.0,320.0
125.0,20.0,3.0,3.0,17.0,116.0,15110.0,28.57142857142857,13.600000000000001,0.0,80.0,310.0
