ID,Name,StartDate,EndDate,ParentTaskID,Cost,Priority,Progress,ProjectID,ActualStartDate,ActualEndDate,Status,Duration,AssigneeID,Trade,CreateDate,WorkerScore
534,general,2022-04-20,2022-04-23,533.0,443.00,Normal,0,5,,,Not Started,3,1,17,2024-07-09,56
535,reduce,2022-04-23,2022-05-01,534.0,980.00,Normal,0,5,,,Not Started,8,1,12,2024-07-09,30
536,test,2022-05-04,2022-05-11,535.0,226.00,Normal,0,5,,,Not Started,7,1,12,2024-07-09,74
537,paper,2022-05-13,2022-05-17,536.0,754.00,Normal,0,5,,,Not Started,4,1,5,2024-07-09,64
538,phone,2022-05-18,2022-05-22,537.0,427.00,Normal,0,5,,,Not Started,4,1,2,2024-07-09,54
539,easy,2022-05-23,2022-05-31,538.0,370.00,Normal,0,5,,,Not Started,8,1,8,2024-07-09,76
540,change,2022-06-01,2022-06-17,,2736.00,Critical,0,5,,,Not Started,16,1,26,2024-07-09,68
541,training,2022-06-22,2022-06-27,540.0,625.00,Normal,0,5,,,Not Started,5,1,12,2024-07-09,43
542,decide,2022-06-30,2022-07-08,541.0,419.00,Normal,0,5,,,Not Started,8,1,19,2024-07-09,79
543,news,2022-07-13,2022-07-16,542.0,949.00,Normal,0,5,,,Not Started,3,1,8,2024-07-09,54
544,happy,2022-07-16,2022-07-21,543.0,797.00,Normal,0,5,,,Not Started,5,1,8,2024-07-09,96
545,before,2022-07-22,2022-07-29,544.0,371.00,Normal,0,5,,,Not Started,7,1,13,2024-07-09,66
546,necessary,2022-08-03,2022-08-11,545.0,764.00,Normal,0,5,,,Not Started,8,1,1,2024-07-09,42
547,part,2022-08-13,2022-08-19,546.0,690.00,Normal,0,5,,,Not Started,6,1,19,2024-07-09,84
548,stay,2022-08-20,2022-08-28,547.0,473.00,Normal,0,5,,,Not Started,8,1,4,2024-07-09,30
549,activity,2022-08-31,2022-09-08,548.0,868.00,Normal,0,5,,,Not Started,8,1,19,2024-07-09,54
550,hand,2022-09-11,2022-09-18,549.0,686.00,Normal,0,5,,,Not Started,7,1,13,2024-07-09,75
551,write,2022-09-20,2022-09-27,550.0,912.00,Normal,0,5,,,Not Started,7,1,5,2024-07-09,64
552,industry,2022-09-30,2022-10-07,551.0,335.00,Normal,0,5,,,Not Started,7,1,5,2024-07-09,36
553,employee,2022-10-12,2022-10-14,552.0,977.00,Normal,0,5,,,Not Started,2,1,21,2024-07-09,40
554,century,2022-10-14,2022-10-21,553.0,453.00,Normal,0,5,,,Not Started,7,1,19,2024-07-09,56
555,fly,2022-10-25,2022-10-28,554.0,390.00,Normal,0,5,,,Not Started,3,1,12,2024-07-09,47
556,station,2022-10-27,2022-10-30,555.0,906.00,Normal,0,5,,,Not Started,3,1,2,2024-07-09,99
557,during,2022-11-02,2022-11-06,556.0,445.00,Normal,0,5,,,Not Started,4,1,12,2024-07-09,100
558,last,2022-11-08,2022-11-12,557.0,963.00,Normal,0,5,,,Not Started,4,1,2,2024-07-09,84
559,budget,2022-11-11,2022-11-13,558.0,868.00,Normal,0,5,,,Not Started,2,1,3,2024-07-09,96
560,west,2022-11-14,2022-11-16,559.0,709.00,Normal,0,5,,,Not Started,2,1,13,2024-07-09,35
561,thus,2022-11-15,2022-11-19,560.0,270.00,Normal,0,5,,,Not Started,4,1,5,2024-07-09,48
562,policy,2022-11-20,2022-11-25,561.0,885.00,Normal,0,5,,,Not Started,5,1,17,2024-07-09,50
563,wife,2022-11-26,2022-12-02,562.0,831.00,Normal,0,5,,,Not Started,6,1,14,2024-07-09,33
564,save,2022-12-02,2022-12-10,563.0,739.00,Normal,0,5,,,Not Started,8,1,2,2024-07-09,51
565,program,2022-12-13,2022-12-20,564.0,612.00,Normal,0,5,,,Not Started,7,1,16,2024-07-09,41
566,travel,2022-12-23,2022-12-27,565.0,331.00,Normal,0,5,,,Not Started,4,1,11,2024-07-09,79
567,natural,2022-12-29,2023-01-06,566.0,917.00,Normal,0,5,,,Not Started,8,1,10,2024-07-09,31
568,interesting,2023-01-09,2023-01-15,567.0,998.00,Normal,0,5,,,Not Started,6,1,5,2024-07-09,44
569,hold,2023-01-16,2023-01-21,568.0,748.00,Normal,0,5,,,Not Started,5,1,3,2024-07-09,64
570,school,2023-01-21,2023-01-29,569.0,967.00,Normal,0,5,,,Not Started,8,1,11,2024-07-09,70
571,at,2023-02-01,2023-02-04,570.0,660.00,Normal,0,5,,,Not Started,3,1,12,2024-07-09,64
572,modern,2023-02-04,2023-02-08,571.0,821.00,Normal,0,5,,,Not Started,4,1,18,2024-07-09,44
573,and,2023-02-09,2023-02-14,572.0,715.00,Normal,0,5,,,Not Started,5,1,4,2024-07-09,57
574,establish,2023-02-16,2023-02-19,573.0,296.00,Normal,0,5,,,Not Started,3,1,3,2024-07-09,71
575,particularly,2023-02-22,2023-02-26,574.0,604.00,Normal,0,5,,,Not Started,4,1,22,2024-07-09,51
576,push,2023-03-01,2023-03-04,575.0,737.00,Normal,0,5,,,Not Started,3,1,21,2024-07-09,96
577,decide,2023-03-04,2023-03-07,576.0,921.00,Normal,0,5,,,Not Started,3,1,12,2024-07-09,83
578,line,2023-03-07,2023-03-13,577.0,945.00,Normal,0,5,,,Not Started,6,1,14,2024-07-09,76
579,plant,2023-03-15,2023-03-19,578.0,973.00,Normal,0,5,,,Not Started,4,1,2,2024-07-09,88
580,hour,2023-03-20,2023-03-26,579.0,445.00,Normal,0,5,,,Not Started,6,1,10,2024-07-09,53
581,green,2023-03-28,2023-04-01,580.0,470.00,Normal,0,5,,,Not Started,4,1,18,2024-07-09,30
582,over,2023-03-31,2023-04-05,581.0,866.00,Normal,0,5,,,Not Started,5,1,22,2024-07-09,99
583,blood,2023-04-07,2023-04-14,582.0,619.00,Normal,0,5,,,Not Started,7,1,7,2024-07-09,61
584,newspaper,2023-04-17,2023-04-21,583.0,788.00,Normal,0,5,,,Not Started,4,1,8,2024-07-09,84
585,market,2021-01-01,2021-01-21,,1381.00,Critical,0,5,,,Not Started,20,1,31,2024-07-09,60
586,measure,2021-01-28,2021-01-30,585.0,878.00,Normal,0,5,,,Not Started,2,1,12,2024-07-09,93
587,old,2021-01-31,2021-02-04,586.0,405.00,Normal,0,5,,,Not Started,4,1,3,2024-07-09,78
588,focus,2021-02-04,2021-02-07,587.0,459.00,Normal,0,5,,,Not Started,3,1,7,2024-07-09,90
589,keep,2021-02-09,2021-02-15,588.0,583.00,Normal,0,5,,,Not Started,6,1,10,2024-07-09,38
590,support,2021-02-16,2021-02-23,589.0,913.00,Normal,0,5,,,Not Started,7,1,2,2024-07-09,72
591,nature,2021-02-24,2021-02-28,590.0,724.00,Normal,0,5,,,Not Started,4,1,12,2024-07-09,91
592,American,2019-10-08,2019-10-27,,1843.00,Critical,0,6,,,Not Started,19,1,28,2024-07-09,93
593,truth,2019-10-28,2019-11-02,592.0,854.00,Normal,0,6,,,Not Started,5,1,15,2024-07-09,100
594,focus,2019-11-01,2019-11-04,593.0,330.00,Normal,0,6,,,Not Started,3,1,10,2024-07-09,30
595,finally,2019-11-03,2019-11-05,594.0,719.00,Normal,0,6,,,Not Started,2,1,1,2024-07-09,94
596,artist,2019-11-06,2019-11-13,595.0,861.00,Normal,0,6,,,Not Started,7,1,12,2024-07-09,46
597,number,2019-11-12,2019-11-16,596.0,513.00,Normal,0,6,,,Not Started,4,1,10,2024-07-09,34
598,station,2019-11-16,2019-11-22,597.0,256.00,Normal,0,6,,,Not Started,6,1,16,2024-07-09,42
599,trip,2019-11-23,2019-11-27,598.0,412.00,Normal,0,6,,,Not Started,4,1,2,2024-07-09,83
600,always,2019-11-28,2019-12-03,599.0,815.00,Normal,0,6,,,Not Started,5,1,3,2024-07-09,36
601,painting,2019-12-03,2019-12-05,600.0,538.00,Normal,0,6,,,Not Started,2,1,13,2024-07-09,40
602,although,2019-12-06,2019-12-10,601.0,612.00,Normal,0,6,,,Not Started,4,1,22,2024-07-09,100
603,watch,2019-12-09,2019-12-12,602.0,739.00,Normal,0,6,,,Not Started,3,1,4,2024-07-09,97
604,data,2019-12-12,2019-12-18,603.0,932.00,Normal,0,6,,,Not Started,6,1,14,2024-07-09,31
605,lawyer,2019-12-18,2019-12-25,604.0,810.00,Normal,0,6,,,Not Started,7,1,13,2024-07-09,48
606,against,2019-12-25,2020-01-02,605.0,219.00,Normal,0,6,,,Not Started,8,1,17,2024-07-09,100
607,table,2020-01-03,2020-01-07,606.0,200.00,Normal,0,6,,,Not Started,4,1,16,2024-07-09,53
608,face,2020-01-07,2020-01-11,607.0,893.00,Normal,0,6,,,Not Started,4,1,3,2024-07-09,92
609,large,2020-01-10,2020-01-17,608.0,493.00,Normal,0,6,,,Not Started,7,1,14,2024-07-09,70
610,cold,2020-01-16,2020-01-18,609.0,876.00,Normal,0,6,,,Not Started,2,1,20,2024-07-09,98
611,like,2020-01-19,2020-01-26,610.0,777.00,Normal,0,6,,,Not Started,7,1,18,2024-07-09,98
612,enter,2020-01-27,2020-01-31,611.0,772.00,Normal,0,6,,,Not Started,4,1,15,2024-07-09,73
613,enough,2020-01-30,2020-02-03,612.0,600.00,Normal,0,6,,,Not Started,4,1,17,2024-07-09,63
614,against,2020-02-04,2020-02-06,613.0,910.00,Normal,0,6,,,Not Started,2,1,9,2024-07-09,86
615,become,2020-02-06,2020-02-14,614.0,670.00,Normal,0,6,,,Not Started,8,1,10,2024-07-09,31
616,seven,2020-02-13,2020-02-17,615.0,548.00,Normal,0,6,,,Not Started,4,1,9,2024-07-09,79
617,adult,2020-02-16,2020-02-23,616.0,842.00,Normal,0,6,,,Not Started,7,1,17,2024-07-09,32
618,challenge,2020-02-22,2020-03-01,617.0,534.00,Normal,0,6,,,Not Started,8,1,9,2024-07-09,64
619,town,2020-03-02,2020-03-05,618.0,897.00,Normal,0,6,,,Not Started,3,1,17,2024-07-09,83
620,plant,2020-03-05,2020-03-12,619.0,799.00,Normal,0,6,,,Not Started,7,1,6,2024-07-09,82
621,north,2020-03-12,2020-03-15,620.0,835.00,Normal,0,6,,,Not Started,3,1,2,2024-07-09,95
622,their,2020-03-15,2020-03-21,621.0,659.00,Normal,0,6,,,Not Started,6,1,20,2024-07-09,76
623,he,2020-03-22,2020-03-28,622.0,855.00,Normal,0,6,,,Not Started,6,1,11,2024-07-09,45
624,leave,2020-03-28,2020-03-31,623.0,484.00,Normal,0,6,,,Not Started,3,1,21,2024-07-09,91
625,run,2020-04-01,2020-04-04,624.0,909.00,Normal,0,6,,,Not Started,3,1,9,2024-07-09,87
626,including,2020-04-03,2020-04-10,625.0,488.00,Normal,0,6,,,Not Started,7,1,13,2024-07-09,46
627,natural,2020-04-09,2020-04-13,626.0,340.00,Normal,0,6,,,Not Started,4,1,1,2024-07-09,59
628,win,2020-04-13,2020-04-19,627.0,728.00,Normal,0,6,,,Not Started,6,1,18,2024-07-09,43
629,unit,2020-04-19,2020-04-24,628.0,505.00,Normal,0,6,,,Not Started,5,1,19,2024-07-09,47
630,move,2020-04-25,2020-04-28,629.0,871.00,Normal,0,6,,,Not Started,3,1,4,2024-07-09,96
631,approach,2020-04-27,2020-04-29,630.0,690.00,Normal,0,6,,,Not Started,2,1,20,2024-07-09,97
632,way,2020-04-29,2020-05-01,631.0,364.00,Normal,0,6,,,Not Started,2,1,15,2024-07-09,59
633,lose,2020-04-30,2020-05-08,632.0,894.00,Normal,0,6,,,Not Started,8,1,19,2024-07-09,67
634,rate,2020-05-07,2020-05-13,633.0,247.00,Normal,0,6,,,Not Started,6,1,20,2024-07-09,67
635,trial,2020-05-14,2020-05-17,634.0,450.00,Normal,0,6,,,Not Started,3,1,19,2024-07-09,84
636,country,2020-05-17,2020-05-25,635.0,429.00,Normal,0,6,,,Not Started,8,1,21,2024-07-09,47
637,increase,2020-05-26,2020-05-28,636.0,415.00,Normal,0,6,,,Not Started,2,1,9,2024-07-09,85
638,year,2020-05-27,2020-05-29,637.0,356.00,Normal,0,6,,,Not Started,2,1,7,2024-07-09,59
639,trouble,2020-05-29,2020-05-31,638.0,701.00,Normal,0,6,,,Not Started,2,1,17,2024-07-09,88
640,thought,2020-05-31,2020-06-04,639.0,762.00,Normal,0,6,,,Not Started,4,1,4,2024-07-09,46
641,could,2020-06-05,2020-06-12,640.0,874.00,Normal,0,6,,,Not Started,7,1,10,2024-07-09,53
642,nor,2020-06-12,2020-06-20,641.0,223.00,Normal,0,6,,,Not Started,8,1,18,2024-07-09,53
643,magazine,2020-06-19,2020-06-23,642.0,570.00,Normal,0,6,,,Not Started,4,1,12,2024-07-09,49
644,story,2020-06-23,2020-06-28,643.0,781.00,Normal,0,6,,,Not Started,5,1,8,2024-07-09,79
645,commercial,2019-10-10,2019-10-25,,1490.00,Critical,0,6,,,Not Started,15,1,34,2024-07-09,86
646,air,2019-10-26,2019-10-28,645.0,567.00,Normal,0,6,,,Not Started,2,1,22,2024-07-09,43
647,church,2019-10-29,2019-11-01,646.0,269.00,Normal,0,6,,,Not Started,3,1,21,2024-07-09,51
648,doctor,2019-10-31,2019-11-02,647.0,882.00,Normal,0,6,,,Not Started,2,1,1,2024-07-09,49
649,story,2019-11-03,2019-11-11,648.0,340.00,Normal,0,6,,,Not Started,8,1,16,2024-07-09,38
650,half,2019-11-12,2019-11-15,649.0,310.00,Normal,0,6,,,Not Started,3,1,22,2024-07-09,63
651,enter,2019-11-15,2019-11-20,650.0,682.00,Normal,0,6,,,Not Started,5,1,21,2024-07-09,35
652,society,2019-11-19,2019-11-23,651.0,802.00,Normal,0,6,,,Not Started,4,1,16,2024-07-09,85
653,beat,2019-11-22,2019-11-26,652.0,402.00,Normal,0,6,,,Not Started,4,1,1,2024-07-09,75
654,city,2019-11-27,2019-12-05,653.0,983.00,Normal,0,6,,,Not Started,8,1,12,2024-07-09,68
655,ever,2019-12-04,2019-12-10,654.0,957.00,Normal,0,6,,,Not Started,6,1,11,2024-07-09,80
656,believe,2019-12-09,2019-12-12,655.0,348.00,Normal,0,6,,,Not Started,3,1,2,2024-07-09,96
657,although,2019-12-11,2019-12-14,656.0,725.00,Normal,0,6,,,Not Started,3,1,9,2024-07-09,47
658,often,2019-12-15,2019-12-17,657.0,373.00,Normal,0,6,,,Not Started,2,1,18,2024-07-09,73
659,long,2019-12-17,2019-12-19,658.0,989.00,Normal,0,6,,,Not Started,2,1,20,2024-07-09,56
660,final,2019-12-19,2019-12-23,659.0,872.00,Normal,0,6,,,Not Started,4,1,12,2024-07-09,51
661,significant,2019-12-22,2019-12-24,660.0,496.00,Normal,0,6,,,Not Started,2,1,3,2024-07-09,43
662,employee,2019-12-23,2019-12-29,661.0,789.00,Normal,0,6,,,Not Started,6,1,20,2024-07-09,83
663,month,2019-12-30,2020-01-01,662.0,664.00,Normal,0,6,,,Not Started,2,1,15,2024-07-09,94
664,among,2020-01-01,2020-01-03,663.0,463.00,Normal,0,6,,,Not Started,2,1,22,2024-07-09,45
665,popular,2020-01-02,2020-01-05,664.0,274.00,Normal,0,6,,,Not Started,3,1,8,2024-07-09,86
666,design,2020-01-05,2020-01-10,665.0,666.00,Normal,0,6,,,Not Started,5,1,19,2024-07-09,40
667,between,2020-01-09,2020-01-14,666.0,957.00,Normal,0,6,,,Not Started,5,1,2,2024-07-09,87
668,focus,2020-01-14,2020-01-17,667.0,782.00,Normal,0,6,,,Not Started,3,1,6,2024-07-09,56
669,same,2020-01-17,2020-01-23,668.0,930.00,Normal,0,6,,,Not Started,6,1,14,2024-07-09,62
670,almost,2020-01-22,2020-01-28,669.0,374.00,Normal,0,6,,,Not Started,6,1,20,2024-07-09,53
671,industry,2020-01-27,2020-02-04,670.0,888.00,Normal,0,6,,,Not Started,8,1,3,2024-07-09,51
672,black,2020-02-05,2020-02-08,671.0,295.00,Normal,0,6,,,Not Started,3,1,1,2024-07-09,80
673,stock,2020-02-07,2020-02-14,672.0,803.00,Normal,0,6,,,Not Started,7,1,2,2024-07-09,74
674,future,2020-02-13,2020-02-18,673.0,247.00,Normal,0,6,,,Not Started,5,1,14,2024-07-09,39
675,reveal,2020-02-19,2020-02-25,674.0,650.00,Normal,0,6,,,Not Started,6,1,2,2024-07-09,59
676,choice,2020-02-26,2020-03-02,675.0,330.00,Normal,0,6,,,Not Started,5,1,21,2024-07-09,94
677,join,2020-03-01,2020-03-08,676.0,536.00,Normal,0,6,,,Not Started,7,1,4,2024-07-09,61
678,state,2020-03-08,2020-03-15,677.0,525.00,Normal,0,6,,,Not Started,7,1,2,2024-07-09,40
679,increase,2020-03-14,2020-03-18,678.0,866.00,Normal,0,6,,,Not Started,4,1,14,2024-07-09,56
680,prepare,2020-03-17,2020-03-19,679.0,753.00,Normal,0,6,,,Not Started,2,1,20,2024-07-09,47
681,yourself,2020-03-19,2020-03-21,680.0,760.00,Normal,0,6,,,Not Started,2,1,2,2024-07-09,80
682,talk,2020-03-20,2020-03-26,681.0,597.00,Normal,0,6,,,Not Started,6,1,17,2024-07-09,96
683,whom,2020-03-27,2020-03-30,682.0,372.00,Normal,0,6,,,Not Started,3,1,17,2024-07-09,72
684,success,2020-03-30,2020-04-06,683.0,509.00,Normal,0,6,,,Not Started,7,1,14,2024-07-09,93
685,why,2020-04-05,2020-04-13,684.0,331.00,Normal,0,6,,,Not Started,8,1,4,2024-07-09,95
686,her,2020-04-13,2020-04-20,685.0,908.00,Normal,0,6,,,Not Started,7,1,18,2024-07-09,57
687,family,2020-04-20,2020-04-26,686.0,599.00,Normal,0,6,,,Not Started,6,1,4,2024-07-09,96
688,television,2020-04-25,2020-05-02,687.0,662.00,Normal,0,6,,,Not Started,7,1,10,2024-07-09,44
689,culture,2020-05-03,2020-05-10,688.0,283.00,Normal,0,6,,,Not Started,7,1,20,2024-07-09,81
690,peace,2020-05-09,2020-05-12,689.0,207.00,Normal,0,6,,,Not Started,3,1,8,2024-07-09,86
691,voice,2020-05-11,2020-05-19,690.0,975.00,Normal,0,6,,,Not Started,8,1,1,2024-07-09,33
692,break,2020-05-18,2020-05-23,691.0,735.00,Normal,0,6,,,Not Started,5,1,4,2024-07-09,63
693,nation,2020-05-24,2020-05-26,692.0,947.00,Normal,0,6,,,Not Started,2,1,9,2024-07-09,59
694,single,2020-05-27,2020-05-29,693.0,975.00,Normal,0,6,,,Not Started,2,1,4,2024-07-09,79
695,color,2020-05-29,2020-06-03,694.0,798.00,Normal,0,6,,,Not Started,5,1,4,2024-07-09,75
696,business,2020-06-03,2020-06-10,695.0,573.00,Normal,0,6,,,Not Started,7,1,10,2024-07-09,57
697,ever,2020-06-11,2020-06-17,696.0,481.00,Normal,0,6,,,Not Started,6,1,16,2024-07-09,94
698,ask,2019-10-09,2019-10-20,,1122.00,Critical,0,6,,,Not Started,11,1,37,2024-07-09,39
699,language,2019-10-19,2019-10-21,698.0,420.00,Normal,0,6,,,Not Started,2,1,16,2024-07-09,66
700,who,2019-10-20,2019-10-23,699.0,878.00,Normal,0,6,,,Not Started,3,1,1,2024-07-09,44
701,fast,2019-10-23,2019-10-29,700.0,773.00,Normal,0,6,,,Not Started,6,1,14,2024-07-09,50
702,decision,2019-10-30,2019-11-06,701.0,452.00,Normal,0,6,,,Not Started,7,1,3,2024-07-09,44
703,person,2019-11-05,2019-11-11,702.0,569.00,Normal,0,6,,,Not Started,6,1,14,2024-07-09,56
704,line,2019-11-12,2019-11-16,703.0,583.00,Normal,0,6,,,Not Started,4,1,3,2024-07-09,79
705,eat,2019-11-17,2019-11-25,704.0,500.00,Normal,0,6,,,Not Started,8,1,13,2024-07-09,76
706,simply,2019-11-24,2019-12-01,705.0,869.00,Normal,0,6,,,Not Started,7,1,3,2024-07-09,63
707,special,2019-12-01,2019-12-05,706.0,735.00,Normal,0,6,,,Not Started,4,1,10,2024-07-09,80
708,several,2019-12-06,2019-12-13,707.0,612.00,Normal,0,6,,,Not Started,7,1,10,2024-07-09,51
709,rather,2019-12-13,2019-12-18,708.0,431.00,Normal,0,6,,,Not Started,5,1,22,2024-07-09,52
710,go,2019-12-19,2019-12-26,709.0,999.00,Normal,0,6,,,Not Started,7,1,10,2024-07-09,42
711,middle,2019-12-26,2020-01-02,710.0,841.00,Normal,0,6,,,Not Started,7,1,10,2024-07-09,100
712,whether,2020-01-02,2020-01-07,711.0,555.00,Normal,0,6,,,Not Started,5,1,1,2024-07-09,50
713,help,2020-01-06,2020-01-12,712.0,644.00,Normal,0,6,,,Not Started,6,1,13,2024-07-09,96
714,explain,2020-01-13,2020-01-15,713.0,714.00,Normal,0,6,,,Not Started,2,1,8,2024-07-09,70
715,method,2020-01-14,2020-01-18,714.0,889.00,Normal,0,6,,,Not Started,4,1,8,2024-07-09,64
716,sit,2020-01-18,2020-01-23,715.0,637.00,Normal,0,6,,,Not Started,5,1,13,2024-07-09,38
717,itself,2020-01-23,2020-01-26,716.0,993.00,Normal,0,6,,,Not Started,3,1,6,2024-07-09,93
718,suddenly,2020-01-26,2020-02-01,717.0,675.00,Normal,0,6,,,Not Started,6,1,19,2024-07-09,83
719,their,2020-02-02,2020-02-10,718.0,484.00,Normal,0,6,,,Not Started,8,1,10,2024-07-09,49
720,somebody,2020-02-09,2020-02-17,719.0,727.00,Normal,0,6,,,Not Started,8,1,20,2024-07-09,50
721,conference,2020-02-16,2020-02-23,720.0,497.00,Normal,0,6,,,Not Started,7,1,15,2024-07-09,64
722,girl,2020-02-23,2020-03-02,721.0,736.00,Normal,0,6,,,Not Started,8,1,17,2024-07-09,94
723,indicate,2020-03-03,2020-03-10,722.0,290.00,Normal,0,6,,,Not Started,7,1,5,2024-07-09,68
724,particularly,2020-03-09,2020-03-13,723.0,869.00,Normal,0,6,,,Not Started,4,1,1,2024-07-09,36
725,try,2020-03-13,2020-03-17,724.0,713.00,Normal,0,6,,,Not Started,4,1,9,2024-07-09,92
726,which,2020-03-17,2020-03-25,725.0,614.00,Normal,0,6,,,Not Started,8,1,5,2024-07-09,34
727,health,2020-03-24,2020-03-30,726.0,552.00,Normal,0,6,,,Not Started,6,1,6,2024-07-09,70
728,month,2020-03-31,2020-04-07,727.0,329.00,Normal,0,6,,,Not Started,7,1,15,2024-07-09,32
729,investment,2020-04-08,2020-04-12,728.0,830.00,Normal,0,6,,,Not Started,4,1,9,2024-07-09,98
730,page,2020-04-12,2020-04-14,729.0,689.00,Normal,0,6,,,Not Started,2,1,5,2024-07-09,84
731,six,2020-04-14,2020-04-20,730.0,774.00,Normal,0,6,,,Not Started,6,1,3,2024-07-09,53
732,someone,2020-04-20,2020-04-28,731.0,815.00,Normal,0,6,,,Not Started,8,1,19,2024-07-09,93
733,vote,2020-04-29,2020-05-07,732.0,490.00,Normal,0,6,,,Not Started,8,1,22,2024-07-09,59
734,should,2020-05-06,2020-05-14,733.0,565.00,Normal,0,6,,,Not Started,8,1,21,2024-07-09,58
735,art,2020-05-14,2020-05-18,734.0,682.00,Normal,0,6,,,Not Started,4,1,20,2024-07-09,93
736,suffer,2020-05-18,2020-05-22,735.0,375.00,Normal,0,6,,,Not Started,4,1,17,2024-07-09,47
737,specific,2020-05-23,2020-05-31,736.0,321.00,Normal,0,6,,,Not Started,8,1,2,2024-07-09,71
738,church,2020-05-31,2020-06-05,737.0,482.00,Normal,0,6,,,Not Started,5,1,3,2024-07-09,52
739,organization,2020-05-19,2020-06-04,,1594.00,Critical,0,7,,,Not Started,16,1,31,2024-07-09,97
740,I,2020-06-10,2020-06-18,739.0,797.00,Normal,0,7,,,Not Started,8,1,3,2024-07-09,69
741,part,2020-06-20,2020-06-24,740.0,888.00,Normal,0,7,,,Not Started,4,1,9,2024-07-09,73
742,soon,2020-06-24,2020-06-27,741.0,470.00,Normal,0,7,,,Not Started,3,1,8,2024-07-09,81
743,TV,2020-06-26,2020-06-28,742.0,366.00,Normal,0,7,,,Not Started,2,1,16,2024-07-09,78
744,rich,2020-07-01,2020-07-06,743.0,543.00,Normal,0,7,,,Not Started,5,1,17,2024-07-09,31
745,boy,2020-07-08,2020-07-15,744.0,337.00,Normal,0,7,,,Not Started,7,1,10,2024-07-09,78
746,religious,2020-07-18,2020-07-23,745.0,893.00,Normal,0,7,,,Not Started,5,1,16,2024-07-09,69
747,arrive,2020-07-24,2020-07-31,746.0,572.00,Normal,0,7,,,Not Started,7,1,18,2024-07-09,58
748,final,2020-08-04,2020-08-12,747.0,567.00,Normal,0,7,,,Not Started,8,1,21,2024-07-09,72
749,character,2020-08-14,2020-08-16,748.0,825.00,Normal,0,7,,,Not Started,2,1,13,2024-07-09,36
750,state,2020-08-19,2020-08-26,749.0,358.00,Normal,0,7,,,Not Started,7,1,14,2024-07-09,98
751,necessary,2020-08-29,2020-09-03,750.0,731.00,Normal,0,7,,,Not Started,5,1,10,2024-07-09,93
752,allow,2020-09-03,2020-09-11,751.0,387.00,Normal,0,7,,,Not Started,8,1,3,2024-07-09,45
753,win,2020-09-16,2020-09-23,752.0,773.00,Normal,0,7,,,Not Started,7,1,8,2024-07-09,37
754,grow,2020-09-26,2020-09-28,753.0,471.00,Normal,0,7,,,Not Started,2,1,12,2024-07-09,61
755,approach,2020-09-30,2020-10-08,754.0,427.00,Normal,0,7,,,Not Started,8,1,12,2024-07-09,38
756,medical,2020-10-11,2020-10-19,755.0,586.00,Normal,0,7,,,Not Started,8,1,14,2024-07-09,34
757,yourself,2020-10-21,2020-10-23,756.0,991.00,Normal,0,7,,,Not Started,2,1,8,2024-07-09,33
758,every,2020-10-22,2020-10-27,757.0,832.00,Normal,0,7,,,Not Started,5,1,19,2024-07-09,99
759,reduce,2020-10-29,2020-11-05,758.0,615.00,Normal,0,7,,,Not Started,7,1,18,2024-07-09,80
760,local,2020-11-08,2020-11-16,759.0,361.00,Normal,0,7,,,Not Started,8,1,22,2024-07-09,84
761,car,2020-11-18,2020-11-21,760.0,638.00,Normal,0,7,,,Not Started,3,1,21,2024-07-09,61
762,expert,2020-11-21,2020-11-23,761.0,761.00,Normal,0,7,,,Not Started,2,1,17,2024-07-09,37
763,purpose,2020-11-23,2020-11-30,762.0,627.00,Normal,0,7,,,Not Started,7,1,4,2024-07-09,47
764,us,2020-12-01,2020-12-04,763.0,742.00,Normal,0,7,,,Not Started,3,1,22,2024-07-09,36
765,process,2020-12-03,2020-12-09,764.0,434.00,Normal,0,7,,,Not Started,6,1,8,2024-07-09,62
766,hospital,2020-12-10,2020-12-13,765.0,451.00,Normal,0,7,,,Not Started,3,1,11,2024-07-09,44
767,land,2020-12-15,2020-12-20,766.0,598.00,Normal,0,7,,,Not Started,5,1,6,2024-07-09,31
768,character,2020-12-21,2020-12-28,767.0,967.00,Normal,0,7,,,Not Started,7,1,6,2024-07-09,68
769,money,2020-12-30,2021-01-04,768.0,811.00,Normal,0,7,,,Not Started,5,1,2,2024-07-09,78
770,month,2021-01-07,2021-01-13,769.0,964.00,Normal,0,7,,,Not Started,6,1,20,2024-07-09,43
771,structure,2021-01-16,2021-01-23,770.0,823.00,Normal,0,7,,,Not Started,7,1,9,2024-07-09,42
772,space,2021-01-25,2021-01-31,771.0,826.00,Normal,0,7,,,Not Started,6,1,21,2024-07-09,89
773,without,2021-02-03,2021-02-05,772.0,842.00,Normal,0,7,,,Not Started,2,1,4,2024-07-09,55
774,citizen,2021-02-05,2021-02-13,773.0,620.00,Normal,0,7,,,Not Started,8,1,21,2024-07-09,79
775,option,2021-02-17,2021-02-19,774.0,575.00,Normal,0,7,,,Not Started,2,1,1,2024-07-09,45
776,four,2021-02-18,2021-02-23,775.0,324.00,Normal,0,7,,,Not Started,5,1,14,2024-07-09,57
777,trial,2021-02-24,2021-03-01,776.0,250.00,Normal,0,7,,,Not Started,5,1,15,2024-07-09,69
778,group,2021-03-04,2021-03-10,777.0,974.00,Normal,0,7,,,Not Started,6,1,14,2024-07-09,57
