Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,StartDate,EndDate,ActualStartDate,ActualEndDate,WeatherAssessment
2020-01-29,27,119,77,2,2,75,366,46825.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-01-29,28,137,47,3,3,44,254,32409.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-01-29,29,108,40,2,2,38,216,22599.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-01-30,4,91,51,2,2,49,261,34906.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-01-30,6,147,38,3,3,35,198,24621.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-01-30,8,118,63,2,2,61,303,42328.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-01-30,12,100,6,2,2,4,43,5317.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-01-30,15,90,8,2,2,6,53,6783.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-01-30,16,142,13,2,2,11,88,8877.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-01-30,27,119,78,2,2,76,367,47208.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-01-30,28,137,47,3,3,44,255,32409.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-01-30,29,108,41,2,2,39,217,23057.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-01-31,4,91,51,2,2,49,262,34906.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-01-31,6,147,38,3,3,35,201,24621.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-01-31,8,118,64,2,2,62,306,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-01-31,12,100,6,2,2,4,44,5317.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-01-31,15,90,8,2,2,6,55,6783.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-01-31,16,142,14,2,2,12,89,9334.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-01-31,27,119,78,2,2,76,368,47208.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-01-31,28,137,48,3,3,45,258,32671.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-01-31,29,108,42,2,2,40,220,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-01,4,91,51,2,2,49,262,34906.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-01,6,147,38,3,3,35,204,24621.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-01,8,118,64,2,2,62,307,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-01,12,100,6,2,2,4,44,5317.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-01,15,90,8,2,2,6,55,6783.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-01,16,142,14,2,2,12,90,9334.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-01,27,119,78,2,2,76,369,47208.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-01,28,137,48,3,3,45,258,32671.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-01,29,108,42,2,2,40,220,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-02,4,91,51,2,2,49,262,34906.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-02,6,147,38,3,3,35,204,24621.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-02,8,118,64,2,2,62,307,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-02,12,100,6,2,2,4,44,5317.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-02,15,90,8,2,2,6,55,6783.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-02,16,142,14,2,2,12,90,9334.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-02,27,119,78,2,2,76,369,47208.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-02,28,137,48,3,3,45,258,32671.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-02,29,108,42,2,2,40,220,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-03,4,91,51,2,2,49,263,34906.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-03,6,147,40,3,3,37,208,25400.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-03,8,118,64,2,2,62,308,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-03,12,100,6,2,2,4,46,5317.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-03,15,90,8,2,2,6,56,6783.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-03,16,142,15,2,2,13,92,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-03,27,119,78,2,2,76,370,47208.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-03,28,137,49,3,3,46,259,33448.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-03,29,108,42,2,2,40,222,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-04,4,91,51,2,2,49,265,34906.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-04,6,147,40,3,3,37,209,25400.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-04,8,118,64,2,2,62,309,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-04,12,100,7,2,2,5,48,6077.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-04,15,90,8,2,2,6,57,6783.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-04,16,142,15,2,2,13,92,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-04,27,119,78,2,2,76,372,47208.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-04,28,137,49,3,3,46,260,33448.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-04,29,108,42,2,2,40,224,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-05,4,91,52,2,2,50,268,35902.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-05,6,147,40,3,3,37,211,25400.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-05,8,118,64,2,2,62,310,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-05,12,100,8,2,2,6,50,7064.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-05,15,90,10,2,2,8,60,8113.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-05,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-05,27,119,78,2,2,76,374,47208.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-05,28,137,49,3,3,46,262,33448.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-05,29,108,42,2,2,40,226,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-06,4,91,52,2,2,50,270,35902.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-06,6,147,40,3,3,37,212,25400.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-06,8,118,64,2,2,62,311,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-06,12,100,8,2,2,6,51,7064.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-06,15,90,10,2,2,8,62,8113.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-06,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-06,27,119,79,2,2,77,376,47489.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-06,28,137,49,3,3,46,262,33448.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-06,29,108,42,2,2,40,227,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-07,4,91,52,2,2,50,272,35902.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-07,6,147,40,3,3,37,212,25400.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-07,8,118,64,2,2,62,311,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-07,12,100,8,2,2,6,52,7064.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-07,15,90,10,2,2,8,64,8113.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-07,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-07,27,119,79,2,2,77,376,47489.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-07,28,137,49,3,3,46,264,33448.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-07,29,108,42,2,2,40,227,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-08,4,91,52,2,2,50,272,35902.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-08,6,147,40,3,3,37,212,25400.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-08,8,118,64,2,2,62,311,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-08,12,100,8,2,2,6,52,7064.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-08,15,90,10,2,2,8,64,8113.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-08,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-08,27,119,79,2,2,77,376,47489.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-08,28,137,49,3,3,46,264,33448.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-08,29,108,42,2,2,40,227,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-09,4,91,52,2,2,50,272,35902.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-09,6,147,40,3,3,37,212,25400.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-09,8,118,64,2,2,62,311,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-09,12,100,8,2,2,6,52,7064.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-09,15,90,10,2,2,8,64,8113.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-09,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-09,27,119,79,2,2,77,376,47489.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-09,28,137,49,3,3,46,264,33448.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-09,29,108,42,2,2,40,227,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-10,4,91,52,2,2,50,272,35902.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-10,6,147,40,3,3,37,214,25400.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-10,8,118,64,2,2,62,313,42581.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-10,12,100,8,2,2,6,52,7064.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-10,15,90,10,2,2,8,66,8113.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-10,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-10,27,119,79,2,2,77,376,47489.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-10,28,137,49,3,3,46,264,33448.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-10,29,108,42,2,2,40,228,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-11,4,91,53,2,2,51,273,36409.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-11,6,147,40,3,3,37,216,25400.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-11,8,118,65,2,2,63,314,43429.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-11,12,100,9,2,2,7,54,7781.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-11,15,90,10,2,2,8,67,8113.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-11,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-11,27,119,79,2,2,77,377,47489.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-11,28,137,49,3,3,46,264,33448.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-11,29,108,42,2,2,40,228,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-12,4,91,53,2,2,51,275,36409.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-12,6,147,41,3,3,38,217,26210.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-12,8,118,65,2,2,63,314,43429.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-12,12,100,9,2,2,7,54,7781.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-12,15,90,10,2,2,8,67,8113.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-12,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-12,27,119,79,2,2,77,378,47489.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-12,28,137,50,3,3,47,266,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-12,29,108,42,2,2,40,229,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-13,4,91,53,2,2,51,277,36409.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-13,6,147,41,3,3,38,218,26210.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-13,8,118,65,2,2,63,315,43429.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-13,12,100,9,2,2,7,54,7781.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-13,15,90,10,2,2,8,68,8113.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-13,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-13,27,119,79,2,2,77,378,47489.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-13,28,137,50,3,3,47,266,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-13,29,108,42,2,2,40,229,23832.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-14,4,91,53,2,2,51,279,36409.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-14,6,147,41,3,3,38,218,26210.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-14,8,118,65,2,2,63,316,43429.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-14,12,100,10,2,2,8,56,8026.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-14,15,90,11,2,2,9,70,8993.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-14,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-14,27,119,80,2,2,78,380,48143.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-14,28,137,50,3,3,47,267,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-14,29,108,43,2,2,41,231,24283.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-15,4,91,53,2,2,51,279,36409.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-15,6,147,41,3,3,38,218,26210.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-15,8,118,65,2,2,63,316,43429.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-15,12,100,10,2,2,8,56,8026.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-15,15,90,11,2,2,9,70,8993.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-15,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-15,27,119,80,2,2,78,381,48143.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-15,28,137,50,3,3,47,267,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-15,29,108,43,2,2,41,231,24283.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-16,4,91,53,2,2,51,279,36409.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-16,6,147,41,3,3,38,218,26210.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-16,8,118,65,2,2,63,316,43429.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-16,12,100,10,2,2,8,56,8026.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-16,15,90,11,2,2,9,70,8993.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-16,16,142,15,2,2,13,94,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-16,27,119,81,2,2,79,382,48972.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-16,28,137,50,3,3,47,267,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-16,29,108,43,2,2,41,231,24283.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-17,4,91,53,2,2,51,280,36409.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-17,6,147,41,3,3,38,219,26210.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-17,8,118,65,2,2,63,318,43429.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-17,12,100,11,2,2,9,57,8681.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-17,15,90,12,2,2,10,72,9508.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-17,16,142,15,2,2,13,95,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-17,27,119,81,2,2,79,384,48972.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-17,28,137,50,3,3,47,268,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-17,29,108,44,2,2,42,233,24906.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-18,4,91,54,2,2,52,282,36945.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-18,6,147,41,3,3,38,219,26210.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-18,8,118,66,2,2,64,320,44158.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-18,12,100,11,2,2,9,58,8681.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-18,15,90,12,2,2,10,73,9508.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-18,16,142,15,2,2,13,95,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-18,27,119,81,2,2,79,385,48972.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-18,28,137,50,3,3,47,269,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-18,29,108,44,2,2,42,233,24906.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-19,4,91,54,2,2,52,283,36945.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-19,6,147,43,3,3,40,224,27934.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-19,8,118,67,2,2,65,322,44415.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-19,12,100,11,2,2,9,58,8681.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-19,15,90,12,2,2,10,74,9508.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-19,16,142,15,2,2,13,97,9672.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-19,27,119,81,2,2,79,386,48972.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-19,28,137,50,3,3,47,271,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-19,29,108,45,2,2,43,235,25495.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-20,4,91,55,2,2,53,284,37572.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-20,6,147,43,3,3,40,225,27934.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-20,8,118,68,2,2,66,325,45147.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-20,12,100,11,2,2,9,59,8681.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-20,15,90,12,2,2,10,74,9508.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-20,16,142,16,2,2,14,100,10253.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-20,27,119,81,2,2,79,386,48972.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-20,28,137,50,3,3,47,274,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-20,29,108,45,2,2,43,236,25495.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-21,4,91,55,2,2,53,285,37572.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-21,6,147,43,3,3,40,227,27934.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-21,8,118,68,2,2,66,325,45147.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-21,12,100,11,2,2,9,60,8681.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-21,15,90,12,2,2,10,75,9508.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-21,16,142,16,2,2,14,101,10253.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-21,27,119,81,2,2,79,388,48972.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-21,28,137,50,3,3,47,276,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-21,29,108,45,2,2,43,237,25495.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-22,4,91,55,2,2,53,285,37572.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-22,6,147,43,3,3,40,229,27934.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-22,8,118,68,2,2,66,326,45147.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-22,12,100,11,2,2,9,61,8681.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-22,15,90,12,2,2,10,75,9508.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-22,16,142,16,2,2,14,102,10253.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-22,27,119,81,2,2,79,389,48972.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-22,28,137,50,3,3,47,276,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-22,29,108,45,2,2,43,237,25495.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-23,4,91,55,2,2,53,285,37572.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-23,6,147,43,3,3,40,231,27934.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2020-02-23,8,118,68,2,2,66,326,45147.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2020-02-23,12,100,11,2,2,9,62,8681.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2020-02-23,15,90,12,2,2,10,75,9508.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2020-02-23,16,142,16,2,2,14,102,10253.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2020-02-23,27,119,82,2,2,80,390,49433.0,2019-01-29,2019-12-25,2019-01-29,2020-12-31,50.0
2020-02-23,28,137,50,3,3,47,276,34096.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2020-02-23,29,108,45,2,2,43,237,25495.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2020-02-24,4,91,55,2,2,53,286,37572.0,2019-04-23,2020-03-27,2019-04-23,2021-03-02,16.666666666666664
2020-02-24,6,147,44,3,3,41,235,28307.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
