Cost,Progress,Duration,Trade,TaskLength,Temperature,RainProb,WindSpeed,WorkerScore,WeatherAssessment,StartDelay,TaskDelay,Is_Delayed
865.0,57.14285714285714,7,2,12,5.0,100.0,17.542,51,12.5,52,9,1
301.0,57.14285714285714,7,5,11,5.0,100.0,17.542,72,0.0,76,7,1
610.0,60.0,5,12,32,5.0,100.0,17.542,59,0.0,202,9,1
897.0,66.66666666666666,3,17,27,5.0,100.0,17.542,83,75.0,127,1,1
650.0,50.0,6,2,30,5.0,100.0,17.542,59,25.0,133,8,1
727.0,75.0,8,20,22,5.0,100.0,17.542,50,100.0,116,35,1
470.0,66.66666666666666,3,8,3,5.0,100.0,17.542,81,50.0,7,11,1
272.0,50.0,8,21,2,5.0,100.0,17.542,82,50.0,10,8,1
572.0,75.0,4,5,35,5.0,100.0,17.542,35,0.0,232,8,1
944.0,62.5,8,15,50,5.0,100.0,17.542,43,0.0,148,15,1
762.0,100.0,5,17,5,5.0,100.0,17.542,52,57.14285714285714,11,3,0
725.0,0.0,7,11,6,5.0,100.0,17.542,67,57.14285714285714,14,4,1
704.0,75.0,4,13,2,5.0,100.0,17.542,73,16.666666666666664,23,0,1
241.0,66.66666666666666,3,3,1,5.0,100.0,17.542,63,33.33333333333333,5,2,1
1821.0,85.71428571428571,14,27,0,5.0,100.0,17.542,83,60.0,0,5,1
463.0,25.0,8,1,2,5.0,100.0,17.542,72,40.0,3,1,0
330.0,75.0,4,21,5,5.0,100.0,17.542,73,50.0,9,7,1
565.0,57.14285714285714,7,18,2,5.0,100.0,17.542,82,37.5,12,13,1
795.0,0.0,6,22,16,5.0,100.0,17.542,40,75.0,101,24,1
305.0,33.33333333333333,3,15,19,5.0,100.0,17.542,60,50.0,93,4,1
739.0,50.0,8,1,19,5.0,100.0,17.542,78,66.66666666666666,90,7,1
678.0,42.857142857142854,7,7,15,5.0,100.0,17.542,35,50.0,85,29,1
711.0,85.71428571428571,7,18,19,5.0,100.0,17.542,43,28.57142857142857,111,29,1
696.0,20.0,5,4,2,5.0,100.0,17.542,31,42.85714285714285,9,12,1
2677.0,72.22222222222221,18,23,0,5.0,100.0,17.542,31,28.57142857142857,0,10,1
1378.0,72.22222222222221,18,34,0,5.0,100.0,17.542,72,57.14285714285714,0,7,1
990.0,100.0,5,19,6,5.0,100.0,17.542,52,37.5,58,4,0
500.0,14.285714285714285,7,10,7,5.0,100.0,17.542,60,12.5,60,3,1
334.0,0.0,8,21,14,5.0,100.0,17.542,34,25.0,33,27,1
675.0,66.66666666666666,3,10,1,5.0,100.0,17.542,30,42.85714285714285,0,7,1
533.0,12.5,8,1,1,5.0,100.0,17.542,71,57.14285714285714,6,11,0
475.0,0.0,7,8,1,5.0,100.0,17.542,35,57.14285714285714,3,21,0
514.0,66.66666666666666,6,7,46,5.0,100.0,17.542,54,0.0,279,8,1
522.0,25.0,4,7,30,5.0,100.0,17.542,82,40.0,156,4,1
885.0,0.0,2,9,24,5.0,100.0,17.542,44,60.0,171,8,1
291.0,12.5,8,17,29,5.0,100.0,17.542,74,100.0,151,14,1
335.0,25.0,4,22,32,5.0,100.0,17.542,86,0.0,161,2,1
398.0,0.0,4,6,30,5.0,100.0,17.542,36,100.0,152,4,1
421.0,87.5,8,8,10,5.0,100.0,17.542,42,42.85714285714285,28,40,1
654.0,66.66666666666666,6,15,9,5.0,100.0,17.542,51,71.42857142857143,64,7,1
452.0,83.33333333333334,6,20,11,5.0,100.0,17.542,37,57.14285714285714,20,50,1
828.0,100.0,7,14,10,6.167,0.0,14.484,78,57.14285714285714,44,2,0
364.0,25.0,4,11,11,6.167,0.0,14.484,82,42.85714285714285,46,4,1
566.0,75.0,8,6,7,6.167,0.0,14.484,45,28.57142857142857,21,19,1
651.0,60.0,5,1,12,6.167,0.0,14.484,33,12.5,42,24,1
865.0,57.14285714285714,7,2,12,6.167,0.0,14.484,51,12.5,52,9,1
301.0,57.14285714285714,7,5,11,6.167,0.0,14.484,72,0.0,76,7,1
610.0,60.0,5,12,32,6.167,0.0,14.484,59,0.0,202,9,1
897.0,100.0,3,17,27,6.167,0.0,14.484,83,75.0,127,1,0
799.0,14.285714285714285,7,6,28,6.167,0.0,14.484,82,62.5,127,2,1
650.0,66.66666666666666,6,2,30,6.167,0.0,14.484,59,25.0,133,8,1
727.0,75.0,8,20,22,6.167,0.0,14.484,50,100.0,116,35,1
470.0,66.66666666666666,3,8,3,6.167,0.0,14.484,81,50.0,7,11,1
272.0,62.5,8,21,2,6.167,0.0,14.484,82,50.0,10,8,1
572.0,75.0,4,5,35,6.167,0.0,14.484,35,0.0,232,8,1
944.0,62.5,8,15,50,6.167,0.0,14.484,43,0.0,148,15,1
725.0,14.285714285714285,7,11,6,6.167,0.0,14.484,67,57.14285714285714,14,4,1
704.0,100.0,4,13,2,6.167,0.0,14.484,73,16.666666666666664,23,0,0
513.0,14.285714285714285,7,14,3,6.167,0.0,14.484,77,42.85714285714285,22,3,1
241.0,100.0,3,3,1,6.167,0.0,14.484,63,33.33333333333333,5,2,0
374.0,14.285714285714285,7,4,2,6.167,0.0,14.484,52,40.0,6,9,0
1821.0,92.85714285714286,14,27,0,6.167,0.0,14.484,83,60.0,0,5,1
463.0,37.5,8,1,2,6.167,0.0,14.484,72,40.0,3,1,0
330.0,75.0,4,21,5,6.167,0.0,14.484,73,50.0,9,7,1
565.0,71.42857142857143,7,18,2,6.167,0.0,14.484,82,37.5,12,13,1
795.0,0.0,6,22,16,6.167,0.0,14.484,40,75.0,101,24,1
305.0,33.33333333333333,3,15,19,6.167,0.0,14.484,60,50.0,93,4,1
739.0,50.0,8,1,19,6.167,0.0,14.484,78,66.66666666666666,90,7,1
678.0,42.857142857142854,7,7,15,6.167,0.0,14.484,35,50.0,85,29,1
711.0,85.71428571428571,7,18,19,6.167,0.0,14.484,43,28.57142857142857,111,29,1
696.0,20.0,5,4,2,6.167,0.0,14.484,31,42.85714285714285,9,12,1
2677.0,77.77777777777779,18,23,0,6.167,0.0,14.484,31,28.57142857142857,0,10,1
1378.0,77.77777777777779,18,34,0,6.167,0.0,14.484,72,57.14285714285714,0,7,1
500.0,28.57142857142857,7,10,7,6.167,0.0,14.484,60,12.5,60,3,1
334.0,0.0,8,21,14,6.167,0.0,14.484,34,25.0,33,27,1
675.0,100.0,3,10,1,6.167,0.0,14.484,30,42.85714285714285,0,7,0
599.0,14.285714285714285,7,1,2,6.167,0.0,14.484,98,57.14285714285714,6,6,0
533.0,25.0,8,1,1,6.167,0.0,14.484,71,57.14285714285714,6,11,0
475.0,14.285714285714285,7,8,1,6.167,0.0,14.484,35,57.14285714285714,3,21,0
514.0,83.33333333333334,6,7,46,6.167,0.0,14.484,54,0.0,279,8,1
522.0,50.0,4,7,30,6.167,0.0,14.484,82,40.0,156,4,1
885.0,0.0,2,9,24,6.167,0.0,14.484,44,60.0,171,8,1
291.0,12.5,8,17,29,6.167,0.0,14.484,74,100.0,151,14,1
335.0,50.0,4,22,32,6.167,0.0,14.484,86,0.0,161,2,1
398.0,25.0,4,6,30,6.167,0.0,14.484,36,100.0,152,4,1
421.0,87.5,8,8,10,6.167,0.0,14.484,42,42.85714285714285,28,40,1
654.0,83.33333333333334,6,15,9,6.167,0.0,14.484,51,71.42857142857143,64,7,1
452.0,83.33333333333334,6,20,11,6.167,0.0,14.484,37,57.14285714285714,20,50,1
364.0,25.0,4,11,11,4.444,100.0,8.369,82,42.85714285714285,46,4,1
566.0,75.0,8,6,7,4.444,100.0,8.369,45,28.57142857142857,21,19,1
651.0,60.0,5,1,12,4.444,100.0,8.369,33,12.5,42,24,1
865.0,57.14285714285714,7,2,12,4.444,100.0,8.369,51,12.5,52,9,1
301.0,57.14285714285714,7,5,11,4.444,100.0,8.369,72,0.0,76,7,1
610.0,60.0,5,12,32,4.444,100.0,8.369,59,0.0,202,9,1
799.0,14.285714285714285,7,6,28,4.444,100.0,8.369,82,62.5,127,2,1
650.0,66.66666666666666,6,2,30,4.444,100.0,8.369,59,25.0,133,8,1
727.0,75.0,8,20,22,4.444,100.0,8.369,50,100.0,116,35,1
470.0,66.66666666666666,3,8,3,4.444,100.0,8.369,81,50.0,7,11,1
272.0,62.5,8,21,2,4.444,100.0,8.369,82,50.0,10,8,1
572.0,75.0,4,5,35,4.444,100.0,8.369,35,0.0,232,8,1
944.0,62.5,8,15,50,4.444,100.0,8.369,43,0.0,148,15,1
725.0,14.285714285714285,7,11,6,4.444,100.0,8.369,67,57.14285714285714,14,4,1
513.0,14.285714285714285,7,14,3,4.444,100.0,8.369,77,42.85714285714285,22,3,1
374.0,14.285714285714285,7,4,2,4.444,100.0,8.369,52,40.0,6,9,0
1821.0,92.85714285714286,14,27,0,4.444,100.0,8.369,83,60.0,0,5,1
463.0,37.5,8,1,2,4.444,100.0,8.369,72,40.0,3,1,0
330.0,75.0,4,21,5,4.444,100.0,8.369,73,50.0,9,7,1
565.0,71.42857142857143,7,18,2,4.444,100.0,8.369,82,37.5,12,13,1
795.0,0.0,6,22,16,4.444,100.0,8.369,40,75.0,101,24,1
305.0,33.33333333333333,3,15,19,4.444,100.0,8.369,60,50.0,93,4,1
739.0,50.0,8,1,19,4.444,100.0,8.369,78,66.66666666666666,90,7,1
678.0,42.857142857142854,7,7,15,4.444,100.0,8.369,35,50.0,85,29,1
711.0,85.71428571428571,7,18,19,4.444,100.0,8.369,43,28.57142857142857,111,29,1
696.0,20.0,5,4,2,4.444,100.0,8.369,31,42.85714285714285,9,12,1
2677.0,77.77777777777779,18,23,0,4.444,100.0,8.369,31,28.57142857142857,0,10,1
1378.0,83.33333333333334,18,34,0,4.444,100.0,8.369,72,57.14285714285714,0,7,1
500.0,28.57142857142857,7,10,7,4.444,100.0,8.369,60,12.5,60,3,1
334.0,0.0,8,21,14,4.444,100.0,8.369,34,25.0,33,27,1
599.0,14.285714285714285,7,1,2,4.444,100.0,8.369,98,57.14285714285714,6,6,0
533.0,25.0,8,1,1,4.444,100.0,8.369,71,57.14285714285714,6,11,1
475.0,14.285714285714285,7,8,1,4.444,100.0,8.369,35,57.14285714285714,3,21,0
514.0,83.33333333333334,6,7,46,4.444,100.0,8.369,54,0.0,279,8,1
522.0,50.0,4,7,30,4.444,100.0,8.369,82,40.0,156,4,1
885.0,0.0,2,9,24,4.444,100.0,8.369,44,60.0,171,8,1
291.0,12.5,8,17,29,4.444,100.0,8.369,74,100.0,151,14,1
335.0,50.0,4,22,32,4.444,100.0,8.369,86,0.0,161,2,1
398.0,25.0,4,6,30,4.444,100.0,8.369,36,100.0,152,4,1
421.0,87.5,8,8,10,4.444,100.0,8.369,42,42.85714285714285,28,40,1
654.0,83.33333333333334,6,15,9,4.444,100.0,8.369,51,71.42857142857143,64,7,1
452.0,83.33333333333334,6,20,11,4.444,100.0,8.369,37,57.14285714285714,20,50,1
364.0,25.0,4,11,11,6.278,100.0,12.714,82,42.85714285714285,46,4,1
566.0,75.0,8,6,7,6.278,100.0,12.714,45,28.57142857142857,21,19,1
651.0,60.0,5,1,12,6.278,100.0,12.714,33,12.5,42,24,1
865.0,57.14285714285714,7,2,12,6.278,100.0,12.714,51,12.5,52,9,1
301.0,57.14285714285714,7,5,11,6.278,100.0,12.714,72,0.0,76,7,1
610.0,60.0,5,12,32,6.278,100.0,12.714,59,0.0,202,9,1
799.0,14.285714285714285,7,6,28,6.278,100.0,12.714,82,62.5,127,2,1
650.0,66.66666666666666,6,2,30,6.278,100.0,12.714,59,25.0,133,8,1
727.0,75.0,8,20,22,6.278,100.0,12.714,50,100.0,116,35,1
470.0,66.66666666666666,3,8,3,6.278,100.0,12.714,81,50.0,7,11,1
272.0,62.5,8,21,2,6.278,100.0,12.714,82,50.0,10,8,1
572.0,75.0,4,5,35,6.278,100.0,12.714,35,0.0,232,8,1
944.0,62.5,8,15,50,6.278,100.0,12.714,43,0.0,148,15,1
725.0,14.285714285714285,7,11,6,6.278,100.0,12.714,67,57.14285714285714,14,4,1
513.0,14.285714285714285,7,14,3,6.278,100.0,12.714,77,42.85714285714285,22,3,1
374.0,14.285714285714285,7,4,2,6.278,100.0,12.714,52,40.0,6,9,1
1821.0,92.85714285714286,14,27,0,6.278,100.0,12.714,83,60.0,0,5,1
463.0,37.5,8,1,2,6.278,100.0,12.714,72,40.0,3,1,0
330.0,75.0,4,21,5,6.278,100.0,12.714,73,50.0,9,7,1
565.0,71.42857142857143,7,18,2,6.278,100.0,12.714,82,37.5,12,13,1
795.0,0.0,6,22,16,6.278,100.0,12.714,40,75.0,101,24,1
305.0,33.33333333333333,3,15,19,6.278,100.0,12.714,60,50.0,93,4,1
739.0,50.0,8,1,19,6.278,100.0,12.714,78,66.66666666666666,90,7,1
678.0,42.857142857142854,7,7,15,6.278,100.0,12.714,35,50.0,85,29,1
711.0,85.71428571428571,7,18,19,6.278,100.0,12.714,43,28.57142857142857,111,29,1
696.0,20.0,5,4,2,6.278,100.0,12.714,31,42.85714285714285,9,12,1
2677.0,77.77777777777779,18,23,0,6.278,100.0,12.714,31,28.57142857142857,0,10,1
1378.0,83.33333333333334,18,34,0,6.278,100.0,12.714,72,57.14285714285714,0,7,1
500.0,28.57142857142857,7,10,7,6.278,100.0,12.714,60,12.5,60,3,1
334.0,0.0,8,21,14,6.278,100.0,12.714,34,25.0,33,27,1
599.0,14.285714285714285,7,1,2,6.278,100.0,12.714,98,57.14285714285714,6,6,1
533.0,25.0,8,1,1,6.278,100.0,12.714,71,57.14285714285714,6,11,1
475.0,14.285714285714285,7,8,1,6.278,100.0,12.714,35,57.14285714285714,3,21,1
514.0,83.33333333333334,6,7,46,6.278,100.0,12.714,54,0.0,279,8,1
522.0,50.0,4,7,30,6.278,100.0,12.714,82,40.0,156,4,1
885.0,0.0,2,9,24,6.278,100.0,12.714,44,60.0,171,8,1
291.0,12.5,8,17,29,6.278,100.0,12.714,74,100.0,151,14,1
335.0,50.0,4,22,32,6.278,100.0,12.714,86,0.0,161,2,1
398.0,25.0,4,6,30,6.278,100.0,12.714,36,100.0,152,4,1
421.0,87.5,8,8,10,6.278,100.0,12.714,42,42.85714285714285,28,40,1
654.0,83.33333333333334,6,15,9,6.278,100.0,12.714,51,71.42857142857143,64,7,1
452.0,83.33333333333334,6,20,11,6.278,100.0,12.714,37,57.14285714285714,20,50,1
364.0,25.0,4,11,11,6.722,100.0,24.301,82,42.85714285714285,46,4,1
566.0,75.0,8,6,7,6.722,100.0,24.301,45,28.57142857142857,21,19,1
651.0,60.0,5,1,12,6.722,100.0,24.301,33,12.5,42,24,1
865.0,57.14285714285714,7,2,12,6.722,100.0,24.301,51,12.5,52,9,1
301.0,71.42857142857143,7,5,11,6.722,100.0,24.301,72,0.0,76,7,1
610.0,80.0,5,12,32,6.722,100.0,24.301,59,0.0,202,9,1
799.0,28.57142857142857,7,6,28,6.722,100.0,24.301,82,62.5,127,2,1
650.0,83.33333333333334,6,2,30,6.722,100.0,24.301,59,25.0,133,8,1
727.0,75.0,8,20,22,6.722,100.0,24.301,50,100.0,116,35,1
470.0,66.66666666666666,3,8,3,6.722,100.0,24.301,81,50.0,7,11,1
272.0,75.0,8,21,2,6.722,100.0,24.301,82,50.0,10,8,1
572.0,75.0,4,5,35,6.722,100.0,24.301,35,0.0,232,8,1
944.0,62.5,8,15,50,6.722,100.0,24.301,43,0.0,148,15,1
725.0,28.57142857142857,7,11,6,6.722,100.0,24.301,67,57.14285714285714,14,4,1
513.0,28.57142857142857,7,14,3,6.722,100.0,24.301,77,42.85714285714285,22,3,1
374.0,28.57142857142857,7,4,2,6.722,100.0,24.301,52,40.0,6,9,1
1821.0,100.0,14,27,0,6.722,100.0,24.301,83,60.0,0,5,0
914.0,0.0,3,13,1,6.722,100.0,24.301,34,33.33333333333333,3,7,0
463.0,50.0,8,1,2,6.722,100.0,24.301,72,40.0,3,1,1
330.0,100.0,4,21,5,6.722,100.0,24.301,73,50.0,9,7,0
682.0,0.0,2,11,6,6.722,100.0,24.301,32,50.0,14,3,1
565.0,71.42857142857143,7,18,2,6.722,100.0,24.301,82,37.5,12,13,1
795.0,0.0,6,22,16,6.722,100.0,24.301,40,75.0,101,24,1
305.0,66.66666666666666,3,15,19,6.722,100.0,24.301,60,50.0,93,4,1
739.0,62.5,8,1,19,6.722,100.0,24.301,78,66.66666666666666,90,7,1
678.0,42.857142857142854,7,7,15,6.722,100.0,24.301,35,50.0,85,29,1
711.0,85.71428571428571,7,18,19,6.722,100.0,24.301,43,28.57142857142857,111,29,1
696.0,20.0,5,4,2,6.722,100.0,24.301,31,42.85714285714285,9,12,1
2677.0,83.33333333333334,18,23,0,6.722,100.0,24.301,31,28.57142857142857,0,10,1
1378.0,83.33333333333334,18,34,0,6.722,100.0,24.301,72,57.14285714285714,0,7,1
500.0,28.57142857142857,7,10,7,6.722,100.0,24.301,60,12.5,60,3,1
334.0,0.0,8,21,14,6.722,100.0,24.301,34,25.0,33,27,1
599.0,28.57142857142857,7,1,2,6.722,100.0,24.301,98,57.14285714285714,6,6,1
533.0,37.5,8,1,1,6.722,100.0,24.301,71,57.14285714285714,6,11,1
475.0,14.285714285714285,7,8,1,6.722,100.0,24.301,35,57.14285714285714,3,21,1
514.0,100.0,6,7,46,6.722,100.0,24.301,54,0.0,279,8,0
949.0,33.33333333333333,3,20,47,6.722,100.0,24.301,43,25.0,285,3,1
522.0,75.0,4,7,30,6.722,100.0,24.301,82,40.0,156,4,1
885.0,0.0,2,9,24,6.722,100.0,24.301,44,60.0,171,8,1
291.0,12.5,8,17,29,6.722,100.0,24.301,74,100.0,151,14,1
335.0,75.0,4,22,32,6.722,100.0,24.301,86,0.0,161,2,1
398.0,25.0,4,6,30,6.722,100.0,24.301,36,100.0,152,4,1
421.0,87.5,8,8,10,6.722,100.0,24.301,42,42.85714285714285,28,40,1
654.0,83.33333333333334,6,15,9,6.722,100.0,24.301,51,71.42857142857143,64,7,1
452.0,83.33333333333334,6,20,11,6.722,100.0,24.301,37,57.14285714285714,20,50,1
364.0,50.0,4,11,11,8.778,100.0,38.946,82,42.85714285714285,46,4,1
566.0,75.0,8,6,7,8.778,100.0,38.946,45,28.57142857142857,21,19,1
651.0,60.0,5,1,12,8.778,100.0,38.946,33,12.5,42,24,1
865.0,71.42857142857143,7,2,12,8.778,100.0,38.946,51,12.5,52,9,1
301.0,71.42857142857143,7,5,11,8.778,100.0,38.946,72,0.0,76,7,1
610.0,80.0,5,12,32,8.778,100.0,38.946,59,0.0,202,9,1
799.0,42.857142857142854,7,6,28,8.778,100.0,38.946,82,62.5,127,2,1
650.0,100.0,6,2,30,8.778,100.0,38.946,59,25.0,133,8,0
330.0,0.0,5,21,31,8.778,100.0,38.946,94,25.0,139,2,1
727.0,75.0,8,20,22,8.778,100.0,38.946,50,100.0,116,35,1
470.0,100.0,3,8,3,8.778,100.0,38.946,81,50.0,7,11,0
366.0,0.0,2,16,4,8.778,100.0,38.946,78,50.0,18,1,1
272.0,75.0,8,21,2,8.778,100.0,38.946,82,50.0,10,8,1
572.0,75.0,4,5,35,8.778,100.0,38.946,35,0.0,232,8,1
944.0,75.0,8,15,50,8.778,100.0,38.946,43,0.0,148,15,1
725.0,28.57142857142857,7,11,6,8.778,100.0,38.946,67,57.14285714285714,14,4,1
513.0,42.857142857142854,7,14,3,8.778,100.0,38.946,77,42.85714285714285,22,3,1
374.0,42.857142857142854,7,4,2,8.778,100.0,38.946,52,40.0,6,9,1
914.0,0.0,3,13,1,8.778,100.0,38.946,34,33.33333333333333,3,7,1
463.0,62.5,8,1,2,8.778,100.0,38.946,72,40.0,3,1,1
682.0,0.0,2,11,6,8.778,100.0,38.946,32,50.0,14,3,1
565.0,85.71428571428571,7,18,2,8.778,100.0,38.946,82,37.5,12,13,1
795.0,0.0,6,22,16,8.778,100.0,38.946,40,75.0,101,24,1
305.0,100.0,3,15,19,8.778,100.0,38.946,60,50.0,93,4,0
953.0,20.0,5,9,20,8.778,100.0,38.946,70,37.5,97,1,1
739.0,62.5,8,1,19,8.778,100.0,38.946,78,66.66666666666666,90,7,1
678.0,42.857142857142854,7,7,15,8.778,100.0,38.946,35,50.0,85,29,1
711.0,85.71428571428571,7,18,19,8.778,100.0,38.946,43,28.57142857142857,111,29,1
696.0,20.0,5,4,2,8.778,100.0,38.946,31,42.85714285714285,9,12,1
2677.0,88.88888888888889,18,23,0,8.778,100.0,38.946,31,28.57142857142857,0,10,1
1378.0,88.88888888888889,18,34,0,8.778,100.0,38.946,72,57.14285714285714,0,7,1
500.0,42.857142857142854,7,10,7,8.778,100.0,38.946,60,12.5,60,3,1
334.0,0.0,8,21,14,8.778,100.0,38.946,34,25.0,33,27,1
599.0,42.857142857142854,7,1,2,8.778,100.0,38.946,98,57.14285714285714,6,6,1
533.0,37.5,8,1,1,8.778,100.0,38.946,71,57.14285714285714,6,11,1
475.0,14.285714285714285,7,8,1,8.778,100.0,38.946,35,57.14285714285714,3,21,1
949.0,33.33333333333333,3,20,47,8.778,100.0,38.946,43,25.0,285,3,1
522.0,100.0,4,7,30,8.778,100.0,38.946,82,40.0,156,4,0
983.0,0.0,7,2,31,8.778,100.0,38.946,37,83.33333333333334,160,6,1
885.0,0.0,2,9,24,8.778,100.0,38.946,44,60.0,171,8,1
291.0,25.0,8,17,29,8.778,100.0,38.946,74,100.0,151,14,1
335.0,75.0,4,22,32,8.778,100.0,38.946,86,0.0,161,2,1
398.0,25.0,4,6,30,8.778,100.0,38.946,36,100.0,152,4,1
421.0,87.5,8,8,10,8.778,100.0,38.946,42,42.85714285714285,28,40,1
654.0,100.0,6,15,9,8.778,100.0,38.946,51,71.42857142857143,64,7,0
416.0,0.0,3,5,10,8.778,100.0,38.946,81,57.14285714285714,70,4,1
452.0,83.33333333333334,6,20,11,8.778,100.0,38.946,37,57.14285714285714,20,50,1
364.0,75.0,4,11,11,8.222,0.0,33.635,82,42.85714285714285,46,4,1
566.0,87.5,8,6,7,8.222,0.0,33.635,45,28.57142857142857,21,19,1
651.0,60.0,5,1,12,8.222,0.0,33.635,33,12.5,42,24,1
865.0,71.42857142857143,7,2,12,8.222,0.0,33.635,51,12.5,52,9,1
301.0,85.71428571428571,7,5,11,8.222,0.0,33.635,72,0.0,76,7,1
610.0,100.0,5,12,32,8.222,0.0,33.635,59,0.0,202,9,0
845.0,33.33333333333333,3,11,33,8.222,0.0,33.635,48,0.0,210,0,1
799.0,57.14285714285714,7,6,28,8.222,0.0,33.635,82,62.5,127,2,1
330.0,20.0,5,21,31,8.222,0.0,33.635,94,25.0,139,2,1
727.0,87.5,8,20,22,8.222,0.0,33.635,50,100.0,116,35,1
366.0,50.0,2,16,4,8.222,0.0,33.635,78,50.0,18,1,1
272.0,87.5,8,21,2,8.222,0.0,33.635,82,50.0,10,8,1
572.0,100.0,4,5,35,8.222,0.0,33.635,35,0.0,232,8,0
615.0,20.0,5,21,36,8.222,0.0,33.635,96,14.285714285714285,239,4,1
944.0,87.5,8,15,50,8.222,0.0,33.635,43,0.0,148,15,1
725.0,42.857142857142854,7,11,6,8.222,0.0,33.635,67,57.14285714285714,14,4,1
513.0,57.14285714285714,7,14,3,8.222,0.0,33.635,77,42.85714285714285,22,3,1
374.0,42.857142857142854,7,4,2,8.222,0.0,33.635,52,40.0,6,9,1
914.0,0.0,3,13,1,8.222,0.0,33.635,34,33.33333333333333,3,7,1
463.0,75.0,8,1,2,8.222,0.0,33.635,72,40.0,3,1,1
682.0,50.0,2,11,6,8.222,0.0,33.635,32,50.0,14,3,1
565.0,100.0,7,18,2,8.222,0.0,33.635,82,37.5,12,13,0
246.0,33.33333333333333,3,14,3,8.222,0.0,33.635,96,62.5,25,1,1
795.0,16.666666666666664,6,22,16,8.222,0.0,33.635,40,75.0,101,24,1
953.0,20.0,5,9,20,8.222,0.0,33.635,70,37.5,97,1,1
739.0,75.0,8,1,19,8.222,0.0,33.635,78,66.66666666666666,90,7,1
678.0,57.14285714285714,7,7,15,8.222,0.0,33.635,35,50.0,85,29,1
711.0,85.71428571428571,7,18,19,8.222,0.0,33.635,43,28.57142857142857,111,29,1
696.0,40.0,5,4,2,8.222,0.0,33.635,31,42.85714285714285,9,12,1
2677.0,94.44444444444444,18,23,0,8.222,0.0,33.635,31,28.57142857142857,0,10,1
1378.0,94.44444444444444,18,34,0,8.222,0.0,33.635,72,57.14285714285714,0,7,1
500.0,57.14285714285714,7,10,7,8.222,0.0,33.635,60,12.5,60,3,1
334.0,0.0,8,21,14,8.222,0.0,33.635,34,25.0,33,27,1
599.0,42.857142857142854,7,1,2,8.222,0.0,33.635,98,57.14285714285714,6,6,1
533.0,37.5,8,1,1,8.222,0.0,33.635,71,57.14285714285714,6,11,1
475.0,28.57142857142857,7,8,1,8.222,0.0,33.635,35,57.14285714285714,3,21,1
949.0,66.66666666666666,3,20,47,8.222,0.0,33.635,43,25.0,285,3,1
983.0,14.285714285714285,7,2,31,8.222,0.0,33.635,37,83.33333333333334,160,6,1
885.0,50.0,2,9,24,8.222,0.0,33.635,44,60.0,171,8,1
291.0,25.0,8,17,29,8.222,0.0,33.635,74,100.0,151,14,1
335.0,100.0,4,22,32,8.222,0.0,33.635,86,0.0,161,2,0
846.0,33.33333333333333,3,7,33,8.222,0.0,33.635,83,83.33333333333334,161,0,1
398.0,50.0,4,6,30,8.222,0.0,33.635,36,100.0,152,4,1
421.0,87.5,8,8,10,8.222,0.0,33.635,42,42.85714285714285,28,40,1
416.0,0.0,3,5,10,8.222,0.0,33.635,81,57.14285714285714,70,4,1
452.0,83.33333333333334,6,20,11,8.222,0.0,33.635,37,57.14285714285714,20,50,1
364.0,75.0,4,11,11,7.611,0.0,28.324,82,42.85714285714285,46,4,1
566.0,100.0,8,6,7,7.611,0.0,28.324,45,28.57142857142857,21,19,0
352.0,33.33333333333333,3,1,8,7.611,0.0,28.324,66,28.57142857142857,40,3,1
651.0,80.0,5,1,12,7.611,0.0,28.324,33,12.5,42,24,1
865.0,71.42857142857143,7,2,12,7.611,0.0,28.324,51,12.5,52,9,1
301.0,100.0,7,5,11,7.611,0.0,28.324,72,0.0,76,7,0
267.0,50.0,2,15,12,7.611,0.0,28.324,68,75.0,82,0,1
845.0,66.66666666666666,3,11,33,7.611,0.0,28.324,48,0.0,210,0,1
799.0,71.42857142857143,7,6,28,7.611,0.0,28.324,82,62.5,127,2,1
330.0,40.0,5,21,31,7.611,0.0,28.324,94,25.0,139,2,1
727.0,100.0,8,20,22,7.611,0.0,28.324,50,100.0,116,35,0
497.0,0.0,7,15,23,7.611,0.0,28.324,64,25.0,151,15,1
366.0,100.0,2,16,4,7.611,0.0,28.324,78,50.0,18,1,0
543.0,0.0,5,17,5,7.611,0.0,28.324,31,33.33333333333333,15,33,1
272.0,100.0,8,21,2,7.611,0.0,28.324,82,50.0,10,8,0
258.0,0.0,2,1,3,7.611,0.0,28.324,84,50.0,14,3,1
615.0,20.0,5,21,36,7.611,0.0,28.324,96,14.285714285714285,239,4,1
944.0,100.0,8,15,50,7.611,0.0,28.324,43,0.0,148,15,0
923.0,25.0,4,11,51,7.611,0.0,28.324,81,85.71428571428571,162,0,1
725.0,57.14285714285714,7,11,6,7.611,0.0,28.324,67,57.14285714285714,14,4,1
513.0,71.42857142857143,7,14,3,7.611,0.0,28.324,77,42.85714285714285,22,3,1
374.0,57.14285714285714,7,4,2,7.611,0.0,28.324,52,40.0,6,9,1
914.0,0.0,3,13,1,7.611,0.0,28.324,34,33.33333333333333,3,7,1
463.0,87.5,8,1,2,7.611,0.0,28.324,72,40.0,3,1,1
682.0,50.0,2,11,6,7.611,0.0,28.324,32,50.0,14,3,1
246.0,66.66666666666666,3,14,3,7.611,0.0,28.324,96,62.5,25,1,1
795.0,33.33333333333333,6,22,16,7.611,0.0,28.324,40,75.0,101,24,1
