ID,Name,StartDate,EndDate,ParentTaskID,Cost,Priority,Progress,ProjectID,ActualStartDate,ActualEndDate,Status,Duration,AssigneeID,Trade,CreateDate,WeatherAssessment,TaskLength
1287,offer,2016-11-01,2016-11-08,1286,482.0,Normal,0,11,,,Not Started,7,1,2,2024-03-31,3.7037037037037033,52
1288,moment,2016-11-10,2016-11-15,1287,618.0,Normal,0,11,,,Not Started,5,1,4,2024-03-31,7.4074074074074066,53
1289,look,2018-10-05,2018-10-19,,2192.0,Critical,0,12,,,Not Started,15,1,7,2024-03-31,3.225806451612903,0
1290,right,2018-10-21,2018-10-22,1289,609.0,Normal,0,12,,,Not Started,2,1,1,2024-03-31,6.451612903225806,1
1291,affect,2018-10-22,2018-10-24,1290,571.0,Normal,0,12,,,Not Started,3,1,2,2024-03-31,9.67741935483871,2
1292,billion,2018-10-25,2018-10-30,1291,566.0,Normal,0,12,,,Not Started,6,1,4,2024-03-31,12.903225806451612,3
1293,specific,2018-11-01,2018-11-02,1292,328.0,Normal,0,12,,,Not Started,2,1,4,2024-03-31,12.903225806451612,4
1294,involve,2018-11-04,2018-11-06,1293,464.0,Normal,0,12,,,Not Started,3,1,3,2024-03-31,9.67741935483871,5
1295,may,2018-11-08,2018-11-13,1294,919.0,Normal,0,12,,,Not Started,6,1,3,2024-03-31,6.451612903225806,6
1296,even,2018-11-15,2018-11-21,1295,201.0,Normal,0,12,,,Not Started,7,1,4,2024-03-31,12.903225806451612,7
1297,specific,2018-11-22,2018-11-26,1296,796.0,Normal,0,12,,,Not Started,5,1,2,2024-03-31,12.903225806451612,8
1298,time,2018-11-28,2018-12-04,1297,496.0,Normal,0,12,,,Not Started,7,1,4,2024-03-31,16.129032258064516,9
1299,trade,2018-12-06,2018-12-10,1298,358.0,Normal,0,12,,,Not Started,5,1,3,2024-03-31,29.03225806451613,10
1300,wall,2018-12-10,2018-12-14,1299,333.0,Normal,0,12,,,Not Started,5,1,3,2024-03-31,32.25806451612903,11
1301,west,2018-12-15,2018-12-18,1300,587.0,Normal,0,12,,,Not Started,4,1,1,2024-03-31,29.03225806451613,12
1302,cultural,2018-12-19,2018-12-25,1301,611.0,Normal,0,12,,,Not Started,7,1,1,2024-03-31,41.935483870967744,13
1303,cup,2018-12-26,2018-12-27,1302,684.0,Normal,0,12,,,Not Started,2,1,1,2024-03-31,45.16129032258064,14
1304,analysis,2018-12-29,2019-01-02,1303,906.0,Normal,0,12,,,Not Started,5,1,3,2024-03-31,41.935483870967744,15
1305,test,2019-01-02,2019-01-05,1304,625.0,Normal,0,12,,,Not Started,4,1,3,2024-03-31,41.935483870967744,16
1306,nature,2019-01-06,2019-01-13,1305,293.0,Normal,0,12,,,Not Started,8,1,4,2024-03-31,38.70967741935484,17
1307,minute,2019-01-13,2019-01-18,1306,337.0,Normal,0,12,,,Not Started,6,1,1,2024-03-31,38.70967741935484,18
1308,science,2019-01-19,2019-01-22,1307,764.0,Normal,0,12,,,Not Started,4,1,4,2024-03-31,22.58064516129032,19
1309,office,2019-01-24,2019-01-28,1308,856.0,Normal,0,12,,,Not Started,5,1,3,2024-03-31,19.35483870967742,20
1310,over,2019-01-28,2019-02-02,1309,445.0,Normal,0,12,,,Not Started,6,1,4,2024-03-31,12.903225806451612,21
1311,lot,2019-02-02,2019-02-08,1310,253.0,Normal,0,12,,,Not Started,7,1,3,2024-03-31,9.67741935483871,22
1312,sound,2019-02-08,2019-02-14,1311,739.0,Normal,0,12,,,Not Started,7,1,4,2024-03-31,6.451612903225806,23
1313,lead,2019-02-16,2019-02-21,1312,228.0,Normal,0,12,,,Not Started,6,1,3,2024-03-31,3.225806451612903,24
1314,current,2019-02-22,2019-02-27,1313,656.0,Normal,0,12,,,Not Started,6,1,4,2024-03-31,3.225806451612903,25
1315,body,2019-02-28,2019-03-01,1314,731.0,Normal,0,12,,,Not Started,2,1,4,2024-03-31,9.67741935483871,26
1316,keep,2019-03-03,2019-03-06,1315,754.0,Normal,0,12,,,Not Started,4,1,2,2024-03-31,9.67741935483871,27
1317,still,2019-03-06,2019-03-07,1316,551.0,Normal,0,12,,,Not Started,2,1,1,2024-03-31,9.67741935483871,28
1318,world,2019-03-09,2019-03-13,1317,345.0,Normal,0,12,,,Not Started,5,1,2,2024-03-31,6.451612903225806,29
1319,population,2019-03-14,2019-03-18,1318,772.0,Normal,0,12,,,Not Started,5,1,2,2024-03-31,6.451612903225806,30
1320,woman,2019-03-19,2019-03-23,1319,474.0,Normal,0,12,,,Not Started,5,1,1,2024-03-31,6.451612903225806,31
1321,action,2019-03-24,2019-03-28,1320,401.0,Normal,0,12,,,Not Started,5,1,3,2024-03-31,6.451612903225806,32
1322,sign,2019-03-28,2019-04-03,1321,739.0,Normal,0,12,,,Not Started,7,1,2,2024-03-31,6.451612903225806,33
1323,although,2019-04-04,2019-04-10,1322,591.0,Normal,0,12,,,Not Started,7,1,2,2024-03-31,0.0,34
1324,our,2019-04-12,2019-04-14,1323,529.0,Normal,0,12,,,Not Started,3,1,2,2024-03-31,6.451612903225806,35
1325,produce,2019-04-15,2019-04-20,1324,515.0,Normal,0,12,,,Not Started,6,1,3,2024-03-31,6.451612903225806,36
1326,process,2019-04-20,2019-04-27,1325,901.0,Normal,0,12,,,Not Started,8,1,4,2024-03-31,6.451612903225806,37
1327,process,2019-04-29,2019-05-05,1326,507.0,Normal,0,12,,,Not Started,7,1,1,2024-03-31,6.451612903225806,38
1328,blue,2019-05-07,2019-05-09,1327,542.0,Normal,0,12,,,Not Started,3,1,2,2024-03-31,9.67741935483871,39
1329,current,2019-05-10,2019-05-12,1328,347.0,Normal,0,12,,,Not Started,3,1,3,2024-03-31,16.129032258064516,40
1330,nearly,2019-05-12,2019-05-17,1329,514.0,Normal,0,12,,,Not Started,6,1,2,2024-03-31,16.129032258064516,41
1331,his,2019-05-17,2019-05-20,1330,513.0,Normal,0,12,,,Not Started,4,1,4,2024-03-31,16.129032258064516,42
1332,particularly,2019-05-21,2019-05-23,1331,634.0,Normal,0,12,,,Not Started,3,1,4,2024-03-31,19.35483870967742,43
1333,throughout,2019-05-23,2019-05-27,1332,619.0,Normal,0,12,,,Not Started,5,1,1,2024-03-31,22.58064516129032,44
1334,company,2019-05-27,2019-06-02,1333,979.0,Normal,0,12,,,Not Started,7,1,1,2024-03-31,22.58064516129032,45
1335,again,2019-06-03,2019-06-08,1334,524.0,Normal,0,12,,,Not Started,6,1,4,2024-03-31,25.806451612903224,46
1336,forget,2018-10-11,2018-10-30,,1483.0,Critical,0,12,,,Not Started,20,1,6,2024-03-31,6.451612903225806,0
1337,without,2018-10-31,2018-11-03,1336,661.0,Normal,0,12,,,Not Started,4,1,4,2024-03-31,12.903225806451612,1
1338,politics,2018-11-05,2018-11-11,1337,908.0,Normal,0,12,,,Not Started,7,1,4,2024-03-31,9.67741935483871,2
1339,throw,2018-11-12,2018-11-15,1338,220.0,Normal,0,12,,,Not Started,4,1,4,2024-03-31,9.67741935483871,3
1340,knowledge,2018-11-16,2018-11-17,1339,776.0,Normal,0,12,,,Not Started,2,1,4,2024-03-31,12.903225806451612,4
1341,sure,2018-11-17,2018-11-23,1340,604.0,Normal,0,12,,,Not Started,7,1,4,2024-03-31,12.903225806451612,5
1342,without,2018-11-24,2018-11-26,1341,622.0,Normal,0,12,,,Not Started,3,1,2,2024-03-31,9.67741935483871,6
1343,pass,2018-11-26,2018-11-28,1342,776.0,Normal,0,12,,,Not Started,3,1,4,2024-03-31,9.67741935483871,7
1344,charge,2018-11-28,2018-12-04,1343,821.0,Normal,0,12,,,Not Started,7,1,2,2024-03-31,16.129032258064516,8
1345,parent,2018-12-04,2018-12-10,1344,953.0,Normal,0,12,,,Not Started,7,1,2,2024-03-31,22.58064516129032,9
1346,everyone,2018-12-12,2018-12-13,1345,281.0,Normal,0,12,,,Not Started,2,1,2,2024-03-31,29.03225806451613,10
1347,community,2018-12-13,2018-12-19,1346,562.0,Normal,0,12,,,Not Started,7,1,4,2024-03-31,29.03225806451613,11
1348,away,2018-12-20,2018-12-25,1347,776.0,Normal,0,12,,,Not Started,6,1,1,2024-03-31,41.935483870967744,12
1349,professional,2018-12-26,2018-12-28,1348,398.0,Normal,0,12,,,Not Started,3,1,2,2024-03-31,45.16129032258064,13
1350,move,2018-12-29,2018-12-30,1349,507.0,Normal,0,12,,,Not Started,2,1,4,2024-03-31,41.935483870967744,14
1351,sister,2019-01-01,2019-01-05,1350,906.0,Normal,0,12,,,Not Started,5,1,4,2024-03-31,41.935483870967744,15
1352,themselves,2019-01-05,2019-01-10,1351,503.0,Normal,0,12,,,Not Started,6,1,1,2024-03-31,38.70967741935484,16
1353,add,2019-01-11,2019-01-16,1352,313.0,Normal,0,12,,,Not Started,6,1,4,2024-03-31,35.483870967741936,17
1354,plant,2019-01-17,2019-01-23,1353,274.0,Normal,0,12,,,Not Started,7,1,4,2024-03-31,29.03225806451613,18
1355,trip,2019-01-25,2019-02-01,1354,472.0,Normal,0,12,,,Not Started,8,1,2,2024-03-31,19.35483870967742,19
1356,dream,2019-02-02,2019-02-08,1355,246.0,Normal,0,12,,,Not Started,7,1,1,2024-03-31,9.67741935483871,20
1357,about,2019-02-08,2019-02-14,1356,233.0,Normal,0,12,,,Not Started,7,1,2,2024-03-31,6.451612903225806,21
1358,family,2019-02-16,2019-02-19,1357,390.0,Normal,0,12,,,Not Started,4,1,1,2024-03-31,3.225806451612903,22
1359,involve,2019-02-20,2019-02-26,1358,412.0,Normal,0,12,,,Not Started,7,1,2,2024-03-31,3.225806451612903,23
1360,industry,2019-02-26,2019-03-03,1359,370.0,Normal,0,12,,,Not Started,6,1,1,2024-03-31,3.225806451612903,24
1361,course,2019-03-04,2019-03-10,1360,512.0,Normal,0,12,,,Not Started,7,1,4,2024-03-31,9.67741935483871,25
1362,exactly,2019-03-10,2019-03-12,1361,501.0,Normal,0,12,,,Not Started,3,1,4,2024-03-31,6.451612903225806,26
1363,one,2019-03-14,2019-03-18,1362,865.0,Normal,0,12,,,Not Started,5,1,3,2024-03-31,6.451612903225806,27
1364,ever,2019-03-19,2019-03-23,1363,406.0,Normal,0,12,,,Not Started,5,1,2,2024-03-31,6.451612903225806,28
1365,other,2019-03-25,2019-04-01,1364,954.0,Normal,0,12,,,Not Started,8,1,4,2024-03-31,6.451612903225806,29
1366,research,2019-04-01,2019-04-03,1365,480.0,Normal,0,12,,,Not Started,3,1,3,2024-03-31,0.0,30
1367,member,2019-04-05,2019-04-08,1366,624.0,Normal,0,12,,,Not Started,4,1,1,2024-03-31,0.0,31
1368,recently,2019-04-10,2019-04-14,1367,317.0,Normal,0,12,,,Not Started,5,1,4,2024-03-31,3.225806451612903,32
1369,article,2019-04-14,2019-04-19,1368,796.0,Normal,0,12,,,Not Started,6,1,3,2024-03-31,6.451612903225806,33
1370,say,2019-04-21,2019-04-23,1369,215.0,Normal,0,12,,,Not Started,3,1,4,2024-03-31,6.451612903225806,34
1371,arrive,2019-04-24,2019-04-26,1370,209.0,Normal,0,12,,,Not Started,3,1,4,2024-03-31,6.451612903225806,35
1372,her,2019-04-27,2019-04-29,1371,875.0,Normal,0,12,,,Not Started,3,1,2,2024-03-31,6.451612903225806,36
1373,unit,2019-05-01,2019-05-04,1372,687.0,Normal,0,12,,,Not Started,4,1,2,2024-03-31,6.451612903225806,37
1374,behind,2019-05-06,2019-05-11,1373,904.0,Normal,0,12,,,Not Started,6,1,3,2024-03-31,6.451612903225806,38
1375,approach,2019-05-12,2019-05-19,1374,544.0,Normal,0,12,,,Not Started,8,1,1,2024-03-31,16.129032258064516,39
1376,pretty,2019-05-21,2019-05-22,1375,480.0,Normal,0,12,,,Not Started,2,1,1,2024-03-31,19.35483870967742,40
1377,know,2019-05-24,2019-05-29,1376,706.0,Normal,0,12,,,Not Started,6,1,4,2024-03-31,22.58064516129032,41
1378,degree,2019-05-30,2019-05-31,1377,964.0,Normal,0,12,,,Not Started,2,1,4,2024-03-31,22.58064516129032,42
1379,instead,2019-06-02,2019-06-09,1378,273.0,Normal,0,12,,,Not Started,8,1,1,2024-03-31,25.806451612903224,43
1380,feeling,2019-06-10,2019-06-13,1379,747.0,Normal,0,12,,,Not Started,4,1,1,2024-03-31,16.129032258064516,44
1381,save,2019-06-15,2019-06-16,1380,740.0,Normal,0,12,,,Not Started,2,1,4,2024-03-31,16.129032258064516,45
1382,herself,2019-06-16,2019-06-22,1381,360.0,Normal,0,12,,,Not Started,7,1,4,2024-03-31,12.903225806451612,46
1383,kind,2018-10-10,2018-10-17,,1510.0,Critical,0,12,,,Not Started,8,1,7,2024-03-31,6.451612903225806,0
1384,ten,2018-10-19,2018-10-21,1383,658.0,Normal,0,12,,,Not Started,3,1,3,2024-03-31,6.451612903225806,1
1385,no,2018-10-21,2018-10-22,1384,801.0,Normal,0,12,,,Not Started,2,1,3,2024-03-31,6.451612903225806,2
1386,realize,2018-10-23,2018-10-26,1385,546.0,Normal,0,12,,,Not Started,4,1,4,2024-03-31,12.903225806451612,3
1387,box,2018-10-28,2018-10-30,1386,387.0,Normal,0,12,,,Not Started,3,1,4,2024-03-31,12.903225806451612,4
1388,pretty,2018-11-01,2018-11-03,1387,736.0,Normal,0,12,,,Not Started,3,1,4,2024-03-31,12.903225806451612,5
1389,institution,2018-11-03,2018-11-04,1388,747.0,Normal,0,12,,,Not Started,2,1,3,2024-03-31,9.67741935483871,6
1390,dream,2018-11-05,2018-11-12,1389,755.0,Normal,0,12,,,Not Started,8,1,3,2024-03-31,9.67741935483871,7
1391,someone,2018-11-13,2018-11-16,1390,349.0,Normal,0,12,,,Not Started,4,1,4,2024-03-31,12.903225806451612,8
1392,appear,2018-11-16,2018-11-19,1391,303.0,Normal,0,12,,,Not Started,4,1,1,2024-03-31,12.903225806451612,9
1393,how,2018-11-21,2018-11-25,1392,522.0,Normal,0,12,,,Not Started,5,1,3,2024-03-31,12.903225806451612,10
1394,stop,2018-11-27,2018-12-01,1393,634.0,Normal,0,12,,,Not Started,5,1,3,2024-03-31,12.903225806451612,11
1395,various,2018-12-02,2018-12-06,1394,281.0,Normal,0,12,,,Not Started,5,1,2,2024-03-31,19.35483870967742,12
1396,add,2018-12-06,2018-12-08,1395,427.0,Normal,0,12,,,Not Started,3,1,3,2024-03-31,29.03225806451613,13
1397,fight,2018-12-09,2018-12-15,1396,228.0,Normal,0,12,,,Not Started,7,1,1,2024-03-31,32.25806451612903,14
1398,well,2018-12-17,2018-12-22,1397,290.0,Normal,0,12,,,Not Started,6,1,1,2024-03-31,35.483870967741936,15
1399,want,2018-12-24,2018-12-25,1398,768.0,Normal,0,12,,,Not Started,2,1,4,2024-03-31,41.935483870967744,16
1400,kitchen,2018-12-26,2019-01-02,1399,393.0,Normal,0,12,,,Not Started,8,1,3,2024-03-31,45.16129032258064,17
1401,relate,2019-01-03,2019-01-10,1400,336.0,Normal,0,12,,,Not Started,8,1,2,2024-03-31,38.70967741935484,18
1402,politics,2019-01-10,2019-01-11,1401,331.0,Normal,0,12,,,Not Started,2,1,3,2024-03-31,35.483870967741936,19
1403,win,2019-01-13,2019-01-20,1402,305.0,Normal,0,12,,,Not Started,8,1,1,2024-03-31,38.70967741935484,20
1404,investment,2019-01-20,2019-01-22,1403,216.0,Normal,0,12,,,Not Started,3,1,4,2024-03-31,22.58064516129032,21
1405,rock,2019-01-22,2019-01-24,1404,653.0,Normal,0,12,,,Not Started,3,1,2,2024-03-31,22.58064516129032,22
1406,prove,2019-01-24,2019-01-27,1405,769.0,Normal,0,12,,,Not Started,4,1,1,2024-03-31,19.35483870967742,23
1407,set,2019-01-29,2019-02-05,1406,908.0,Normal,0,12,,,Not Started,8,1,4,2024-03-31,12.903225806451612,24
1408,speak,2019-02-05,2019-02-11,1407,247.0,Normal,0,12,,,Not Started,7,1,2,2024-03-31,9.67741935483871,25
1409,discuss,2019-02-12,2019-02-15,1408,831.0,Normal,0,12,,,Not Started,4,1,1,2024-03-31,6.451612903225806,26
1410,according,2019-02-15,2019-02-20,1409,449.0,Normal,0,12,,,Not Started,6,1,1,2024-03-31,3.225806451612903,27
1411,paper,2019-02-22,2019-02-27,1410,313.0,Normal,0,12,,,Not Started,6,1,3,2024-03-31,3.225806451612903,28
1412,soldier,2019-02-28,2019-03-07,1411,656.0,Normal,0,12,,,Not Started,8,1,4,2024-03-31,9.67741935483871,29
1413,summer,2019-03-09,2019-03-16,1412,875.0,Normal,0,12,,,Not Started,8,1,2,2024-03-31,6.451612903225806,30
1414,than,2019-03-17,2019-03-20,1413,344.0,Normal,0,12,,,Not Started,4,1,3,2024-03-31,6.451612903225806,31
1415,piece,2019-03-22,2019-03-26,1414,745.0,Normal,0,12,,,Not Started,5,1,1,2024-03-31,6.451612903225806,32
1416,sound,2019-03-28,2019-03-30,1415,335.0,Normal,0,12,,,Not Started,3,1,1,2024-03-31,6.451612903225806,33
1417,down,2019-04-01,2019-04-04,1416,251.0,Normal,0,12,,,Not Started,4,1,3,2024-03-31,0.0,34
1418,pull,2019-04-06,2019-04-11,1417,422.0,Normal,0,12,,,Not Started,6,1,3,2024-03-31,0.0,35
1419,condition,2019-04-11,2019-04-14,1418,221.0,Normal,0,12,,,Not Started,4,1,4,2024-03-31,3.225806451612903,36
1420,keep,2019-04-16,2019-04-23,1419,987.0,Normal,0,12,,,Not Started,8,1,4,2024-03-31,6.451612903225806,37
1421,within,2019-04-25,2019-04-26,1420,855.0,Normal,0,12,,,Not Started,2,1,2,2024-03-31,6.451612903225806,38
1422,security,2019-04-26,2019-04-28,1421,505.0,Normal,0,12,,,Not Started,3,1,3,2024-03-31,6.451612903225806,39
1423,memory,2019-04-28,2019-05-05,1422,981.0,Normal,0,12,,,Not Started,8,1,3,2024-03-31,6.451612903225806,40
1424,rate,2019-05-07,2019-05-13,1423,264.0,Normal,0,12,,,Not Started,7,1,4,2024-03-31,9.67741935483871,41
1425,boy,2019-05-15,2019-05-21,1424,548.0,Normal,0,12,,,Not Started,7,1,2,2024-03-31,12.903225806451612,42
1426,young,2019-05-21,2019-05-28,1425,662.0,Normal,0,12,,,Not Started,8,1,3,2024-03-31,19.35483870967742,43
1427,food,2018-02-23,2018-03-08,,1123.0,Critical,0,13,,,Not Started,14,1,5,2024-03-31,6.451612903225806,0
1428,room,2018-03-09,2018-03-14,1427,314.0,Normal,0,13,,,Not Started,6,1,2,2024-03-31,3.225806451612903,1
1429,choose,2018-03-14,2018-03-17,1428,895.0,Normal,0,13,,,Not Started,4,1,4,2024-03-31,3.225806451612903,2
1430,pass,2018-03-18,2018-03-25,1429,707.0,Normal,0,13,,,Not Started,8,1,3,2024-03-31,6.451612903225806,3
1431,friend,2018-03-25,2018-03-29,1430,409.0,Normal,0,13,,,Not Started,5,1,3,2024-03-31,3.225806451612903,4
1432,member,2018-03-30,2018-04-04,1431,430.0,Normal,0,13,,,Not Started,6,1,1,2024-03-31,3.225806451612903,5
1433,side,2018-04-06,2018-04-12,1432,359.0,Normal,0,13,,,Not Started,7,1,1,2024-03-31,3.225806451612903,6
1434,city,2018-04-13,2018-04-17,1433,672.0,Normal,0,13,,,Not Started,5,1,1,2024-03-31,3.225806451612903,7
1435,about,2018-04-17,2018-04-18,1434,580.0,Normal,0,13,,,Not Started,2,1,3,2024-03-31,0.0,8
1436,international,2018-04-19,2018-04-24,1435,579.0,Normal,0,13,,,Not Started,6,1,2,2024-03-31,0.0,9
1437,feel,2018-04-24,2018-04-28,1436,565.0,Normal,0,13,,,Not Started,5,1,2,2024-03-31,0.0,10
1438,would,2018-04-28,2018-05-03,1437,280.0,Normal,0,13,,,Not Started,6,1,3,2024-03-31,0.0,11
1439,civil,2018-05-05,2018-05-09,1438,584.0,Normal,0,13,,,Not Started,5,1,2,2024-03-31,0.0,12
1440,list,2018-05-10,2018-05-13,1439,257.0,Normal,0,13,,,Not Started,4,1,1,2024-03-31,3.225806451612903,13
1441,coach,2018-05-14,2018-05-15,1440,630.0,Normal,0,13,,,Not Started,2,1,3,2024-03-31,6.451612903225806,14
1442,receive,2018-05-16,2018-05-21,1441,592.0,Normal,0,13,,,Not Started,6,1,2,2024-03-31,6.451612903225806,15
1443,everyone,2018-05-21,2018-05-23,1442,775.0,Normal,0,13,,,Not Started,3,1,1,2024-03-31,6.451612903225806,16
1444,likely,2018-05-25,2018-05-28,1443,374.0,Normal,0,13,,,Not Started,4,1,1,2024-03-31,16.129032258064516,17
1445,president,2018-05-28,2018-05-31,1444,785.0,Normal,0,13,,,Not Started,4,1,2,2024-03-31,22.58064516129032,18
1446,myself,2018-06-02,2018-06-09,1445,639.0,Normal,0,13,,,Not Started,8,1,3,2024-03-31,22.58064516129032,19
1447,hundred,2018-06-10,2018-06-14,1446,507.0,Normal,0,13,,,Not Started,5,1,2,2024-03-31,22.58064516129032,20
1448,his,2018-06-14,2018-06-20,1447,996.0,Normal,0,13,,,Not Started,7,1,1,2024-03-31,29.03225806451613,21
1449,high,2018-06-22,2018-06-27,1448,797.0,Normal,0,13,,,Not Started,6,1,2,2024-03-31,41.935483870967744,22
1450,organization,2018-06-27,2018-07-01,1449,218.0,Normal,0,13,,,Not Started,5,1,3,2024-03-31,32.25806451612903,23
1451,international,2018-07-01,2018-07-07,1450,659.0,Normal,0,13,,,Not Started,7,1,1,2024-03-31,32.25806451612903,24
1452,toward,2018-07-08,2018-07-10,1451,799.0,Normal,0,13,,,Not Started,3,1,1,2024-03-31,38.70967741935484,25
1453,quality,2018-07-10,2018-07-15,1452,690.0,Normal,0,13,,,Not Started,6,1,1,2024-03-31,38.70967741935484,26
1454,upon,2018-07-17,2018-07-20,1453,779.0,Normal,0,13,,,Not Started,4,1,2,2024-03-31,19.35483870967742,27
1455,against,2018-07-21,2018-07-28,1454,403.0,Normal,0,13,,,Not Started,8,1,4,2024-03-31,22.58064516129032,28
1456,upon,2018-07-29,2018-07-30,1455,444.0,Normal,0,13,,,Not Started,2,1,4,2024-03-31,12.903225806451612,29
1457,help,2018-07-31,2018-08-04,1456,661.0,Normal,0,13,,,Not Started,5,1,3,2024-03-31,19.35483870967742,30
1458,build,2018-08-05,2018-08-08,1457,495.0,Normal,0,13,,,Not Started,4,1,1,2024-03-31,16.129032258064516,31
1459,prepare,2018-08-09,2018-08-13,1458,757.0,Normal,0,13,,,Not Started,5,1,1,2024-03-31,22.58064516129032,32
1460,side,2018-08-14,2018-08-20,1459,633.0,Normal,0,13,,,Not Started,7,1,2,2024-03-31,22.58064516129032,33
1461,whatever,2018-08-21,2018-08-27,1460,551.0,Normal,0,13,,,Not Started,7,1,4,2024-03-31,16.129032258064516,34
1462,machine,2018-08-27,2018-08-31,1461,598.0,Normal,0,13,,,Not Started,5,1,4,2024-03-31,16.129032258064516,35
1463,safe,2018-08-31,2018-09-03,1462,632.0,Normal,0,13,,,Not Started,4,1,1,2024-03-31,9.67741935483871,36
1464,growth,2018-09-04,2018-09-10,1463,233.0,Normal,0,13,,,Not Started,7,1,2,2024-03-31,6.451612903225806,37
1465,every,2018-09-12,2018-09-18,1464,282.0,Normal,0,13,,,Not Started,7,1,2,2024-03-31,0.0,38
1466,focus,2018-09-18,2018-09-20,1465,969.0,Normal,0,13,,,Not Started,3,1,2,2024-03-31,0.0,39
1467,operation,2018-09-22,2018-09-23,1466,603.0,Normal,0,13,,,Not Started,2,1,1,2024-03-31,0.0,40
1468,organization,2018-09-23,2018-09-30,1467,903.0,Normal,0,13,,,Not Started,8,1,2,2024-03-31,0.0,41
1469,better,2018-10-02,2018-10-04,1468,229.0,Normal,0,13,,,Not Started,3,1,3,2024-03-31,0.0,42
1470,reason,2018-10-04,2018-10-06,1469,938.0,Normal,0,13,,,Not Started,3,1,4,2024-03-31,3.225806451612903,43
1471,different,2018-10-08,2018-10-12,1470,465.0,Normal,0,13,,,Not Started,5,1,3,2024-03-31,6.451612903225806,44
1472,form,2018-10-13,2018-10-17,1471,652.0,Normal,0,13,,,Not Started,5,1,4,2024-03-31,6.451612903225806,45
1473,main,2018-10-17,2018-10-22,1472,456.0,Normal,0,13,,,Not Started,6,1,2,2024-03-31,6.451612903225806,46
1474,whether,2018-10-23,2018-10-27,1473,963.0,Normal,0,13,,,Not Started,5,1,2,2024-03-31,12.903225806451612,47
1475,current,2018-10-29,2018-11-03,1474,484.0,Normal,0,13,,,Not Started,6,1,3,2024-03-31,12.903225806451612,48
1476,measure,2018-11-05,2018-11-12,1475,234.0,Normal,0,13,,,Not Started,8,1,2,2024-03-31,9.67741935483871,49
1477,turn,2018-03-01,2018-03-16,,2226.0,Critical,0,13,,,Not Started,16,1,6,2024-03-31,3.225806451612903,0
1478,almost,2018-03-17,2018-03-20,1477,239.0,Normal,0,13,,,Not Started,4,1,1,2024-03-31,6.451612903225806,1
1479,actually,2018-03-22,2018-03-29,1478,424.0,Normal,0,13,,,Not Started,8,1,1,2024-03-31,3.225806451612903,2
1480,summer,2018-03-29,2018-03-30,1479,825.0,Normal,0,13,,,Not Started,2,1,2,2024-03-31,3.225806451612903,3
1481,glass,2018-03-30,2018-04-03,1480,721.0,Normal,0,13,,,Not Started,5,1,1,2024-03-31,3.225806451612903,4
1482,wait,2018-04-04,2018-04-09,1481,952.0,Normal,0,13,,,Not Started,6,1,3,2024-03-31,3.225806451612903,5
1483,build,2018-04-10,2018-04-14,1482,326.0,Normal,0,13,,,Not Started,5,1,4,2024-03-31,3.225806451612903,6
1484,enjoy,2018-04-16,2018-04-21,1483,370.0,Normal,0,13,,,Not Started,6,1,1,2024-03-31,0.0,7
1485,beyond,2018-04-23,2018-04-24,1484,261.0,Normal,0,13,,,Not Started,2,1,3,2024-03-31,0.0,8
1486,put,2018-04-25,2018-05-01,1485,658.0,Normal,0,13,,,Not Started,7,1,2,2024-03-31,0.0,9
1487,end,2018-05-03,2018-05-05,1486,560.0,Normal,0,13,,,Not Started,3,1,1,2024-03-31,0.0,10
1488,now,2018-05-05,2018-05-08,1487,348.0,Normal,0,13,,,Not Started,4,1,4,2024-03-31,0.0,11
1489,magazine,2018-05-08,2018-05-10,1488,632.0,Normal,0,13,,,Not Started,3,1,2,2024-03-31,0.0,12
1490,occur,2018-05-10,2018-05-12,1489,805.0,Normal,0,13,,,Not Started,3,1,2,2024-03-31,3.225806451612903,13
1491,writer,2018-05-12,2018-05-17,1490,744.0,Normal,0,13,,,Not Started,6,1,3,2024-03-31,3.225806451612903,14
1492,center,2018-05-17,2018-05-22,1491,713.0,Normal,0,13,,,Not Started,6,1,2,2024-03-31,6.451612903225806,15
1493,modern,2018-05-24,2018-05-28,1492,791.0,Normal,0,13,,,Not Started,5,1,4,2024-03-31,12.903225806451612,16
1494,coach,2018-05-30,2018-06-02,1493,889.0,Normal,0,13,,,Not Started,4,1,2,2024-03-31,22.58064516129032,17
1495,second,2018-06-04,2018-06-07,1494,461.0,Normal,0,13,,,Not Started,4,1,3,2024-03-31,22.58064516129032,18
1496,wish,2018-06-07,2018-06-12,1495,722.0,Normal,0,13,,,Not Started,6,1,1,2024-03-31,22.58064516129032,19
1497,main,2018-06-13,2018-06-19,1496,562.0,Normal,0,13,,,Not Started,7,1,1,2024-03-31,25.806451612903224,20
1498,mother,2018-06-21,2018-06-27,1497,793.0,Normal,0,13,,,Not Started,7,1,2,2024-03-31,38.70967741935484,21
1499,sing,2018-06-29,2018-07-04,1498,483.0,Normal,0,13,,,Not Started,6,1,1,2024-03-31,32.25806451612903,22
1500,forward,2018-07-06,2018-07-09,1499,763.0,Normal,0,13,,,Not Started,4,1,4,2024-03-31,38.70967741935484,23
1501,movement,2018-07-09,2018-07-16,1500,806.0,Normal,0,13,,,Not Started,8,1,3,2024-03-31,38.70967741935484,24
1502,center,2018-07-16,2018-07-22,1501,386.0,Normal,0,13,,,Not Started,7,1,4,2024-03-31,22.58064516129032,25
