Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,StartDate,EndDate,ActualStartDate,ActualEndDate,WeatherAssessment
2019-07-24,23,109,10,1,1,9,59,8753.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-07-24,25,125,25,1,1,24,153,21557.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-07-25,3,106,10,2,0,8,70,8842.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-07-25,5,121,115,1,1,114,617,72567.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-07-25,6,116,51,2,2,49,299,35404.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-07-25,10,135,117,1,1,116,645,75674.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-07-25,18,106,53,2,1,51,287,34351.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-07-25,22,150,96,3,2,93,500,59749.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-07-25,23,109,10,1,1,9,60,8753.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-07-25,25,125,26,1,1,25,155,21800.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-07-26,3,106,10,2,0,8,72,8842.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-07-26,5,121,115,1,1,114,618,72567.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-07-26,6,116,51,2,2,49,301,35404.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-07-26,10,135,118,1,1,117,647,76555.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-07-26,18,106,53,2,1,51,288,34351.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-07-26,22,150,96,3,2,93,503,59749.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-07-26,23,109,10,1,1,9,61,8753.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-07-26,25,125,27,1,0,26,157,22149.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-07-27,3,106,10,2,1,8,74,8842.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-07-27,5,121,115,1,1,114,619,72567.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-07-27,6,116,53,2,2,51,305,36446.0,1.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-07-27,10,135,118,1,1,117,647,76555.0,1.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-07-27,18,106,53,2,2,51,288,34351.0,1.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-07-27,22,150,97,3,1,94,506,60715.0,1.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-07-27,23,109,11,1,0,10,63,9275.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-07-27,25,125,28,1,0,27,159,22504.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-07-28,3,106,10,2,1,8,76,8842.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-07-28,5,121,115,1,1,114,619,72567.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-07-28,6,116,53,2,2,51,305,36446.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-07-28,10,135,118,1,1,117,647,76555.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-07-28,18,106,53,2,2,51,288,34351.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-07-28,22,150,97,2,0,95,509,61086.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-07-28,23,109,11,1,0,10,64,9275.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-07-28,25,125,28,1,0,27,160,22504.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-07-29,3,106,10,2,2,8,77,8842.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-07-29,5,121,115,1,1,114,620,72567.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-07-29,6,116,53,2,2,51,306,36446.0,1.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-07-29,10,135,118,1,1,117,648,76555.0,1.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-07-29,18,106,53,2,2,51,289,34351.0,1.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-07-29,22,150,97,2,1,95,510,61086.0,1.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-07-29,23,109,11,1,0,10,65,9275.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-07-29,25,125,28,1,0,27,161,22504.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-07-30,3,106,11,2,1,9,79,9839.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-07-30,5,121,116,1,1,115,622,73506.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-07-30,6,116,53,2,2,51,307,36446.0,1.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-07-30,10,135,118,1,1,117,649,76555.0,1.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-07-30,18,106,53,2,2,51,290,34351.0,1.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-07-30,22,150,98,2,1,96,513,62568.0,1.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-07-30,23,109,11,1,0,10,66,9275.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-07-30,25,125,28,1,0,27,162,22504.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-07-31,3,106,12,2,0,10,81,10645.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-07-31,5,121,116,1,1,115,623,73506.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-07-31,6,116,54,2,2,52,310,37120.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-07-31,10,135,118,1,1,117,650,76555.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-07-31,18,106,53,2,2,51,292,34351.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-07-31,22,150,98,2,1,96,515,62568.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-07-31,23,109,11,1,1,10,67,9275.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-07-31,25,125,28,1,0,27,163,22504.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-01,3,106,12,2,1,10,83,10645.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-01,5,121,116,1,1,115,624,73506.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-01,6,116,54,2,2,52,312,37120.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-01,10,135,118,1,1,117,651,76555.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-01,18,106,53,2,2,51,293,34351.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-01,22,150,98,2,1,96,517,62568.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-01,23,109,11,1,1,10,68,9275.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-01,25,125,28,1,0,27,164,22504.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-02,3,106,12,2,1,10,85,10645.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-02,5,121,116,1,1,115,625,73506.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-02,6,116,55,2,2,53,315,37562.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-02,10,135,118,1,1,117,652,76555.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-02,18,106,54,2,2,52,295,34898.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-02,22,150,99,2,1,97,520,62856.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-02,23,109,11,1,1,10,69,9275.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-02,25,125,29,1,0,28,165,23306.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-03,3,106,13,2,1,11,87,11198.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-03,5,121,116,1,1,115,626,73506.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-03,6,116,56,2,2,54,318,38484.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-03,10,135,118,1,1,117,652,76555.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-03,18,106,54,2,2,52,295,34898.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-03,22,150,100,2,1,98,523,63377.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-03,23,109,12,1,0,11,70,9874.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-03,25,125,29,1,0,28,166,23306.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-04,3,106,13,2,1,11,88,11198.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-04,5,121,116,1,1,115,626,73506.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-04,6,116,56,2,2,54,318,38484.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-04,10,135,118,1,1,117,652,76555.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-04,18,106,54,2,2,52,295,34898.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-04,22,150,101,2,1,99,525,63789.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-04,23,109,12,1,1,11,71,9874.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-04,25,125,29,1,0,28,167,23306.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-05,3,106,13,2,1,11,90,11198.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-05,5,121,116,1,1,115,627,73506.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-05,6,116,57,2,2,55,321,39062.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-05,10,135,119,1,1,118,654,76841.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-05,18,106,54,2,2,52,297,34898.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-05,22,150,101,2,1,99,527,63789.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-05,23,109,12,1,1,11,71,9874.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-05,25,125,29,1,1,28,167,23306.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-06,3,106,13,2,2,11,91,11198.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-06,5,121,116,1,1,115,628,73506.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-06,6,116,57,2,2,55,323,39062.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-06,10,135,119,1,1,118,655,76841.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-06,18,106,54,2,2,52,298,34898.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-06,22,150,101,2,1,99,528,63789.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-06,23,109,12,1,1,11,72,9874.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-06,25,125,29,1,1,28,167,23306.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-07,3,106,13,2,2,11,92,11198.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-07,5,121,116,1,1,115,628,73506.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-07,6,116,57,2,2,55,324,39062.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-07,10,135,120,1,1,119,657,77075.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-07,18,106,56,2,2,54,302,36023.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-07,22,150,101,1,0,100,530,64321.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-07,23,109,12,1,1,11,72,9874.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-07,25,125,29,1,1,28,168,23306.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-08,3,106,14,2,2,12,95,11511.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-08,5,121,117,1,1,116,629,74389.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-08,6,116,58,2,2,56,327,39931.0,1.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-08,10,135,120,1,1,119,658,77075.0,1.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-08,18,106,56,2,2,54,304,36023.0,1.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-08,22,150,101,1,0,100,531,64321.0,1.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-08,23,109,13,1,0,12,74,10272.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-08,25,125,29,1,1,28,168,23306.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-09,3,106,15,2,2,13,98,12215.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-09,5,121,117,1,1,116,630,74389.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-09,6,116,58,2,2,56,327,39931.0,1.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-09,10,135,121,1,1,120,660,77671.0,1.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-09,18,106,57,2,2,55,307,36810.0,1.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-09,22,150,101,1,0,100,531,64321.0,1.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-09,23,109,13,1,0,12,75,10272.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-09,25,125,30,1,0,29,170,23831.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-10,3,106,17,2,1,15,102,13034.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-10,5,121,117,1,1,116,631,74389.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-10,6,116,58,2,2,56,328,39931.0,1.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-10,10,135,121,1,1,120,660,77671.0,1.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-10,18,106,57,2,2,55,307,36810.0,1.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-10,22,150,101,1,1,100,532,64321.0,1.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-10,23,109,13,1,1,12,76,10272.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-10,25,125,30,1,1,29,170,23831.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-11,3,106,18,2,0,16,104,13408.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-11,5,121,117,1,1,116,631,74389.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-11,6,116,58,2,2,56,328,39931.0,1.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-11,10,135,121,1,1,120,660,77671.0,1.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-11,18,106,57,2,2,55,307,36810.0,1.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-11,22,150,101,1,1,100,533,64321.0,1.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-11,23,109,13,1,1,12,77,10272.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-11,25,125,30,1,1,29,171,23831.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-12,3,106,19,2,0,17,107,13611.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-12,5,121,117,1,1,116,632,74389.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-12,6,116,58,2,2,56,330,39931.0,1.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-12,10,135,121,1,1,120,661,77671.0,1.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-12,18,106,58,2,2,56,309,37767.0,1.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-12,22,150,101,1,1,100,533,64321.0,1.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-12,23,109,13,1,1,12,78,10272.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-12,25,125,30,1,1,29,172,23831.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-12,27,126,1,1,0,0,1,0.0,1.0,2019-08-12,2020-05-18,2019-08-12,2020-06-16,42.857142857142854
2019-08-12,29,125,1,1,0,0,1,0.0,1.0,2019-08-12,2020-05-09,2019-08-12,2020-06-13,42.857142857142854
2019-08-13,3,106,19,2,0,17,109,13611.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-13,5,121,118,1,1,117,634,74811.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-13,6,116,58,2,2,56,332,39931.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-13,10,135,121,1,1,120,662,77671.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-13,18,106,58,2,2,56,311,37767.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-13,22,150,102,1,1,101,534,64882.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-13,23,109,13,1,1,12,79,10272.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-13,25,125,30,1,1,29,173,23831.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-13,27,126,1,1,0,0,2,0.0,0.0,2019-08-12,2020-05-18,2019-08-12,2020-06-16,42.857142857142854
2019-08-13,29,125,1,1,0,0,1,0.0,0.0,2019-08-12,2020-05-09,2019-08-12,2020-06-13,42.857142857142854
2019-08-14,3,106,19,2,1,17,111,13611.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-14,5,121,118,1,1,117,634,74811.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-14,6,116,59,2,2,57,335,40417.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-14,10,135,121,1,1,120,663,77671.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-14,18,106,58,2,2,56,313,37767.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-14,22,150,102,1,1,101,534,64882.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-14,23,109,14,1,1,13,81,11205.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-14,25,125,30,1,1,29,174,23831.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-14,27,126,1,1,0,0,3,0.0,0.0,2019-08-12,2020-05-18,2019-08-12,2020-06-16,42.857142857142854
2019-08-14,29,125,1,1,0,0,2,0.0,0.0,2019-08-12,2020-05-09,2019-08-12,2020-06-13,42.857142857142854
2019-08-15,3,106,19,2,1,17,112,13611.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-15,5,121,118,1,1,117,635,74811.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-15,6,116,60,2,2,58,338,40905.0,1.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-15,10,135,122,1,1,121,664,78325.0,1.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-15,18,106,59,2,1,57,315,38244.0,1.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-15,22,150,102,1,1,101,535,64882.0,1.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-15,23,109,14,1,1,13,81,11205.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-15,25,125,30,1,1,29,174,23831.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-15,27,126,1,1,0,0,4,0.0,1.0,2019-08-12,2020-05-18,2019-08-12,2020-06-16,42.857142857142854
2019-08-15,29,125,2,2,0,0,4,0.0,1.0,2019-08-12,2020-05-09,2019-08-12,2020-06-13,42.857142857142854
2019-08-16,3,106,19,2,1,17,114,13611.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-16,5,121,118,1,1,117,636,74811.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-16,6,116,60,2,2,58,340,40905.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-16,10,135,122,1,1,121,665,78325.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-16,18,106,60,2,1,58,318,38952.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-16,22,150,102,1,1,101,536,64882.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-16,23,109,15,1,0,14,82,11545.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-16,25,125,31,1,1,30,176,24528.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-16,27,126,2,2,0,0,5,0.0,0.0,2019-08-12,2020-05-18,2019-08-12,2020-06-16,42.857142857142854
2019-08-16,29,125,2,2,0,0,6,0.0,0.0,2019-08-12,2020-05-09,2019-08-12,2020-06-13,42.857142857142854
2019-08-17,3,106,19,2,1,17,116,13611.0,0.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-17,5,121,118,1,1,117,637,74811.0,0.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-17,6,116,60,2,2,58,342,40905.0,0.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-17,10,135,122,1,1,121,665,78325.0,0.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-17,18,106,60,2,1,58,318,38952.0,0.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-17,22,150,103,1,1,102,538,65667.0,0.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-17,23,109,15,1,1,14,82,11545.0,0.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-17,25,125,32,1,0,31,178,25101.0,0.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-17,27,126,2,2,0,0,7,0.0,0.0,2019-08-12,2020-05-18,2019-08-12,2020-06-16,42.857142857142854
2019-08-17,29,125,2,2,0,0,8,0.0,0.0,2019-08-12,2020-05-09,2019-08-12,2020-06-13,42.857142857142854
2019-08-18,3,106,20,2,0,18,118,14376.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-18,5,121,118,1,1,117,637,74811.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
2019-08-18,6,116,60,2,2,58,342,40905.0,1.0,2019-01-28,2020-02-17,2019-01-28,2020-03-17,42.857142857142854
2019-08-18,10,135,122,1,1,121,665,78325.0,1.0,2018-04-23,2019-10-28,2018-04-23,2019-11-08,16.666666666666664
2019-08-18,18,106,60,2,1,58,318,38952.0,1.0,2018-12-31,2020-01-24,2018-12-31,2020-02-17,0.0
2019-08-18,22,150,103,1,1,102,539,65667.0,1.0,2018-11-05,2020-04-02,2018-11-05,2020-04-09,37.5
2019-08-18,23,109,15,1,1,14,83,11545.0,1.0,2019-05-20,2020-12-25,2019-05-20,2020-12-28,37.5
2019-08-18,25,125,32,1,0,31,179,25101.0,1.0,2019-03-25,2020-11-27,2019-03-25,2020-11-28,50.0
2019-08-18,27,126,3,3,0,0,7,0.0,1.0,2019-08-12,2020-05-18,2019-08-12,2020-06-16,42.857142857142854
2019-08-18,29,125,3,3,0,0,8,0.0,1.0,2019-08-12,2020-05-09,2019-08-12,2020-06-13,42.857142857142854
2019-08-19,3,106,20,2,2,18,118,14376.0,1.0,2019-06-17,2020-04-07,2019-06-17,2020-04-13,37.5
2019-08-19,5,121,118,1,1,117,638,74811.0,1.0,2018-10-08,2019-07-25,2018-10-08,2019-09-04,57.14285714285714
