Date,ID,Name,StartDate,EndDate,Cost,Priority,Progress,ProjectID,Status,Duration,Trade,TaskLength,IsBadWeather,WeatherAssessment,WorkDay,ActualStartDate,ActualEndDate
2019-01-22,1105,create,2019-01-20,2019-01-24,209.0,Normal,0,10,On Progress,5,1,3,1.0,62.5,127,2019-01-20 00:00:00,2019-01-29
2019-01-22,1275,set,2019-01-12,2019-01-18,467.0,Critical,5,11,Delayed,7,3,35,1.0,37.5,127,2019-01-18 00:00:00,2019-01-25
2019-01-22,1403,perform,2018-12-15,2018-12-21,409.0,Critical,3,12,Delayed,6,3,52,1.0,42.857142857142854,63,2019-01-19 00:00:00,2019-01-28
2019-01-22,1454,car,2019-01-16,2019-01-22,702.0,Normal,5,13,On Progress,7,4,7,1.0,62.5,127,2019-01-18 00:00:00,2019-01-25
2019-01-22,1501,off,2019-01-15,2019-01-19,510.0,Critical,4,13,Delayed,5,1,7,1.0,50.0,127,2019-01-16 00:00:00,2019-01-24
2019-01-22,2277,report,2019-01-04,2019-01-09,535.0,Critical,3,20,Delayed,6,1,34,1.0,50.0,127,2019-01-18 00:00:00,2019-01-26
2019-01-22,2319,impact,2019-01-18,2019-01-23,881.0,Normal,5,20,On Progress,6,4,35,1.0,62.5,127,2019-01-18 00:00:00,2019-01-23
2019-01-22,2424,crime,2019-01-11,2019-01-15,965.0,Critical,3,22,Completed,3,1,14,1.0,50.0,31,2019-01-17 00:00:00,2019-01-22
2019-01-22,2425,two,2019-01-15,2019-01-22,293.0,Normal,1,22,On Progress,6,4,15,1.0,50.0,31,2019-01-22 00:00:00,2019-01-30
2019-01-22,2512,whole,2019-01-02,2019-01-11,948.0,Critical,6,22,Delayed,8,4,12,1.0,16.666666666666664,31,2019-01-11 00:00:00,2019-01-25
2019-01-22,2802,political,2019-01-13,2019-01-21,662.0,Critical,5,25,Delayed,7,4,1,1.0,40.0,31,2019-01-14 00:00:00,2019-01-24
2019-01-22,2883,become,2019-01-05,2019-01-30,1398.0,Critical,10,25,On Progress,19,4,0,1.0,40.0,31,2019-01-05 00:00:00,2019-02-04
2019-01-22,3047,degree,2018-12-14,2018-12-25,356.0,Critical,8,27,Completed,8,3,51,1.0,33.33333333333333,31,2019-01-10 00:00:00,2019-01-22
2019-01-22,3090,democratic,2018-11-26,2018-11-29,664.0,Critical,4,27,Completed,4,2,42,1.0,50.0,31,2019-01-11 00:00:00,2019-01-22
2019-01-22,3091,foot,2018-11-30,2018-12-03,947.0,Critical,0,27,Delayed,2,2,43,1.0,0.0,31,2019-01-22 00:00:00,2019-01-24
2019-01-22,3126,will,2019-01-08,2019-01-14,323.0,Critical,4,28,Delayed,6,4,27,1.0,28.57142857142857,63,2019-01-17 00:00:00,2019-01-24
2019-01-22,3164,laugh,2019-01-03,2019-01-09,548.0,Critical,5,28,Delayed,6,1,19,1.0,28.57142857142857,63,2019-01-16 00:00:00,2019-01-24
2019-01-22,3196,feel,2019-01-15,2019-01-22,957.0,Normal,5,29,On Progress,8,1,13,1.0,50.0,127,2019-01-15 00:00:00,2019-01-25
2019-01-23,130,professor,2019-01-13,2019-01-18,343.0,Critical,4,2,Delayed,6,4,44,1.0,37.5,127,2019-01-16 00:00:00,2019-01-25
2019-01-23,495,use,2019-01-08,2019-01-16,843.0,Critical,4,5,Delayed,7,3,30,1.0,33.33333333333333,31,2019-01-18 00:00:00,2019-01-28
2019-01-23,543,stock,2018-12-13,2018-12-24,668.0,Critical,1,5,Delayed,8,1,25,1.0,33.33333333333333,31,2019-01-18 00:00:00,2019-02-05
2019-01-23,923,out,2018-12-27,2019-01-01,296.0,Critical,3,9,Delayed,4,2,23,1.0,0.0,31,2019-01-21 00:00:00,2019-01-24
2019-01-23,987,new,2018-12-29,2019-01-04,655.0,Critical,4,9,Delayed,6,4,22,1.0,0.0,31,2019-01-18 00:00:00,2019-01-25
2019-01-23,1058,reach,2019-01-09,2019-01-14,339.0,Critical,3,10,Delayed,6,2,39,1.0,12.5,127,2019-01-19 00:00:00,2019-01-26
2019-01-23,1105,create,2019-01-20,2019-01-24,209.0,Normal,1,10,On Progress,5,1,3,1.0,62.5,127,2019-01-20 00:00:00,2019-01-29
2019-01-23,1275,set,2019-01-12,2019-01-18,467.0,Critical,6,11,Delayed,7,3,35,1.0,37.5,127,2019-01-18 00:00:00,2019-01-25
2019-01-23,1403,perform,2018-12-15,2018-12-21,409.0,Critical,4,12,Delayed,6,3,52,1.0,42.857142857142854,63,2019-01-19 00:00:00,2019-01-28
2019-01-23,1454,car,2019-01-16,2019-01-22,702.0,Critical,5,13,Delayed,7,4,7,1.0,62.5,127,2019-01-18 00:00:00,2019-01-25
2019-01-23,1501,off,2019-01-15,2019-01-19,510.0,Critical,4,13,Delayed,5,1,7,1.0,50.0,127,2019-01-16 00:00:00,2019-01-24
2019-01-23,2277,report,2019-01-04,2019-01-09,535.0,Critical,4,20,Delayed,6,1,34,1.0,50.0,127,2019-01-18 00:00:00,2019-01-26
2019-01-23,2319,impact,2019-01-18,2019-01-23,881.0,Normal,6,20,Completed,6,4,35,1.0,62.5,127,2019-01-18 00:00:00,2019-01-23
2019-01-23,2320,onto,2019-01-23,2019-01-25,231.0,Normal,0,20,On Progress,3,3,36,1.0,75.0,127,2019-01-23 00:00:00,2019-01-26
2019-01-23,2425,two,2019-01-15,2019-01-22,293.0,Critical,1,22,Delayed,6,4,15,1.0,50.0,31,2019-01-22 00:00:00,2019-01-30
2019-01-23,2512,whole,2019-01-02,2019-01-11,948.0,Critical,6,22,Delayed,8,4,12,1.0,16.666666666666664,31,2019-01-11 00:00:00,2019-01-25
2019-01-23,2802,political,2019-01-13,2019-01-21,662.0,Critical,6,25,Delayed,7,4,1,1.0,40.0,31,2019-01-14 00:00:00,2019-01-24
2019-01-23,2883,become,2019-01-05,2019-01-30,1398.0,Critical,11,25,On Progress,19,4,0,1.0,40.0,31,2019-01-05 00:00:00,2019-02-04
2019-01-23,3091,foot,2018-11-30,2018-12-03,947.0,Critical,1,27,Delayed,2,2,43,1.0,0.0,31,2019-01-22 00:00:00,2019-01-24
2019-01-23,3126,will,2019-01-08,2019-01-14,323.0,Critical,5,28,Delayed,6,4,27,1.0,28.57142857142857,63,2019-01-17 00:00:00,2019-01-24
2019-01-23,3164,laugh,2019-01-03,2019-01-09,548.0,Critical,5,28,Delayed,6,1,19,1.0,28.57142857142857,63,2019-01-16 00:00:00,2019-01-24
2019-01-23,3196,feel,2019-01-15,2019-01-22,957.0,Critical,6,29,Delayed,8,1,13,1.0,50.0,127,2019-01-15 00:00:00,2019-01-25
2019-01-24,130,professor,2019-01-13,2019-01-18,343.0,Critical,5,2,Delayed,6,4,44,1.0,37.5,127,2019-01-16 00:00:00,2019-01-25
2019-01-24,495,use,2019-01-08,2019-01-16,843.0,Critical,5,5,Delayed,7,3,30,1.0,33.33333333333333,31,2019-01-18 00:00:00,2019-01-28
2019-01-24,543,stock,2018-12-13,2018-12-24,668.0,Critical,2,5,Delayed,8,1,25,1.0,33.33333333333333,31,2019-01-18 00:00:00,2019-02-05
2019-01-24,923,out,2018-12-27,2019-01-01,296.0,Critical,4,9,Completed,4,2,23,1.0,0.0,31,2019-01-21 00:00:00,2019-01-24
2019-01-24,924,manage,2019-01-03,2019-01-08,702.0,Critical,1,9,Delayed,4,2,24,1.0,16.666666666666664,31,2019-01-24 00:00:00,2019-01-29
2019-01-24,987,new,2018-12-29,2019-01-04,655.0,Critical,5,9,Delayed,6,4,22,1.0,0.0,31,2019-01-18 00:00:00,2019-01-25
2019-01-24,1058,reach,2019-01-09,2019-01-14,339.0,Critical,4,10,Delayed,6,2,39,1.0,12.5,127,2019-01-19 00:00:00,2019-01-26
2019-01-24,1105,create,2019-01-20,2019-01-24,209.0,Normal,2,10,On Progress,5,1,3,1.0,62.5,127,2019-01-20 00:00:00,2019-01-29
2019-01-24,1275,set,2019-01-12,2019-01-18,467.0,Critical,6,11,Delayed,7,3,35,1.0,37.5,127,2019-01-18 00:00:00,2019-01-25
2019-01-24,1403,perform,2018-12-15,2018-12-21,409.0,Critical,4,12,Delayed,6,3,52,1.0,42.857142857142854,63,2019-01-19 00:00:00,2019-01-28
2019-01-24,1454,car,2019-01-16,2019-01-22,702.0,Critical,6,13,Delayed,7,4,7,1.0,62.5,127,2019-01-18 00:00:00,2019-01-25
2019-01-24,1501,off,2019-01-15,2019-01-19,510.0,Critical,5,13,Completed,5,1,7,1.0,50.0,127,2019-01-16 00:00:00,2019-01-24
2019-01-24,1502,especially,2019-01-21,2019-01-23,743.0,Critical,0,13,Delayed,3,2,8,1.0,75.0,127,2019-01-24 00:00:00,2019-01-29
2019-01-24,2277,report,2019-01-04,2019-01-09,535.0,Critical,5,20,Delayed,6,1,34,1.0,50.0,127,2019-01-18 00:00:00,2019-01-26
2019-01-24,2320,onto,2019-01-23,2019-01-25,231.0,Normal,1,20,On Progress,3,3,36,1.0,75.0,127,2019-01-23 00:00:00,2019-01-26
2019-01-24,2425,two,2019-01-15,2019-01-22,293.0,Critical,2,22,Delayed,6,4,15,1.0,50.0,31,2019-01-22 00:00:00,2019-01-30
2019-01-24,2512,whole,2019-01-02,2019-01-11,948.0,Critical,7,22,Delayed,8,4,12,1.0,16.666666666666664,31,2019-01-11 00:00:00,2019-01-25
2019-01-24,2802,political,2019-01-13,2019-01-21,662.0,Critical,7,25,Completed,7,4,1,1.0,40.0,31,2019-01-14 00:00:00,2019-01-24
2019-01-24,2803,indeed,2019-01-23,2019-01-30,251.0,Normal,1,25,On Progress,6,3,2,1.0,66.66666666666666,31,2019-01-24 00:00:00,2019-02-05
2019-01-24,2883,become,2019-01-05,2019-01-30,1398.0,Critical,12,25,On Progress,19,4,0,1.0,40.0,31,2019-01-05 00:00:00,2019-02-04
2019-01-24,3091,foot,2018-11-30,2018-12-03,947.0,Critical,2,27,Completed,2,2,43,1.0,0.0,31,2019-01-22 00:00:00,2019-01-24
2019-01-24,3092,describe,2018-12-05,2018-12-14,785.0,Critical,1,27,Delayed,8,2,44,1.0,33.33333333333333,31,2019-01-24 00:00:00,2019-02-05
2019-01-24,3126,will,2019-01-08,2019-01-14,323.0,Critical,6,28,Completed,6,4,27,1.0,28.57142857142857,63,2019-01-17 00:00:00,2019-01-24
2019-01-24,3127,whether,2019-01-16,2019-01-22,909.0,Critical,1,28,Delayed,6,3,28,1.0,71.42857142857143,63,2019-01-24 00:00:00,2019-01-30
2019-01-24,3164,laugh,2019-01-03,2019-01-09,548.0,Critical,6,28,Completed,6,1,19,1.0,28.57142857142857,63,2019-01-16 00:00:00,2019-01-24
2019-01-24,3165,weight,2019-01-10,2019-01-14,433.0,Critical,0,28,Delayed,4,3,20,1.0,28.57142857142857,63,2019-01-24 00:00:00,2019-01-30
2019-01-24,3196,feel,2019-01-15,2019-01-22,957.0,Critical,7,29,Delayed,8,1,13,1.0,50.0,127,2019-01-15 00:00:00,2019-01-25
2019-01-25,130,professor,2019-01-13,2019-01-18,343.0,Critical,6,2,Completed,6,4,44,0.0,37.5,127,2019-01-16 00:00:00,2019-01-25
2019-01-25,131,one,2019-01-19,2019-01-23,877.0,Critical,1,2,Delayed,5,4,45,0.0,62.5,127,2019-01-25 00:00:00,2019-01-29
2019-01-25,495,use,2019-01-08,2019-01-16,843.0,Critical,6,5,Delayed,7,3,30,0.0,33.33333333333333,31,2019-01-18 00:00:00,2019-01-28
2019-01-25,543,stock,2018-12-13,2018-12-24,668.0,Critical,2,5,Delayed,8,1,25,0.0,33.33333333333333,31,2019-01-18 00:00:00,2019-02-05
2019-01-25,924,manage,2019-01-03,2019-01-08,702.0,Critical,2,9,Delayed,4,2,24,0.0,16.666666666666664,31,2019-01-24 00:00:00,2019-01-29
2019-01-25,987,new,2018-12-29,2019-01-04,655.0,Critical,6,9,Completed,6,4,22,0.0,0.0,31,2019-01-18 00:00:00,2019-01-25
2019-01-25,988,especially,2019-01-05,2019-01-15,302.0,Critical,1,9,Delayed,8,3,23,0.0,40.0,31,2019-01-25 00:00:00,2019-02-05
2019-01-25,1058,reach,2019-01-09,2019-01-14,339.0,Critical,5,10,Delayed,6,2,39,0.0,12.5,127,2019-01-19 00:00:00,2019-01-26
2019-01-25,1105,create,2019-01-20,2019-01-24,209.0,Critical,3,10,Delayed,5,1,3,0.0,62.5,127,2019-01-20 00:00:00,2019-01-29
2019-01-25,1275,set,2019-01-12,2019-01-18,467.0,Critical,7,11,Completed,7,3,35,0.0,37.5,127,2019-01-18 00:00:00,2019-01-25
2019-01-25,1276,but,2019-01-20,2019-01-24,803.0,Critical,1,11,Delayed,5,2,36,0.0,62.5,127,2019-01-25 00:00:00,2019-01-29
2019-01-25,1403,perform,2018-12-15,2018-12-21,409.0,Critical,5,12,Delayed,6,3,52,0.0,42.857142857142854,63,2019-01-19 00:00:00,2019-01-28
2019-01-25,1454,car,2019-01-16,2019-01-22,702.0,Critical,7,13,Completed,7,4,7,0.0,62.5,127,2019-01-18 00:00:00,2019-01-25
2019-01-25,1455,contain,2019-01-24,2019-01-28,741.0,Normal,1,13,On Progress,5,4,8,0.0,62.5,127,2019-01-25 00:00:00,2019-01-30
2019-01-25,1502,especially,2019-01-21,2019-01-23,743.0,Critical,1,13,Delayed,3,2,8,0.0,75.0,127,2019-01-24 00:00:00,2019-01-29
2019-01-25,2277,report,2019-01-04,2019-01-09,535.0,Critical,5,20,Delayed,6,1,34,0.0,50.0,127,2019-01-18 00:00:00,2019-01-26
2019-01-25,2320,onto,2019-01-23,2019-01-25,231.0,Normal,2,20,On Progress,3,3,36,0.0,75.0,127,2019-01-23 00:00:00,2019-01-26
2019-01-25,2425,two,2019-01-15,2019-01-22,293.0,Critical,3,22,Delayed,6,4,15,0.0,50.0,31,2019-01-22 00:00:00,2019-01-30
2019-01-25,2512,whole,2019-01-02,2019-01-11,948.0,Critical,8,22,Completed,8,4,12,0.0,16.666666666666664,31,2019-01-11 00:00:00,2019-01-25
2019-01-25,2513,wide,2019-01-13,2019-01-16,519.0,Critical,1,22,Delayed,4,2,13,0.0,40.0,31,2019-01-25 00:00:00,2019-01-31
2019-01-25,2803,indeed,2019-01-23,2019-01-30,251.0,Normal,2,25,On Progress,6,3,2,0.0,66.66666666666666,31,2019-01-24 00:00:00,2019-02-05
2019-01-25,2883,become,2019-01-05,2019-01-30,1398.0,Critical,13,25,On Progress,19,4,0,0.0,40.0,31,2019-01-05 00:00:00,2019-02-04
2019-01-25,3092,describe,2018-12-05,2018-12-14,785.0,Critical,2,27,Delayed,8,2,44,0.0,33.33333333333333,31,2019-01-24 00:00:00,2019-02-05
2019-01-25,3127,whether,2019-01-16,2019-01-22,909.0,Critical,2,28,Delayed,6,3,28,0.0,71.42857142857143,63,2019-01-24 00:00:00,2019-01-30
2019-01-25,3165,weight,2019-01-10,2019-01-14,433.0,Critical,1,28,Delayed,4,3,20,0.0,28.57142857142857,63,2019-01-24 00:00:00,2019-01-30
2019-01-25,3196,feel,2019-01-15,2019-01-22,957.0,Critical,8,29,Completed,8,1,13,0.0,50.0,127,2019-01-15 00:00:00,2019-01-25
2019-01-25,3197,nature,2019-01-23,2019-01-29,537.0,Normal,0,29,On Progress,7,1,14,0.0,75.0,127,2019-01-25 00:00:00,2019-02-06
2019-01-26,131,one,2019-01-19,2019-01-23,877.0,Critical,2,2,Delayed,5,4,45,1.0,62.5,127,2019-01-25 00:00:00,2019-01-29
2019-01-26,495,use,2019-01-08,2019-01-16,843.0,Critical,6,5,Delayed,7,3,30,1.0,33.33333333333333,31,2019-01-18 00:00:00,2019-01-28
2019-01-26,543,stock,2018-12-13,2018-12-24,668.0,Critical,2,5,Delayed,8,1,25,1.0,33.33333333333333,31,2019-01-18 00:00:00,2019-02-05
2019-01-26,924,manage,2019-01-03,2019-01-08,702.0,Critical,2,9,Delayed,4,2,24,1.0,16.666666666666664,31,2019-01-24 00:00:00,2019-01-29
2019-01-26,988,especially,2019-01-05,2019-01-15,302.0,Critical,1,9,Delayed,8,3,23,1.0,40.0,31,2019-01-25 00:00:00,2019-02-05
2019-01-26,1058,reach,2019-01-09,2019-01-14,339.0,Critical,6,10,Completed,6,2,39,1.0,12.5,127,2019-01-19 00:00:00,2019-01-26
2019-01-26,1059,around,2019-01-15,2019-01-20,241.0,Critical,1,10,Delayed,6,1,40,1.0,50.0,127,2019-01-26 00:00:00,2019-02-02
2019-01-26,1105,create,2019-01-20,2019-01-24,209.0,Critical,3,10,Delayed,5,1,3,1.0,62.5,127,2019-01-20 00:00:00,2019-01-29
2019-01-26,1276,but,2019-01-20,2019-01-24,803.0,Critical,2,11,Delayed,5,2,36,1.0,62.5,127,2019-01-25 00:00:00,2019-01-29
2019-01-26,1403,perform,2018-12-15,2018-12-21,409.0,Critical,5,12,Delayed,6,3,52,1.0,42.857142857142854,63,2019-01-19 00:00:00,2019-01-28
2019-01-26,1455,contain,2019-01-24,2019-01-28,741.0,Normal,1,13,On Progress,5,4,8,1.0,62.5,127,2019-01-25 00:00:00,2019-01-30
2019-01-26,1502,especially,2019-01-21,2019-01-23,743.0,Critical,2,13,Delayed,3,2,8,1.0,75.0,127,2019-01-24 00:00:00,2019-01-29
2019-01-26,2277,report,2019-01-04,2019-01-09,535.0,Critical,6,20,Completed,6,1,34,1.0,50.0,127,2019-01-18 00:00:00,2019-01-26
2019-01-26,2278,boy,2019-01-11,2019-01-12,812.0,Critical,1,20,Delayed,2,1,35,1.0,37.5,127,2019-01-26 00:00:00,2019-01-27
2019-01-26,2320,onto,2019-01-23,2019-01-25,231.0,Normal,3,20,Completed,3,3,36,1.0,75.0,127,2019-01-23 00:00:00,2019-01-26
2019-01-26,2425,two,2019-01-15,2019-01-22,293.0,Critical,3,22,Delayed,6,4,15,1.0,50.0,31,2019-01-22 00:00:00,2019-01-30
2019-01-26,2513,wide,2019-01-13,2019-01-16,519.0,Critical,1,22,Delayed,4,2,13,1.0,40.0,31,2019-01-25 00:00:00,2019-01-31
2019-01-26,2803,indeed,2019-01-23,2019-01-30,251.0,Normal,2,25,On Progress,6,3,2,1.0,66.66666666666666,31,2019-01-24 00:00:00,2019-02-05
2019-01-26,2883,become,2019-01-05,2019-01-30,1398.0,Critical,13,25,On Progress,19,4,0,1.0,40.0,31,2019-01-05 00:00:00,2019-02-04
2019-01-26,3092,describe,2018-12-05,2018-12-14,785.0,Critical,2,27,Delayed,8,2,44,1.0,33.33333333333333,31,2019-01-24 00:00:00,2019-02-05
2019-01-26,3127,whether,2019-01-16,2019-01-22,909.0,Critical,3,28,Delayed,6,3,28,1.0,71.42857142857143,63,2019-01-24 00:00:00,2019-01-30
2019-01-26,3165,weight,2019-01-10,2019-01-14,433.0,Critical,1,28,Delayed,4,3,20,1.0,28.57142857142857,63,2019-01-24 00:00:00,2019-01-30
2019-01-26,3197,nature,2019-01-23,2019-01-29,537.0,Normal,1,29,On Progress,7,1,14,1.0,75.0,127,2019-01-25 00:00:00,2019-02-06
2019-01-27,131,one,2019-01-19,2019-01-23,877.0,Critical,3,2,Delayed,5,4,45,1.0,62.5,127,2019-01-25 00:00:00,2019-01-29
2019-01-27,495,use,2019-01-08,2019-01-16,843.0,Critical,6,5,Delayed,7,3,30,1.0,33.33333333333333,31,2019-01-18 00:00:00,2019-01-28
2019-01-27,543,stock,2018-12-13,2018-12-24,668.0,Critical,2,5,Delayed,8,1,25,1.0,33.33333333333333,31,2019-01-18 00:00:00,2019-02-05
2019-01-27,924,manage,2019-01-03,2019-01-08,702.0,Critical,2,9,Delayed,4,2,24,1.0,16.666666666666664,31,2019-01-24 00:00:00,2019-01-29
2019-01-27,988,especially,2019-01-05,2019-01-15,302.0,Critical,1,9,Delayed,8,3,23,1.0,40.0,31,2019-01-25 00:00:00,2019-02-05
2019-01-27,1059,around,2019-01-15,2019-01-20,241.0,Critical,2,10,Delayed,6,1,40,1.0,50.0,127,2019-01-26 00:00:00,2019-02-02
2019-01-27,1105,create,2019-01-20,2019-01-24,209.0,Critical,4,10,Delayed,5,1,3,1.0,62.5,127,2019-01-20 00:00:00,2019-01-29
2019-01-27,1276,but,2019-01-20,2019-01-24,803.0,Critical,3,11,Delayed,5,2,36,1.0,62.5,127,2019-01-25 00:00:00,2019-01-29
2019-01-27,1403,perform,2018-12-15,2018-12-21,409.0,Critical,5,12,Delayed,6,3,52,1.0,42.857142857142854,63,2019-01-19 00:00:00,2019-01-28
2019-01-27,1455,contain,2019-01-24,2019-01-28,741.0,Normal,2,13,On Progress,5,4,8,1.0,62.5,127,2019-01-25 00:00:00,2019-01-30
2019-01-27,1502,especially,2019-01-21,2019-01-23,743.0,Critical,2,13,Delayed,3,2,8,1.0,75.0,127,2019-01-24 00:00:00,2019-01-29
2019-01-27,2278,boy,2019-01-11,2019-01-12,812.0,Critical,2,20,Completed,2,1,35,1.0,37.5,127,2019-01-26 00:00:00,2019-01-27
2019-01-27,2279,man,2019-01-13,2019-01-20,450.0,Critical,1,20,Delayed,8,3,36,1.0,37.5,127,2019-01-27 00:00:00,2019-02-05
2019-01-27,2321,would,2019-01-27,2019-01-28,302.0,Normal,1,20,On Progress,2,3,37,1.0,50.0,127,2019-01-27 00:00:00,2019-01-29
2019-01-27,2425,two,2019-01-15,2019-01-22,293.0,Critical,3,22,Delayed,6,4,15,1.0,50.0,31,2019-01-22 00:00:00,2019-01-30
2019-01-27,2513,wide,2019-01-13,2019-01-16,519.0,Critical,1,22,Delayed,4,2,13,1.0,40.0,31,2019-01-25 00:00:00,2019-01-31
2019-01-27,2803,indeed,2019-01-23,2019-01-30,251.0,Normal,2,25,On Progress,6,3,2,1.0,66.66666666666666,31,2019-01-24 00:00:00,2019-02-05
2019-01-27,2883,become,2019-01-05,2019-01-30,1398.0,Critical,13,25,On Progress,19,4,0,1.0,40.0,31,2019-01-05 00:00:00,2019-02-04
2019-01-27,3092,describe,2018-12-05,2018-12-14,785.0,Critical,2,27,Delayed,8,2,44,1.0,33.33333333333333,31,2019-01-24 00:00:00,2019-02-05
2019-01-27,3127,whether,2019-01-16,2019-01-22,909.0,Critical,3,28,Delayed,6,3,28,1.0,71.42857142857143,63,2019-01-24 00:00:00,2019-01-30
2019-01-27,3165,weight,2019-01-10,2019-01-14,433.0,Critical,1,28,Delayed,4,3,20,1.0,28.57142857142857,63,2019-01-24 00:00:00,2019-01-30
2019-01-27,3197,nature,2019-01-23,2019-01-29,537.0,Normal,1,29,On Progress,7,1,14,1.0,75.0,127,2019-01-25 00:00:00,2019-02-06
2019-01-28,131,one,2019-01-19,2019-01-23,877.0,Critical,4,2,Delayed,5,4,45,1.0,62.5,127,2019-01-25 00:00:00,2019-01-29
2019-01-28,495,use,2019-01-08,2019-01-16,843.0,Critical,7,5,Completed,7,3,30,1.0,33.33333333333333,31,2019-01-18 00:00:00,2019-01-28
2019-01-28,496,report,2019-01-18,2019-01-21,232.0,Critical,1,5,Delayed,2,1,31,1.0,66.66666666666666,31,2019-01-28 00:00:00,2019-01-29
2019-01-28,543,stock,2018-12-13,2018-12-24,668.0,Critical,3,5,Delayed,8,1,25,1.0,33.33333333333333,31,2019-01-18 00:00:00,2019-02-05
2019-01-28,924,manage,2019-01-03,2019-01-08,702.0,Critical,3,9,Delayed,4,2,24,1.0,16.666666666666664,31,2019-01-24 00:00:00,2019-01-29
2019-01-28,988,especially,2019-01-05,2019-01-15,302.0,Critical,2,9,Delayed,8,3,23,1.0,40.0,31,2019-01-25 00:00:00,2019-02-05
2019-01-28,1059,around,2019-01-15,2019-01-20,241.0,Critical,3,10,Delayed,6,1,40,1.0,50.0,127,2019-01-26 00:00:00,2019-02-02
2019-01-28,1105,create,2019-01-20,2019-01-24,209.0,Critical,4,10,Delayed,5,1,3,1.0,62.5,127,2019-01-20 00:00:00,2019-01-29
2019-01-28,1276,but,2019-01-20,2019-01-24,803.0,Critical,4,11,Delayed,5,2,36,1.0,62.5,127,2019-01-25 00:00:00,2019-01-29
2019-01-28,1403,perform,2018-12-15,2018-12-21,409.0,Critical,6,12,Completed,6,3,52,1.0,42.857142857142854,63,2019-01-19 00:00:00,2019-01-28
2019-01-28,1455,contain,2019-01-24,2019-01-28,741.0,Normal,3,13,On Progress,5,4,8,1.0,62.5,127,2019-01-25 00:00:00,2019-01-30
2019-01-28,1502,especially,2019-01-21,2019-01-23,743.0,Critical,2,13,Delayed,3,2,8,1.0,75.0,127,2019-01-24 00:00:00,2019-01-29
2019-01-28,2279,man,2019-01-13,2019-01-20,450.0,Critical,2,20,Delayed,8,3,36,1.0,37.5,127,2019-01-27 00:00:00,2019-02-05
2019-01-28,2321,would,2019-01-27,2019-01-28,302.0,Normal,1,20,On Progress,2,3,37,1.0,50.0,127,2019-01-27 00:00:00,2019-01-29
2019-01-28,2425,two,2019-01-15,2019-01-22,293.0,Critical,4,22,Delayed,6,4,15,1.0,50.0,31,2019-01-22 00:00:00,2019-01-30
2019-01-28,2513,wide,2019-01-13,2019-01-16,519.0,Critical,2,22,Delayed,4,2,13,1.0,40.0,31,2019-01-25 00:00:00,2019-01-31
2019-01-28,2803,indeed,2019-01-23,2019-01-30,251.0,Normal,3,25,On Progress,6,3,2,1.0,66.66666666666666,31,2019-01-24 00:00:00,2019-02-05
2019-01-28,2883,become,2019-01-05,2019-01-30,1398.0,Critical,14,25,On Progress,19,4,0,1.0,40.0,31,2019-01-05 00:00:00,2019-02-04
2019-01-28,3092,describe,2018-12-05,2018-12-14,785.0,Critical,3,27,Delayed,8,2,44,1.0,33.33333333333333,31,2019-01-24 00:00:00,2019-02-05
2019-01-28,3127,whether,2019-01-16,2019-01-22,909.0,Critical,4,28,Delayed,6,3,28,1.0,71.42857142857143,63,2019-01-24 00:00:00,2019-01-30
2019-01-28,3165,weight,2019-01-10,2019-01-14,433.0,Critical,2,28,Delayed,4,3,20,1.0,28.57142857142857,63,2019-01-24 00:00:00,2019-01-30
2019-01-28,3197,nature,2019-01-23,2019-01-29,537.0,Normal,1,29,On Progress,7,1,14,1.0,75.0,127,2019-01-25 00:00:00,2019-02-06
2019-01-28,3273,level,2019-01-28,2019-02-06,1035.0,Critical,1,30,On Progress,9,4,0,1.0,42.857142857142854,63,2019-01-28 00:00:00,2019-02-09
2019-01-29,131,one,2019-01-19,2019-01-23,877.0,Critical,5,2,Completed,5,4,45,0.0,62.5,127,2019-01-25 00:00:00,2019-01-29
2019-01-29,132,resource,2019-01-25,2019-02-01,434.0,Normal,1,2,On Progress,8,1,46,0.0,50.0,127,2019-01-29 00:00:00,2019-02-05
2019-01-29,496,report,2019-01-18,2019-01-21,232.0,Critical,2,5,Completed,2,1,31,0.0,66.66666666666666,31,2019-01-28 00:00:00,2019-01-29
2019-01-29,497,available,2019-01-22,2019-01-23,346.0,Critical,1,5,Delayed,2,1,32,0.0,66.66666666666666,31,2019-01-29 00:00:00,2019-01-30
2019-01-29,543,stock,2018-12-13,2018-12-24,668.0,Critical,4,5,Delayed,8,1,25,0.0,33.33333333333333,31,2019-01-18 00:00:00,2019-02-05
2019-01-29,924,manage,2019-01-03,2019-01-08,702.0,Critical,4,9,Completed,4,2,24,0.0,16.666666666666664,31,2019-01-24 00:00:00,2019-01-29
2019-01-29,925,stay,2019-01-08,2019-01-09,241.0,Critical,1,9,Delayed,2,2,25,0.0,33.33333333333333,31,2019-01-29 00:00:00,2019-01-30
2019-01-29,988,especially,2019-01-05,2019-01-15,302.0,Critical,3,9,Delayed,8,3,23,0.0,40.0,31,2019-01-25 00:00:00,2019-02-05
2019-01-29,1059,around,2019-01-15,2019-01-20,241.0,Critical,3,10,Delayed,6,1,40,0.0,50.0,127,2019-01-26 00:00:00,2019-02-02
2019-01-29,1105,create,2019-01-20,2019-01-24,209.0,Critical,5,10,Completed,5,1,3,0.0,62.5,127,2019-01-20 00:00:00,2019-01-29
