Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,Completedtask,WorkDay,TotalSpent,StartDate,EndDate,ActualStartDate,ActualEndDate
2024-04-10,16,25,2,2,0,0,14,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-10,17,30,6,2,0,4,24,5622.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-10,18,26,2,1,0,1,17,2504.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-10,19,13,11,1,0,10,40,8333.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-10,22,44,15,3,0,12,60,11958.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-10,27,42,3,3,0,0,7,0.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-10,29,33,15,1,0,14,63,14740.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-11,2,29,16,2,0,14,53,10825.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-11,3,28,2,2,0,0,7,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-11,5,14,9,1,1,8,36,7122.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-11,6,37,10,2,0,8,50,9579.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-11,7,16,12,1,0,11,42,7479.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-11,8,16,8,2,1,6,36,4560.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-11,13,11,2,2,0,0,14,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-11,14,31,3,3,0,0,5,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-11,15,50,3,3,0,0,7,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-11,16,25,2,2,0,0,16,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-11,17,30,7,2,0,5,27,6559.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-11,18,26,3,2,0,1,18,2504.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-11,19,13,12,1,0,11,42,8841.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-11,22,44,16,3,0,13,62,12334.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-11,27,42,3,3,0,0,10,0.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-11,29,33,16,1,0,15,65,15272.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-12,2,29,16,2,0,14,54,10825.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-12,3,28,2,2,0,0,9,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-12,5,14,10,1,0,9,37,7713.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-12,6,37,11,2,0,9,53,10350.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-12,7,16,12,1,0,11,42,7479.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-12,8,16,8,2,1,6,36,4560.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-12,13,11,2,2,0,0,16,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-12,14,31,3,3,0,0,8,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-12,15,50,3,3,0,0,9,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-12,16,25,3,2,0,1,18,2941.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-12,17,30,8,2,0,6,29,7035.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-12,18,26,4,2,0,2,21,4058.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-12,19,13,12,1,0,11,43,8841.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-12,22,44,17,3,0,14,64,13220.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-12,27,42,3,3,0,0,13,0.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-12,29,33,16,1,0,15,66,15272.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-13,2,29,16,2,1,14,56,10825.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-13,3,28,2,2,0,0,11,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-13,5,14,10,1,0,9,38,7713.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-13,6,37,11,1,0,10,54,10585.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-13,7,16,12,1,1,11,43,7479.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-13,8,16,8,2,1,6,36,4560.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-13,13,11,2,2,0,0,18,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-13,14,31,3,3,0,0,11,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-13,15,50,3,3,0,0,9,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-13,16,25,3,2,0,1,18,2941.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-13,17,30,8,2,0,6,29,7035.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-13,18,26,4,2,0,2,23,4058.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-13,19,13,12,1,0,11,43,8841.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-13,22,44,18,3,2,15,67,14171.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-13,27,42,4,3,0,1,17,2575.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-13,29,33,17,2,0,15,68,15272.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-14,2,29,16,2,1,14,56,10825.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-14,3,28,2,2,0,0,11,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-14,5,14,10,1,0,9,38,7713.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-14,6,37,12,2,1,10,54,10585.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-14,7,16,12,1,1,11,43,7479.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-14,8,16,8,2,1,6,36,4560.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-14,13,11,2,2,0,0,18,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-14,14,31,3,3,0,0,14,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-14,15,50,3,3,0,0,9,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-14,16,25,3,2,0,1,18,2941.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-14,17,30,8,2,0,6,29,7035.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-14,18,26,4,1,0,3,25,4626.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-14,19,13,12,1,0,11,43,8841.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-14,22,44,19,2,0,17,71,15678.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-14,27,42,4,2,0,2,19,4076.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-14,29,33,17,2,0,15,69,15272.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-15,2,29,18,2,1,16,59,11306.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-15,3,28,2,2,0,0,13,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-15,5,14,10,1,0,9,39,7713.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-15,6,37,14,3,0,11,58,11282.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-15,7,16,13,1,0,12,44,8454.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-15,8,16,9,2,1,7,38,5193.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-15,13,11,2,2,1,0,19,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-15,14,31,3,2,0,1,17,2280.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-15,15,50,3,3,0,0,12,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-15,16,25,3,2,0,1,20,2941.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-15,17,30,8,1,1,7,31,7405.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-15,18,26,5,1,0,4,27,5240.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-15,19,13,12,1,0,11,44,8841.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-15,22,44,20,2,0,18,72,16552.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-15,26,48,1,1,0,0,1,0.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-15,27,42,4,1,0,3,21,4522.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-15,29,33,17,1,0,16,71,15657.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-16,2,29,19,2,1,17,62,12038.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-16,3,28,2,1,0,1,15,1486.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-16,5,14,11,1,0,10,41,8005.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-16,6,37,14,3,0,11,61,11282.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-16,7,16,13,1,1,12,44,8454.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-16,8,16,9,1,1,8,40,5742.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-16,13,11,2,2,1,0,21,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-16,14,31,3,2,0,1,18,2280.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-16,15,50,3,3,0,0,14,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-16,16,25,4,2,0,2,23,3838.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-16,17,30,10,2,0,8,34,7784.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-16,18,26,7,2,0,5,30,5468.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-16,19,13,12,1,1,11,44,8841.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-16,22,44,20,2,1,18,74,16552.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-16,26,48,2,2,0,0,3,0.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-16,27,42,5,2,0,3,23,4522.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-16,29,33,18,1,0,17,72,16337.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-17,2,29,20,2,0,18,65,12415.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-17,3,28,4,2,0,2,18,3521.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-17,5,14,11,1,0,10,41,8005.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-17,6,37,14,1,0,13,64,12991.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-17,7,16,13,1,1,12,44,8454.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-17,8,16,9,1,1,8,41,5742.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-17,13,11,4,2,0,2,25,3790.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-17,14,31,4,3,0,1,21,2280.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-17,15,50,3,3,0,0,17,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-17,16,25,4,2,0,2,24,3838.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-17,17,30,10,1,0,9,36,8780.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-17,18,26,8,2,0,6,33,5672.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-17,19,13,13,1,0,12,46,9143.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-17,22,44,21,2,0,19,77,17254.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-17,26,48,2,2,0,0,5,0.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-17,27,42,6,3,0,3,26,4522.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-17,29,33,19,2,0,17,74,16337.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-18,2,29,20,2,1,18,65,12415.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-18,3,28,4,2,0,2,19,3521.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-18,5,14,11,1,1,10,42,8005.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-18,6,37,14,0,0,14,65,13549.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-18,7,16,13,1,1,12,45,8454.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-18,8,16,10,1,1,9,43,6175.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-18,13,11,5,2,1,3,26,4092.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-18,14,31,4,3,0,1,24,2280.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-18,15,50,4,3,0,1,21,1294.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-18,16,25,4,2,0,2,26,3838.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-18,17,30,10,1,1,9,37,8780.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-18,18,26,8,2,0,6,35,5672.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-18,19,13,13,1,0,12,46,9143.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-18,22,44,21,2,0,19,79,17254.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-18,26,48,3,3,0,0,8,0.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-18,27,42,7,3,1,4,29,4824.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-18,29,33,19,2,0,17,75,16337.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-19,2,29,21,2,1,19,67,13282.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-19,3,28,4,1,0,3,21,4326.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-19,5,14,12,1,0,11,44,8726.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-19,6,37,16,2,0,14,66,13549.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-19,7,16,13,1,1,12,45,8454.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-19,8,16,10,1,1,9,44,6175.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-19,13,11,5,2,1,3,28,4092.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-19,14,31,4,3,0,1,27,2280.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-19,15,50,4,3,0,1,24,1294.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-19,16,25,5,1,0,4,29,6188.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-19,17,30,12,2,0,10,40,9162.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-19,18,26,9,1,0,8,38,7309.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-19,19,13,13,1,0,12,47,9143.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-19,22,44,21,2,1,19,80,17254.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-19,26,48,3,3,0,0,11,0.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-19,27,42,8,3,0,5,33,6592.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-19,29,33,19,2,0,17,77,16337.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-20,2,29,21,2,1,19,69,13282.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-20,3,28,5,2,0,3,23,4326.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-20,5,14,12,0,0,12,45,9549.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-20,6,37,16,2,0,14,67,13549.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-20,7,16,13,1,1,12,45,8454.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-20,8,16,10,1,1,9,44,6175.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-20,13,11,6,2,1,4,30,4442.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-20,14,31,4,1,0,3,30,3906.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-20,15,50,4,3,0,1,24,1294.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-20,16,25,5,1,0,4,29,6188.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-20,17,30,12,2,0,10,40,9162.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-20,18,26,9,1,0,8,39,7309.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-20,19,13,13,1,1,12,48,9143.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-20,22,44,22,2,0,20,82,17923.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-20,26,48,3,3,0,0,14,0.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-20,27,42,8,2,1,6,36,7113.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-20,29,33,19,1,1,18,78,17037.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-21,2,29,21,2,1,19,69,13282.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-21,3,28,5,2,0,3,23,4326.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-21,5,14,12,0,0,12,45,9549.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-21,6,37,17,2,0,15,70,13817.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-21,7,16,13,1,1,12,45,8454.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-21,8,16,10,1,1,9,44,6175.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-21,13,11,6,2,1,4,30,4442.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-21,14,31,5,2,0,3,32,3906.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-21,15,50,4,3,0,1,24,1294.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-21,16,25,5,1,0,4,29,6188.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-21,17,30,12,2,0,10,40,9162.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-21,18,26,10,2,0,8,40,7309.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-21,19,13,13,1,1,12,48,9143.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-21,22,44,23,2,0,21,85,18333.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-21,26,48,3,3,0,0,14,0.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-21,27,42,9,2,1,7,37,7804.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-21,29,33,19,1,1,18,78,17037.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-22,2,29,22,2,1,20,71,13827.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-22,3,28,6,2,0,4,25,5099.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-22,5,14,13,1,0,12,46,9549.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-22,6,37,18,2,0,16,72,14149.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-22,7,16,13,1,1,12,46,8454.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-22,8,16,10,1,1,9,45,6175.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-22,13,11,8,2,0,6,33,5595.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-22,14,31,7,3,1,4,36,4537.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-22,15,50,5,2,0,3,28,3280.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-22,16,25,6,2,0,4,31,6188.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-22,17,30,13,2,0,11,43,9838.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-22,18,26,11,2,0,9,43,7909.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-22,22,44,24,1,0,23,87,19784.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-22,24,21,1,1,0,0,1,0.0,2024-04-22,2024-06-08,2024-04-22,2024-06-11
2024-04-22,26,48,3,3,0,0,17,0.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-22,27,42,10,2,0,8,40,8201.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-22,29,33,20,2,1,18,80,17037.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-23,2,29,23,2,1,21,73,14208.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-23,3,28,6,2,0,4,27,5099.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-23,5,14,13,1,0,12,47,9549.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-23,6,37,18,2,1,16,74,14149.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-23,7,16,14,1,1,13,48,9102.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-23,8,16,11,1,1,10,47,7157.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-23,13,11,8,1,1,7,34,5840.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-23,14,31,9,3,0,6,41,6092.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-23,15,50,6,3,0,3,31,3280.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-23,16,25,7,2,0,5,34,7080.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-23,17,30,14,2,0,12,46,10520.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-23,18,26,12,1,0,11,46,8409.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-23,22,44,25,2,0,23,89,19784.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-23,24,21,2,2,0,0,3,0.0,2024-04-22,2024-06-08,2024-04-22,2024-06-11
2024-04-23,26,48,3,3,0,0,19,0.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-23,27,42,10,2,0,8,41,8201.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-23,29,33,21,2,0,19,83,17779.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-24,2,29,24,2,1,22,75,14940.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-24,3,28,6,1,1,5,29,5567.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-24,5,14,13,0,0,13,48,9982.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-24,6,37,18,2,1,16,75,14149.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-24,7,16,14,1,1,13,49,9102.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-24,8,16,11,1,1,10,48,7157.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-24,13,11,8,1,1,7,35,5840.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-24,14,31,9,2,0,7,44,6646.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-24,15,50,6,2,0,4,34,3535.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-24,16,25,7,2,0,5,35,7080.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-24,17,30,15,2,0,13,49,11416.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-24,18,26,12,1,0,11,47,8409.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-24,22,44,25,1,0,24,91,20065.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-24,24,21,2,2,0,0,5,0.0,2024-04-22,2024-06-08,2024-04-22,2024-06-11
2024-04-24,26,48,3,2,0,1,22,2900.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-24,27,42,10,2,0,8,43,8201.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-24,29,33,21,2,0,19,84,17779.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-25,2,29,24,2,1,22,77,14940.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-25,3,28,8,2,0,6,31,5869.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-25,5,14,14,1,0,13,49,9982.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-25,6,37,20,2,0,18,79,15509.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-25,7,16,14,1,1,13,49,9102.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-25,8,16,11,1,1,10,49,7157.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-25,13,11,9,1,0,8,37,6839.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-25,14,31,12,3,0,9,49,7448.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-25,15,50,9,3,0,6,39,6303.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-25,16,25,8,2,1,6,38,7523.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-25,17,30,15,2,0,13,51,11416.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-25,18,26,13,2,0,11,49,8409.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-25,22,44,25,1,0,24,92,20065.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-25,24,21,2,2,0,0,7,0.0,2024-04-22,2024-06-08,2024-04-22,2024-06-11
2024-04-25,26,48,4,3,0,1,24,2900.0,2024-04-15,2024-06-26,2024-04-15,2024-06-27
2024-04-25,27,42,10,1,1,9,44,8444.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-25,29,33,21,2,1,19,85,17779.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
