Date,ID,Name,StartDate,EndDate,Cost,Priority,Progress,ProjectID,Status,Duration,Trade,ActualStartDate,ActualEndDate
2024-05-08,320,state,2024-05-05,2024-05-06,414.0,Critical,1,14,Delayed,2,2,2024-05-08 00:00:00,2024-05-09
2024-05-08,328,ask,2024-05-08,2024-05-09,818.0,Normal,1,14,On Progress,2,3,2024-05-08 00:00:00,2024-05-09
2024-05-08,347,and,2024-04-30,2024-05-03,381.0,Critical,4,15,Completed,4,2,2024-05-02 00:00:00,2024-05-08
2024-05-08,348,now,2024-05-04,2024-05-06,368.0,Critical,1,15,Delayed,2,1,2024-05-08 00:00:00,2024-05-09
2024-05-08,366,table,2024-05-02,2024-05-07,798.0,Critical,2,15,Delayed,4,2,2024-05-06 00:00:00,2024-05-14
2024-05-08,384,itself,2024-05-03,2024-05-07,849.0,Critical,2,15,Delayed,3,3,2024-05-06 00:00:00,2024-05-09
2024-05-08,398,cause,2024-05-04,2024-05-08,434.0,Normal,1,16,On Progress,4,2,2024-05-06 00:00:00,2024-05-16
2024-05-08,413,pull,2024-05-03,2024-05-07,270.0,Critical,2,16,Delayed,3,1,2024-05-03 00:00:00,2024-05-09
2024-05-08,427,hair,2024-05-08,2024-05-09,912.0,Normal,1,17,On Progress,2,1,2024-05-08 00:00:00,2024-05-09
2024-05-08,442,discussion,2024-04-29,2024-05-02,838.0,Critical,3,17,Delayed,4,1,2024-05-03 00:00:00,2024-05-09
2024-05-08,454,people,2024-05-02,2024-05-05,605.0,Critical,4,18,Completed,4,1,2024-05-02 00:00:00,2024-05-08
2024-05-08,455,technology,2024-05-05,2024-05-07,851.0,Critical,0,18,Delayed,3,3,2024-05-08 00:00:00,2024-05-12
2024-05-08,596,public,2024-05-04,2024-05-07,398.0,Normal,4,22,Completed,4,3,2024-05-05 00:00:00,2024-05-08
2024-05-08,615,result,2024-04-29,2024-05-01,545.0,Critical,1,22,Delayed,3,2,2024-05-07 00:00:00,2024-05-10
2024-05-08,667,player,2024-05-08,2024-05-11,716.0,Normal,0,24,On Progress,4,1,2024-05-08 00:00:00,2024-05-12
2024-05-08,678,us,2024-05-03,2024-05-05,813.0,Critical,2,24,Delayed,3,2,2024-05-07 00:00:00,2024-05-09
2024-05-08,738,either,2024-05-06,2024-05-08,270.0,Normal,3,26,Completed,3,2,2024-05-06 00:00:00,2024-05-08
2024-05-08,753,firm,2024-05-08,2024-05-10,814.0,Normal,1,26,On Progress,3,1,2024-05-08 00:00:00,2024-05-10
2024-05-08,788,store,2024-05-04,2024-05-07,534.0,Critical,3,27,Delayed,4,2,2024-05-04 00:00:00,2024-05-09
2024-05-08,807,office,2024-05-02,2024-05-05,591.0,Critical,4,27,Completed,4,1,2024-05-02 00:00:00,2024-05-08
2024-05-08,808,in,2024-05-05,2024-05-08,783.0,Normal,1,27,On Progress,4,2,2024-05-08 00:00:00,2024-05-15
2024-05-08,824,public,2024-05-05,2024-05-08,584.0,Normal,4,28,Completed,4,2,2024-05-05 00:00:00,2024-05-08
2024-05-08,844,tell,2024-05-02,2024-05-12,2198.0,Critical,7,28,On Progress,11,5,2024-05-02 00:00:00,2024-05-12
2024-05-08,863,political,2024-05-03,2024-05-05,829.0,Critical,1,29,Delayed,3,2,2024-05-07 00:00:00,2024-05-12
2024-05-08,878,role,2024-05-06,2024-05-07,598.0,Normal,2,29,Completed,2,3,2024-05-07 00:00:00,2024-05-08
2024-05-08,879,have,2024-05-07,2024-05-10,583.0,Normal,1,29,On Progress,4,3,2024-05-08 00:00:00,2024-05-12
2024-05-08,886,school,2024-05-06,2024-05-13,1030.0,Critical,3,30,On Progress,7,5,2024-05-06 00:00:00,2024-05-13
2024-05-08,900,try,2024-05-08,2024-05-20,2807.0,Critical,1,30,On Progress,11,5,2024-05-08 00:00:00,2024-05-20
2024-05-08,914,blood,2024-05-07,2024-05-14,1791.0,Critical,2,30,On Progress,7,3,2024-05-07 00:00:00,2024-05-14
2024-05-09,60,magazine,2024-05-08,2024-05-10,506.0,Normal,2,3,On Progress,3,3,2024-05-08 00:00:00,2024-05-10
2024-05-09,77,people,2024-05-08,2024-05-11,331.0,Normal,2,3,On Progress,4,2,2024-05-08 00:00:00,2024-05-14
2024-05-09,83,deep,2024-05-09,2024-05-13,463.0,Normal,1,4,On Progress,4,3,2024-05-09 00:00:00,2024-05-13
2024-05-09,92,team,2024-05-02,2024-05-15,2985.0,Critical,6,4,On Progress,12,3,2024-05-02 00:00:00,2024-05-16
2024-05-09,120,under,2024-05-08,2024-05-10,336.0,Normal,1,6,On Progress,3,2,2024-05-08 00:00:00,2024-05-11
2024-05-09,134,society,2024-05-06,2024-05-07,937.0,Critical,2,6,Completed,2,2,2024-05-08 00:00:00,2024-05-09
2024-05-09,135,talk,2024-05-08,2024-05-10,973.0,Normal,1,6,On Progress,3,3,2024-05-09 00:00:00,2024-05-13
2024-05-09,172,college,2024-05-08,2024-05-09,425.0,Normal,1,8,On Progress,2,1,2024-05-08 00:00:00,2024-05-10
2024-05-09,238,administration,2024-04-29,2024-05-09,1467.0,Critical,8,11,On Progress,9,4,2024-04-29 00:00:00,2024-05-10
2024-05-09,248,whatever,2024-04-30,2024-05-13,1446.0,Critical,8,11,On Progress,10,3,2024-04-30 00:00:00,2024-05-13
2024-05-09,320,state,2024-05-05,2024-05-06,414.0,Critical,2,14,Completed,2,2,2024-05-08 00:00:00,2024-05-09
2024-05-09,321,different,2024-05-06,2024-05-09,819.0,Normal,1,14,On Progress,4,2,2024-05-09 00:00:00,2024-05-13
2024-05-09,328,ask,2024-05-08,2024-05-09,818.0,Normal,2,14,Completed,2,3,2024-05-08 00:00:00,2024-05-09
2024-05-09,348,now,2024-05-04,2024-05-06,368.0,Critical,2,15,Completed,2,1,2024-05-08 00:00:00,2024-05-09
2024-05-09,349,perform,2024-05-06,2024-05-07,763.0,Critical,0,15,Delayed,2,3,2024-05-09 00:00:00,2024-05-13
2024-05-09,366,table,2024-05-02,2024-05-07,798.0,Critical,2,15,Delayed,4,2,2024-05-06 00:00:00,2024-05-14
2024-05-09,384,itself,2024-05-03,2024-05-07,849.0,Critical,3,15,Completed,3,3,2024-05-06 00:00:00,2024-05-09
2024-05-09,385,authority,2024-05-07,2024-05-10,536.0,Normal,1,15,On Progress,4,2,2024-05-09 00:00:00,2024-05-14
2024-05-09,398,cause,2024-05-04,2024-05-08,434.0,Critical,1,16,Delayed,4,2,2024-05-06 00:00:00,2024-05-16
2024-05-09,413,pull,2024-05-03,2024-05-07,270.0,Critical,3,16,Completed,3,1,2024-05-03 00:00:00,2024-05-09
2024-05-09,414,none,2024-05-08,2024-05-09,269.0,Normal,0,16,On Progress,2,3,2024-05-09 00:00:00,2024-05-13
2024-05-09,427,hair,2024-05-08,2024-05-09,912.0,Normal,2,17,Completed,2,1,2024-05-08 00:00:00,2024-05-09
2024-05-09,442,discussion,2024-04-29,2024-05-02,838.0,Critical,4,17,Completed,4,1,2024-05-03 00:00:00,2024-05-09
2024-05-09,443,down,2024-05-04,2024-05-07,549.0,Critical,0,17,Delayed,3,1,2024-05-09 00:00:00,2024-05-16
2024-05-09,455,technology,2024-05-05,2024-05-07,851.0,Critical,1,18,Delayed,3,3,2024-05-08 00:00:00,2024-05-12
2024-05-09,597,development,2024-05-09,2024-05-10,404.0,Normal,1,22,On Progress,2,1,2024-05-09 00:00:00,2024-05-10
2024-05-09,615,result,2024-04-29,2024-05-01,545.0,Critical,2,22,Delayed,3,2,2024-05-07 00:00:00,2024-05-10
2024-05-09,667,player,2024-05-08,2024-05-11,716.0,Normal,1,24,On Progress,4,1,2024-05-08 00:00:00,2024-05-12
2024-05-09,678,us,2024-05-03,2024-05-05,813.0,Critical,3,24,Completed,3,2,2024-05-07 00:00:00,2024-05-09
2024-05-09,679,successful,2024-05-06,2024-05-08,945.0,Critical,1,24,Delayed,3,3,2024-05-09 00:00:00,2024-05-11
2024-05-09,739,interest,2024-05-09,2024-05-10,698.0,Normal,1,26,On Progress,2,3,2024-05-09 00:00:00,2024-05-11
2024-05-09,753,firm,2024-05-08,2024-05-10,814.0,Normal,2,26,On Progress,3,1,2024-05-08 00:00:00,2024-05-10
2024-05-09,771,recently,2024-05-09,2024-05-13,238.0,Normal,0,26,On Progress,4,1,2024-05-09 00:00:00,2024-05-14
2024-05-09,788,store,2024-05-04,2024-05-07,534.0,Critical,4,27,Completed,4,2,2024-05-04 00:00:00,2024-05-09
2024-05-09,789,develop,2024-05-07,2024-05-08,374.0,Critical,1,27,Delayed,2,1,2024-05-09 00:00:00,2024-05-11
2024-05-09,808,in,2024-05-05,2024-05-08,783.0,Critical,2,27,Delayed,4,2,2024-05-08 00:00:00,2024-05-15
2024-05-09,825,low,2024-05-09,2024-05-10,566.0,Normal,1,28,On Progress,2,2,2024-05-09 00:00:00,2024-05-11
2024-05-09,844,tell,2024-05-02,2024-05-12,2198.0,Critical,8,28,On Progress,11,5,2024-05-02 00:00:00,2024-05-12
2024-05-09,863,political,2024-05-03,2024-05-05,829.0,Critical,2,29,Delayed,3,2,2024-05-07 00:00:00,2024-05-12
2024-05-09,879,have,2024-05-07,2024-05-10,583.0,Normal,2,29,On Progress,4,3,2024-05-08 00:00:00,2024-05-12
2024-05-09,886,school,2024-05-06,2024-05-13,1030.0,Critical,4,30,On Progress,7,5,2024-05-06 00:00:00,2024-05-13
2024-05-09,900,try,2024-05-08,2024-05-20,2807.0,Critical,2,30,On Progress,11,5,2024-05-08 00:00:00,2024-05-20
2024-05-09,914,blood,2024-05-07,2024-05-14,1791.0,Critical,3,30,On Progress,7,3,2024-05-07 00:00:00,2024-05-14
2024-05-10,60,magazine,2024-05-08,2024-05-10,506.0,Normal,3,3,Completed,3,3,2024-05-08 00:00:00,2024-05-10
2024-05-10,77,people,2024-05-08,2024-05-11,331.0,Normal,2,3,On Progress,4,2,2024-05-08 00:00:00,2024-05-14
2024-05-10,83,deep,2024-05-09,2024-05-13,463.0,Normal,2,4,On Progress,4,3,2024-05-09 00:00:00,2024-05-13
2024-05-10,92,team,2024-05-02,2024-05-15,2985.0,Critical,7,4,On Progress,12,3,2024-05-02 00:00:00,2024-05-16
2024-05-10,120,under,2024-05-08,2024-05-10,336.0,Normal,2,6,On Progress,3,2,2024-05-08 00:00:00,2024-05-11
2024-05-10,135,talk,2024-05-08,2024-05-10,973.0,Normal,2,6,On Progress,3,3,2024-05-09 00:00:00,2024-05-13
2024-05-10,172,college,2024-05-08,2024-05-09,425.0,Normal,2,8,Completed,2,1,2024-05-08 00:00:00,2024-05-10
2024-05-10,238,administration,2024-04-29,2024-05-09,1467.0,Critical,9,11,Completed,9,4,2024-04-29 00:00:00,2024-05-10
2024-05-10,248,whatever,2024-04-30,2024-05-13,1446.0,Critical,9,11,On Progress,10,3,2024-04-30 00:00:00,2024-05-13
2024-05-10,321,different,2024-05-06,2024-05-09,819.0,Critical,2,14,Delayed,4,2,2024-05-09 00:00:00,2024-05-13
2024-05-10,349,perform,2024-05-06,2024-05-07,763.0,Critical,1,15,Delayed,2,3,2024-05-09 00:00:00,2024-05-13
2024-05-10,366,table,2024-05-02,2024-05-07,798.0,Critical,2,15,Delayed,4,2,2024-05-06 00:00:00,2024-05-14
2024-05-10,385,authority,2024-05-07,2024-05-10,536.0,Normal,2,15,On Progress,4,2,2024-05-09 00:00:00,2024-05-14
2024-05-10,398,cause,2024-05-04,2024-05-08,434.0,Critical,2,16,Delayed,4,2,2024-05-06 00:00:00,2024-05-16
2024-05-10,414,none,2024-05-08,2024-05-09,269.0,Critical,1,16,Delayed,2,3,2024-05-09 00:00:00,2024-05-13
2024-05-10,428,energy,2024-05-10,2024-05-15,752.0,Normal,1,17,On Progress,4,1,2024-05-10 00:00:00,2024-05-15
2024-05-10,443,down,2024-05-04,2024-05-07,549.0,Critical,1,17,Delayed,3,1,2024-05-09 00:00:00,2024-05-16
2024-05-10,455,technology,2024-05-05,2024-05-07,851.0,Critical,1,18,Delayed,3,3,2024-05-08 00:00:00,2024-05-12
2024-05-10,597,development,2024-05-09,2024-05-10,404.0,Normal,2,22,Completed,2,1,2024-05-09 00:00:00,2024-05-10
2024-05-10,615,result,2024-04-29,2024-05-01,545.0,Critical,3,22,Completed,3,2,2024-05-07 00:00:00,2024-05-10
2024-05-10,616,lawyer,2024-05-03,2024-05-06,737.0,Critical,0,22,Delayed,4,2,2024-05-10 00:00:00,2024-05-16
2024-05-10,667,player,2024-05-08,2024-05-11,716.0,Normal,2,24,On Progress,4,1,2024-05-08 00:00:00,2024-05-12
2024-05-10,679,successful,2024-05-06,2024-05-08,945.0,Critical,2,24,Delayed,3,3,2024-05-09 00:00:00,2024-05-11
2024-05-10,739,interest,2024-05-09,2024-05-10,698.0,Normal,1,26,On Progress,2,3,2024-05-09 00:00:00,2024-05-11
2024-05-10,753,firm,2024-05-08,2024-05-10,814.0,Normal,3,26,Completed,3,1,2024-05-08 00:00:00,2024-05-10
2024-05-10,754,much,2024-05-10,2024-05-14,751.0,Normal,0,26,On Progress,4,1,2024-05-10 00:00:00,2024-05-16
2024-05-10,771,recently,2024-05-09,2024-05-13,238.0,Normal,1,26,On Progress,4,1,2024-05-09 00:00:00,2024-05-14
2024-05-10,789,develop,2024-05-07,2024-05-08,374.0,Critical,1,27,Delayed,2,1,2024-05-09 00:00:00,2024-05-11
2024-05-10,808,in,2024-05-05,2024-05-08,783.0,Critical,2,27,Delayed,4,2,2024-05-08 00:00:00,2024-05-15
2024-05-10,825,low,2024-05-09,2024-05-10,566.0,Normal,1,28,On Progress,2,2,2024-05-09 00:00:00,2024-05-11
2024-05-10,844,tell,2024-05-02,2024-05-12,2198.0,Critical,9,28,On Progress,11,5,2024-05-02 00:00:00,2024-05-12
2024-05-10,863,political,2024-05-03,2024-05-05,829.0,Critical,2,29,Delayed,3,2,2024-05-07 00:00:00,2024-05-12
2024-05-10,879,have,2024-05-07,2024-05-10,583.0,Normal,3,29,On Progress,4,3,2024-05-08 00:00:00,2024-05-12
2024-05-10,886,school,2024-05-06,2024-05-13,1030.0,Critical,5,30,On Progress,7,5,2024-05-06 00:00:00,2024-05-13
2024-05-10,900,try,2024-05-08,2024-05-20,2807.0,Critical,3,30,On Progress,11,5,2024-05-08 00:00:00,2024-05-20
2024-05-10,914,blood,2024-05-07,2024-05-14,1791.0,Critical,4,30,On Progress,7,3,2024-05-07 00:00:00,2024-05-14
2024-05-11,61,ever,2024-05-11,2024-05-15,487.0,Normal,0,3,On Progress,4,1,2024-05-11 00:00:00,2024-05-17
2024-05-11,77,people,2024-05-08,2024-05-11,331.0,Normal,3,3,On Progress,4,2,2024-05-08 00:00:00,2024-05-14
2024-05-11,83,deep,2024-05-09,2024-05-13,463.0,Normal,3,4,On Progress,4,3,2024-05-09 00:00:00,2024-05-13
2024-05-11,92,team,2024-05-02,2024-05-15,2985.0,Critical,8,4,On Progress,12,3,2024-05-02 00:00:00,2024-05-16
2024-05-11,120,under,2024-05-08,2024-05-10,336.0,Normal,3,6,Completed,3,2,2024-05-08 00:00:00,2024-05-11
2024-05-11,135,talk,2024-05-08,2024-05-10,973.0,Critical,2,6,Delayed,3,3,2024-05-09 00:00:00,2024-05-13
2024-05-11,321,different,2024-05-06,2024-05-09,819.0,Critical,2,14,Delayed,4,2,2024-05-09 00:00:00,2024-05-13
2024-05-11,329,whether,2024-05-11,2024-05-13,466.0,Normal,0,14,On Progress,3,2,2024-05-11 00:00:00,2024-05-15
2024-05-11,455,technology,2024-05-05,2024-05-07,851.0,Critical,2,18,Delayed,3,3,2024-05-08 00:00:00,2024-05-12
2024-05-11,616,lawyer,2024-05-03,2024-05-06,737.0,Critical,1,22,Delayed,4,2,2024-05-10 00:00:00,2024-05-16
2024-05-11,667,player,2024-05-08,2024-05-11,716.0,Normal,3,24,On Progress,4,1,2024-05-08 00:00:00,2024-05-12
2024-05-11,679,successful,2024-05-06,2024-05-08,945.0,Critical,3,24,Completed,3,3,2024-05-09 00:00:00,2024-05-11
2024-05-11,680,project,2024-05-08,2024-05-09,294.0,Critical,1,24,Delayed,2,3,2024-05-11 00:00:00,2024-05-12
2024-05-11,739,interest,2024-05-09,2024-05-10,698.0,Normal,2,26,Completed,2,3,2024-05-09 00:00:00,2024-05-11
2024-05-11,754,much,2024-05-10,2024-05-14,751.0,Normal,1,26,On Progress,4,1,2024-05-10 00:00:00,2024-05-16
2024-05-11,771,recently,2024-05-09,2024-05-13,238.0,Normal,2,26,On Progress,4,1,2024-05-09 00:00:00,2024-05-14
2024-05-11,789,develop,2024-05-07,2024-05-08,374.0,Critical,2,27,Completed,2,1,2024-05-09 00:00:00,2024-05-11
2024-05-11,790,everybody,2024-05-09,2024-05-12,302.0,Normal,1,27,On Progress,4,2,2024-05-11 00:00:00,2024-05-17
2024-05-11,808,in,2024-05-05,2024-05-08,783.0,Critical,2,27,Delayed,4,2,2024-05-08 00:00:00,2024-05-15
2024-05-11,825,low,2024-05-09,2024-05-10,566.0,Normal,2,28,Completed,2,2,2024-05-09 00:00:00,2024-05-11
2024-05-11,826,significant,2024-05-11,2024-05-14,643.0,Normal,1,28,On Progress,4,3,2024-05-11 00:00:00,2024-05-15
2024-05-11,844,tell,2024-05-02,2024-05-12,2198.0,Critical,10,28,On Progress,11,5,2024-05-02 00:00:00,2024-05-12
2024-05-11,863,political,2024-05-03,2024-05-05,829.0,Critical,2,29,Delayed,3,2,2024-05-07 00:00:00,2024-05-12
2024-05-11,879,have,2024-05-07,2024-05-10,583.0,Critical,3,29,Delayed,4,3,2024-05-08 00:00:00,2024-05-12
2024-05-11,886,school,2024-05-06,2024-05-13,1030.0,Critical,6,30,On Progress,7,5,2024-05-06 00:00:00,2024-05-13
2024-05-11,900,try,2024-05-08,2024-05-20,2807.0,Critical,4,30,On Progress,11,5,2024-05-08 00:00:00,2024-05-20
2024-05-11,914,blood,2024-05-07,2024-05-14,1791.0,Critical,5,30,On Progress,7,3,2024-05-07 00:00:00,2024-05-14
2024-05-12,121,trade,2024-05-12,2024-05-15,218.0,Normal,1,6,On Progress,4,2,2024-05-12 00:00:00,2024-05-16
2024-05-12,135,talk,2024-05-08,2024-05-10,973.0,Critical,2,6,Delayed,3,3,2024-05-09 00:00:00,2024-05-13
2024-05-12,321,different,2024-05-06,2024-05-09,819.0,Critical,3,14,Delayed,4,2,2024-05-09 00:00:00,2024-05-13
2024-05-12,329,whether,2024-05-11,2024-05-13,466.0,Normal,1,14,On Progress,3,2,2024-05-11 00:00:00,2024-05-15
2024-05-12,455,technology,2024-05-05,2024-05-07,851.0,Critical,3,18,Completed,3,3,2024-05-08 00:00:00,2024-05-12
2024-05-12,456,next,2024-05-09,2024-05-11,884.0,Critical,1,18,Delayed,3,2,2024-05-12 00:00:00,2024-05-15
2024-05-12,598,tell,2024-05-12,2024-05-14,974.0,Normal,0,22,On Progress,3,3,2024-05-12 00:00:00,2024-05-16
2024-05-12,616,lawyer,2024-05-03,2024-05-06,737.0,Critical,2,22,Delayed,4,2,2024-05-10 00:00:00,2024-05-16
2024-05-12,667,player,2024-05-08,2024-05-11,716.0,Normal,4,24,Completed,4,1,2024-05-08 00:00:00,2024-05-12
2024-05-12,680,project,2024-05-08,2024-05-09,294.0,Critical,2,24,Completed,2,3,2024-05-11 00:00:00,2024-05-12
2024-05-12,681,fast,2024-05-11,2024-05-14,972.0,Normal,1,24,On Progress,4,2,2024-05-12 00:00:00,2024-05-15
2024-05-12,790,everybody,2024-05-09,2024-05-12,302.0,Normal,2,27,On Progress,4,2,2024-05-11 00:00:00,2024-05-17
2024-05-12,808,in,2024-05-05,2024-05-08,783.0,Critical,2,27,Delayed,4,2,2024-05-08 00:00:00,2024-05-15
2024-05-12,826,significant,2024-05-11,2024-05-14,643.0,Normal,1,28,On Progress,4,3,2024-05-11 00:00:00,2024-05-15
2024-05-12,844,tell,2024-05-02,2024-05-12,2198.0,Critical,11,28,Completed,11,5,2024-05-02 00:00:00,2024-05-12
2024-05-12,845,look,2024-05-12,2024-05-14,902.0,Normal,0,28,On Progress,3,1,2024-05-12 00:00:00,2024-05-15
2024-05-12,863,political,2024-05-03,2024-05-05,829.0,Critical,3,29,Completed,3,2,2024-05-07 00:00:00,2024-05-12
2024-05-12,864,else,2024-05-07,2024-05-08,422.0,Critical,1,29,Delayed,2,3,2024-05-12 00:00:00,2024-05-13
2024-05-12,879,have,2024-05-07,2024-05-10,583.0,Critical,4,29,Completed,4,3,2024-05-08 00:00:00,2024-05-12
2024-05-12,880,public,2024-05-12,2024-05-15,809.0,Normal,0,29,On Progress,4,3,2024-05-12 00:00:00,2024-05-16
2024-05-13,1,side,2024-05-13,2024-05-28,2518.0,Critical,1,1,On Progress,12,4,2024-05-13 00:00:00,2024-05-29
2024-05-13,61,ever,2024-05-11,2024-05-15,487.0,Normal,0,3,On Progress,4,1,2024-05-11 00:00:00,2024-05-17
2024-05-13,77,people,2024-05-08,2024-05-11,331.0,Critical,3,3,Delayed,4,2,2024-05-08 00:00:00,2024-05-14
2024-05-13,83,deep,2024-05-09,2024-05-13,463.0,Normal,4,4,Completed,4,3,2024-05-09 00:00:00,2024-05-13
2024-05-13,84,imagine,2024-05-13,2024-05-14,849.0,Normal,1,4,On Progress,2,3,2024-05-13 00:00:00,2024-05-15
2024-05-13,92,team,2024-05-02,2024-05-15,2985.0,Critical,9,4,On Progress,12,3,2024-05-02 00:00:00,2024-05-16
2024-05-13,121,trade,2024-05-12,2024-05-15,218.0,Normal,1,6,On Progress,4,2,2024-05-12 00:00:00,2024-05-16
2024-05-13,135,talk,2024-05-08,2024-05-10,973.0,Critical,3,6,Completed,3,3,2024-05-09 00:00:00,2024-05-13
2024-05-13,136,office,2024-05-11,2024-05-14,911.0,Normal,0,6,On Progress,4,1,2024-05-13 00:00:00,2024-05-17
2024-05-13,177,subject,2024-05-13,2024-05-18,1552.0,Critical,1,9,On Progress,6,3,2024-05-13 00:00:00,2024-05-18
2024-05-13,195,fly,2024-05-13,2024-05-18,2117.0,Critical,1,10,On Progress,6,5,2024-05-13 00:00:00,2024-05-18
2024-05-13,239,finish,2024-05-11,2024-05-13,771.0,Normal,1,11,On Progress,2,2,2024-05-13 00:00:00,2024-05-15
2024-05-13,248,whatever,2024-04-30,2024-05-13,1446.0,Critical,10,11,Completed,10,3,2024-04-30 00:00:00,2024-05-13
2024-05-13,249,memory,2024-05-13,2024-05-16,357.0,Normal,1,11,On Progress,4,2,2024-05-13 00:00:00,2024-05-16
2024-05-13,321,different,2024-05-06,2024-05-09,819.0,Critical,4,14,Completed,4,2,2024-05-09 00:00:00,2024-05-13
2024-05-13,322,instead,2024-05-09,2024-05-10,672.0,Critical,0,14,Delayed,2,2,2024-05-13 00:00:00,2024-05-18
2024-05-13,329,whether,2024-05-11,2024-05-13,466.0,Normal,1,14,On Progress,3,2,2024-05-11 00:00:00,2024-05-15
2024-05-13,349,perform,2024-05-06,2024-05-07,763.0,Critical,2,15,Completed,2,3,2024-05-09 00:00:00,2024-05-13
2024-05-13,350,season,2024-05-07,2024-05-09,824.0,Critical,1,15,Delayed,3,1,2024-05-13 00:00:00,2024-05-15
2024-05-13,366,table,2024-05-02,2024-05-07,798.0,Critical,3,15,Delayed,4,2,2024-05-06 00:00:00,2024-05-14
2024-05-13,385,authority,2024-05-07,2024-05-10,536.0,Critical,3,15,Delayed,4,2,2024-05-09 00:00:00,2024-05-14
2024-05-13,398,cause,2024-05-04,2024-05-08,434.0,Critical,3,16,Delayed,4,2,2024-05-06 00:00:00,2024-05-16
2024-05-13,414,none,2024-05-08,2024-05-09,269.0,Critical,2,16,Completed,2,3,2024-05-09 00:00:00,2024-05-13
2024-05-13,415,beyond,2024-05-11,2024-05-14,795.0,Normal,1,16,On Progress,3,1,2024-05-13 00:00:00,2024-05-21
2024-05-13,428,energy,2024-05-10,2024-05-15,752.0,Normal,2,17,On Progress,4,1,2024-05-10 00:00:00,2024-05-15
2024-05-13,443,down,2024-05-04,2024-05-07,549.0,Critical,1,17,Delayed,3,1,2024-05-09 00:00:00,2024-05-16
2024-05-13,456,next,2024-05-09,2024-05-11,884.0,Critical,1,18,Delayed,3,2,2024-05-12 00:00:00,2024-05-15
2024-05-13,486,as,2024-05-13,2024-05-20,2869.0,Critical,1,20,On Progress,8,5,2024-05-13 00:00:00,2024-05-20
2024-05-13,598,tell,2024-05-12,2024-05-14,974.0,Normal,1,22,On Progress,3,3,2024-05-12 00:00:00,2024-05-16
2024-05-13,616,lawyer,2024-05-03,2024-05-06,737.0,Critical,3,22,Delayed,4,2,2024-05-10 00:00:00,2024-05-16
2024-05-13,627,husband,2024-05-13,2024-05-23,1402.0,Critical,1,23,On Progress,11,3,2024-05-13 00:00:00,2024-05-23
2024-05-13,668,science,2024-05-13,2024-05-14,672.0,Normal,0,24,On Progress,2,1,2024-05-13 00:00:00,2024-05-15
2024-05-13,681,fast,2024-05-11,2024-05-14,972.0,Normal,2,24,On Progress,4,2,2024-05-12 00:00:00,2024-05-15
2024-05-13,740,order,2024-05-12,2024-05-15,805.0,Normal,1,26,On Progress,4,3,2024-05-13 00:00:00,2024-05-16
2024-05-13,754,much,2024-05-10,2024-05-14,751.0,Normal,2,26,On Progress,4,1,2024-05-10 00:00:00,2024-05-16
2024-05-13,771,recently,2024-05-09,2024-05-13,238.0,Normal,3,26,On Progress,4,1,2024-05-09 00:00:00,2024-05-14
2024-05-13,790,everybody,2024-05-09,2024-05-12,302.0,Critical,2,27,Delayed,4,2,2024-05-11 00:00:00,2024-05-17
2024-05-13,808,in,2024-05-05,2024-05-08,783.0,Critical,3,27,Delayed,4,2,2024-05-08 00:00:00,2024-05-15
2024-05-13,826,significant,2024-05-11,2024-05-14,643.0,Normal,2,28,On Progress,4,3,2024-05-11 00:00:00,2024-05-15
2024-05-13,845,look,2024-05-12,2024-05-14,902.0,Normal,1,28,On Progress,3,1,2024-05-12 00:00:00,2024-05-15
2024-05-13,864,else,2024-05-07,2024-05-08,422.0,Critical,2,29,Completed,2,3,2024-05-12 00:00:00,2024-05-13
2024-05-13,865,strong,2024-05-09,2024-05-10,485.0,Critical,1,29,Delayed,2,1,2024-05-13 00:00:00,2024-05-14
2024-05-13,880,public,2024-05-12,2024-05-15,809.0,Normal,1,29,On Progress,4,3,2024-05-12 00:00:00,2024-05-16
2024-05-13,886,school,2024-05-06,2024-05-13,1030.0,Critical,7,30,Completed,7,5,2024-05-06 00:00:00,2024-05-13
2024-05-13,900,try,2024-05-08,2024-05-20,2807.0,Critical,5,30,On Progress,11,5,2024-05-08 00:00:00,2024-05-20
2024-05-13,914,blood,2024-05-07,2024-05-14,1791.0,Critical,6,30,On Progress,7,3,2024-05-07 00:00:00,2024-05-14
2024-05-14,1,side,2024-05-13,2024-05-28,2518.0,Critical,2,1,On Progress,12,4,2024-05-13 00:00:00,2024-05-29
2024-05-14,61,ever,2024-05-11,2024-05-15,487.0,Normal,1,3,On Progress,4,1,2024-05-11 00:00:00,2024-05-17
2024-05-14,77,people,2024-05-08,2024-05-11,331.0,Critical,4,3,Completed,4,2,2024-05-08 00:00:00,2024-05-14
2024-05-14,78,less,2024-05-12,2024-05-14,323.0,Normal,1,3,On Progress,3,1,2024-05-14 00:00:00,2024-05-16
2024-05-14,84,imagine,2024-05-13,2024-05-14,849.0,Normal,1,4,On Progress,2,3,2024-05-13 00:00:00,2024-05-15
2024-05-14,92,team,2024-05-02,2024-05-15,2985.0,Critical,10,4,On Progress,12,3,2024-05-02 00:00:00,2024-05-16
2024-05-14,121,trade,2024-05-12,2024-05-15,218.0,Normal,2,6,On Progress,4,2,2024-05-12 00:00:00,2024-05-16
2024-05-14,136,office,2024-05-11,2024-05-14,911.0,Normal,1,6,On Progress,4,1,2024-05-13 00:00:00,2024-05-17
