Date,ID,Name,StartDate,EndDate,Cost,Priority,Progress,ProjectID,Status,Duration,Trade,IsBadWeather,WeatherAssessment,ActualStartDate,ActualEndDate
2020-02-21,124,Republican,2020-02-10,2020-02-20,1074.0,Critical,10,5,Delayed,11,4,0,9.090909090909092,2020-02-10 00:00:00,2020-02-22
2020-02-21,139,national,2020-02-20,2020-02-21,681.0,Normal,1,5,On Progress,2,3,0,0.0,2020-02-20 00:00:00,2020-02-23
2020-02-21,154,pull,2020-02-20,2020-02-22,359.0,Normal,2,5,On Progress,3,1,0,0.0,2020-02-20 00:00:00,2020-02-22
2020-02-21,159,weight,2020-02-18,2020-02-21,220.0,Normal,3,6,On Progress,4,2,0,0.0,2020-02-18 00:00:00,2020-02-22
2020-02-21,173,deep,2020-02-12,2020-02-22,1957.0,Critical,9,6,On Progress,11,5,0,0.0,2020-02-12 00:00:00,2020-02-23
2020-02-21,189,book,2020-02-18,2020-02-21,415.0,Normal,3,6,On Progress,4,2,0,0.0,2020-02-19 00:00:00,2020-02-22
2020-02-21,193,yes,2020-02-10,2020-02-22,2813.0,Critical,10,7,On Progress,12,4,0,8.333333333333332,2020-02-10 00:00:00,2020-02-24
2020-02-21,210,continue,2020-02-20,2020-02-22,866.0,Normal,2,7,On Progress,3,2,0,0.0,2020-02-20 00:00:00,2020-02-22
2020-02-21,225,agreement,2020-02-10,2020-02-21,1183.0,Critical,8,7,On Progress,11,5,0,9.090909090909092,2020-02-10 00:00:00,2020-02-26
2020-02-21,239,eye,2020-02-19,2020-02-24,494.0,Normal,3,8,On Progress,5,3,0,0.0,2020-02-19 00:00:00,2020-02-24
2020-02-21,249,thousand,2020-02-21,2020-02-25,677.0,Normal,1,8,On Progress,4,1,0,0.0,2020-02-21 00:00:00,2020-02-29
2020-02-21,256,green,2020-02-20,2020-02-25,563.0,Normal,1,9,On Progress,4,2,0,0.0,2020-02-20 00:00:00,2020-03-02
2020-02-21,275,prevent,2020-02-21,2020-02-26,749.0,Normal,1,9,On Progress,4,3,0,0.0,2020-02-21 00:00:00,2020-02-26
2020-02-21,288,almost,2020-02-19,2020-02-25,860.0,Normal,1,10,On Progress,5,3,0,0.0,2020-02-20 00:00:00,2020-02-27
2020-02-21,304,inside,2020-02-15,2020-02-19,429.0,Critical,4,10,Completed,4,2,0,0.0,2020-02-18 00:00:00,2020-02-21
2020-02-21,305,just,2020-02-20,2020-02-26,729.0,Normal,1,10,On Progress,5,3,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-22,73,before,2020-02-21,2020-02-24,766.0,Normal,1,3,On Progress,4,2,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-22,85,rule,2020-02-19,2020-02-20,265.0,Critical,2,3,Completed,2,2,0,0.0,2020-02-19 00:00:00,2020-02-22
2020-02-22,86,talk,2020-02-21,2020-02-24,341.0,Normal,0,3,On Progress,4,1,0,0.0,2020-02-22 00:00:00,2020-03-01
2020-02-22,94,bed,2020-02-15,2020-02-19,600.0,Critical,5,4,Completed,5,2,0,0.0,2020-02-16 00:00:00,2020-02-22
2020-02-22,95,bank,2020-02-21,2020-02-24,886.0,Normal,0,4,On Progress,4,1,0,0.0,2020-02-22 00:00:00,2020-02-26
2020-02-22,108,role,2020-02-16,2020-02-20,827.0,Critical,5,4,Completed,5,2,0,0.0,2020-02-18 00:00:00,2020-02-22
2020-02-22,109,message,2020-02-22,2020-02-26,804.0,Normal,1,4,On Progress,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-22,121,one,2020-02-20,2020-02-22,373.0,Normal,3,4,Completed,3,3,0,0.0,2020-02-20 00:00:00,2020-02-22
2020-02-22,122,involve,2020-02-22,2020-02-26,395.0,Normal,1,4,On Progress,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-22,124,Republican,2020-02-10,2020-02-20,1074.0,Critical,11,5,Completed,11,4,0,9.090909090909092,2020-02-10 00:00:00,2020-02-22
2020-02-22,125,somebody,2020-02-22,2020-02-25,381.0,Normal,1,5,On Progress,4,2,0,0.0,2020-02-22 00:00:00,2020-02-25
2020-02-22,139,national,2020-02-20,2020-02-21,681.0,Critical,1,5,Delayed,2,3,0,0.0,2020-02-20 00:00:00,2020-02-23
2020-02-22,154,pull,2020-02-20,2020-02-22,359.0,Normal,3,5,Completed,3,1,0,0.0,2020-02-20 00:00:00,2020-02-22
2020-02-22,155,compare,2020-02-22,2020-02-25,859.0,Normal,1,5,On Progress,4,1,0,0.0,2020-02-22 00:00:00,2020-02-25
2020-02-22,159,weight,2020-02-18,2020-02-21,220.0,Normal,4,6,Completed,4,2,0,0.0,2020-02-18 00:00:00,2020-02-22
2020-02-22,173,deep,2020-02-12,2020-02-22,1957.0,Critical,10,6,On Progress,11,5,0,0.0,2020-02-12 00:00:00,2020-02-23
2020-02-22,189,book,2020-02-18,2020-02-21,415.0,Normal,4,6,Completed,4,2,0,0.0,2020-02-19 00:00:00,2020-02-22
2020-02-22,193,yes,2020-02-10,2020-02-22,2813.0,Critical,11,7,On Progress,12,4,0,8.333333333333332,2020-02-10 00:00:00,2020-02-24
2020-02-22,210,continue,2020-02-20,2020-02-22,866.0,Normal,3,7,Completed,3,2,0,0.0,2020-02-20 00:00:00,2020-02-22
2020-02-22,211,do,2020-02-22,2020-02-26,460.0,Normal,1,7,On Progress,4,2,0,0.0,2020-02-22 00:00:00,2020-02-26
2020-02-22,225,agreement,2020-02-10,2020-02-21,1183.0,Critical,8,7,Delayed,11,5,0,9.090909090909092,2020-02-10 00:00:00,2020-02-26
2020-02-22,239,eye,2020-02-19,2020-02-24,494.0,Normal,4,8,On Progress,5,3,0,0.0,2020-02-19 00:00:00,2020-02-24
2020-02-22,249,thousand,2020-02-21,2020-02-25,677.0,Normal,1,8,On Progress,4,1,0,0.0,2020-02-21 00:00:00,2020-02-29
2020-02-23,73,before,2020-02-21,2020-02-24,766.0,Normal,1,3,On Progress,4,2,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-23,86,talk,2020-02-21,2020-02-24,341.0,Normal,0,3,On Progress,4,1,0,0.0,2020-02-22 00:00:00,2020-03-01
2020-02-23,95,bank,2020-02-21,2020-02-24,886.0,Normal,1,4,On Progress,4,1,0,0.0,2020-02-22 00:00:00,2020-02-26
2020-02-23,109,message,2020-02-22,2020-02-26,804.0,Normal,2,4,On Progress,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-23,122,involve,2020-02-22,2020-02-26,395.0,Normal,2,4,On Progress,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-23,125,somebody,2020-02-22,2020-02-25,381.0,Normal,2,5,On Progress,4,2,0,0.0,2020-02-22 00:00:00,2020-02-25
2020-02-23,139,national,2020-02-20,2020-02-21,681.0,Critical,2,5,Completed,2,3,0,0.0,2020-02-20 00:00:00,2020-02-23
2020-02-23,140,administration,2020-02-22,2020-02-26,521.0,Normal,1,5,On Progress,5,3,0,0.0,2020-02-23 00:00:00,2020-02-28
2020-02-23,155,compare,2020-02-22,2020-02-25,859.0,Normal,2,5,On Progress,4,1,0,0.0,2020-02-22 00:00:00,2020-02-25
2020-02-23,160,successful,2020-02-23,2020-02-25,333.0,Normal,1,6,On Progress,3,3,0,0.0,2020-02-23 00:00:00,2020-02-25
2020-02-23,173,deep,2020-02-12,2020-02-22,1957.0,Critical,11,6,Completed,11,5,0,0.0,2020-02-12 00:00:00,2020-02-23
2020-02-23,190,easy,2020-02-23,2020-02-24,776.0,Normal,0,6,On Progress,2,2,0,0.0,2020-02-23 00:00:00,2020-02-26
2020-02-24,3,consider,2020-02-18,2020-02-24,716.0,Normal,3,1,On Progress,5,3,0,0.0,2020-02-20 00:00:00,2020-02-26
2020-02-24,24,each,2020-02-15,2020-02-20,835.0,Critical,5,1,Completed,5,3,0,0.0,2020-02-18 00:00:00,2020-02-24
2020-02-24,25,beautiful,2020-02-21,2020-02-24,462.0,Normal,1,1,On Progress,2,1,0,0.0,2020-02-24 00:00:00,2020-02-25
2020-02-24,46,himself,2020-02-14,2020-02-20,784.0,Critical,4,1,Delayed,5,1,0,0.0,2020-02-18 00:00:00,2020-02-25
2020-02-24,73,before,2020-02-21,2020-02-24,766.0,Normal,1,3,On Progress,4,2,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-24,86,talk,2020-02-21,2020-02-24,341.0,Normal,1,3,On Progress,4,1,0,0.0,2020-02-22 00:00:00,2020-03-01
2020-02-24,95,bank,2020-02-21,2020-02-24,886.0,Normal,2,4,On Progress,4,1,0,0.0,2020-02-22 00:00:00,2020-02-26
2020-02-24,109,message,2020-02-22,2020-02-26,804.0,Normal,3,4,On Progress,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-24,122,involve,2020-02-22,2020-02-26,395.0,Normal,3,4,On Progress,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-24,125,somebody,2020-02-22,2020-02-25,381.0,Normal,3,5,On Progress,4,2,0,0.0,2020-02-22 00:00:00,2020-02-25
2020-02-24,140,administration,2020-02-22,2020-02-26,521.0,Normal,2,5,On Progress,5,3,0,0.0,2020-02-23 00:00:00,2020-02-28
2020-02-24,155,compare,2020-02-22,2020-02-25,859.0,Normal,3,5,On Progress,4,1,0,0.0,2020-02-22 00:00:00,2020-02-25
2020-02-24,160,successful,2020-02-23,2020-02-25,333.0,Normal,2,6,On Progress,3,3,0,0.0,2020-02-23 00:00:00,2020-02-25
2020-02-24,174,know,2020-02-24,2020-02-28,817.0,Normal,1,6,On Progress,5,3,0,0.0,2020-02-24 00:00:00,2020-02-28
2020-02-24,190,easy,2020-02-23,2020-02-24,776.0,Normal,0,6,On Progress,2,2,0,0.0,2020-02-23 00:00:00,2020-02-26
2020-02-24,193,yes,2020-02-10,2020-02-22,2813.0,Critical,12,7,Completed,12,4,0,8.333333333333332,2020-02-10 00:00:00,2020-02-24
2020-02-24,194,language,2020-02-24,2020-02-28,876.0,Normal,1,7,On Progress,5,2,0,0.0,2020-02-24 00:00:00,2020-02-29
2020-02-24,211,do,2020-02-22,2020-02-26,460.0,Normal,2,7,On Progress,4,2,0,0.0,2020-02-22 00:00:00,2020-02-26
2020-02-24,225,agreement,2020-02-10,2020-02-21,1183.0,Critical,9,7,Delayed,11,5,0,9.090909090909092,2020-02-10 00:00:00,2020-02-26
2020-02-24,239,eye,2020-02-19,2020-02-24,494.0,Normal,5,8,Completed,5,3,0,0.0,2020-02-19 00:00:00,2020-02-24
2020-02-24,249,thousand,2020-02-21,2020-02-25,677.0,Normal,2,8,On Progress,4,1,0,0.0,2020-02-21 00:00:00,2020-02-29
2020-02-24,256,green,2020-02-20,2020-02-25,563.0,Normal,1,9,On Progress,4,2,0,0.0,2020-02-20 00:00:00,2020-03-02
2020-02-24,275,prevent,2020-02-21,2020-02-26,749.0,Normal,2,9,On Progress,4,3,0,0.0,2020-02-21 00:00:00,2020-02-26
2020-02-24,288,almost,2020-02-19,2020-02-25,860.0,Normal,2,10,On Progress,5,3,0,0.0,2020-02-20 00:00:00,2020-02-27
2020-02-24,305,just,2020-02-20,2020-02-26,729.0,Normal,2,10,On Progress,5,3,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-25,3,consider,2020-02-18,2020-02-24,716.0,Critical,4,1,Delayed,5,3,0,0.0,2020-02-20 00:00:00,2020-02-26
2020-02-25,25,beautiful,2020-02-21,2020-02-24,462.0,Normal,2,1,Completed,2,1,0,0.0,2020-02-24 00:00:00,2020-02-25
2020-02-25,26,wife,2020-02-25,2020-02-28,551.0,Normal,1,1,On Progress,4,3,0,0.0,2020-02-25 00:00:00,2020-03-02
2020-02-25,46,himself,2020-02-14,2020-02-20,784.0,Critical,5,1,Completed,5,1,0,0.0,2020-02-18 00:00:00,2020-02-25
2020-02-25,47,though,2020-02-21,2020-02-27,684.0,Normal,1,1,On Progress,5,2,0,0.0,2020-02-25 00:00:00,2020-03-05
2020-02-25,73,before,2020-02-21,2020-02-24,766.0,Critical,2,3,Delayed,4,2,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-25,86,talk,2020-02-21,2020-02-24,341.0,Critical,2,3,Delayed,4,1,0,0.0,2020-02-22 00:00:00,2020-03-01
2020-02-25,95,bank,2020-02-21,2020-02-24,886.0,Critical,3,4,Delayed,4,1,0,0.0,2020-02-22 00:00:00,2020-02-26
2020-02-25,109,message,2020-02-22,2020-02-26,804.0,Normal,3,4,On Progress,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-25,122,involve,2020-02-22,2020-02-26,395.0,Normal,3,4,On Progress,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-25,125,somebody,2020-02-22,2020-02-25,381.0,Normal,4,5,Completed,4,2,0,0.0,2020-02-22 00:00:00,2020-02-25
2020-02-25,140,administration,2020-02-22,2020-02-26,521.0,Normal,3,5,On Progress,5,3,0,0.0,2020-02-23 00:00:00,2020-02-28
2020-02-25,155,compare,2020-02-22,2020-02-25,859.0,Normal,4,5,Completed,4,1,0,0.0,2020-02-22 00:00:00,2020-02-25
2020-02-25,160,successful,2020-02-23,2020-02-25,333.0,Normal,3,6,Completed,3,3,0,0.0,2020-02-23 00:00:00,2020-02-25
2020-02-25,174,know,2020-02-24,2020-02-28,817.0,Normal,2,6,On Progress,5,3,0,0.0,2020-02-24 00:00:00,2020-02-28
2020-02-25,190,easy,2020-02-23,2020-02-24,776.0,Critical,1,6,Delayed,2,2,0,0.0,2020-02-23 00:00:00,2020-02-26
2020-02-25,194,language,2020-02-24,2020-02-28,876.0,Normal,2,7,On Progress,5,2,0,0.0,2020-02-24 00:00:00,2020-02-29
2020-02-25,211,do,2020-02-22,2020-02-26,460.0,Normal,3,7,On Progress,4,2,0,0.0,2020-02-22 00:00:00,2020-02-26
2020-02-25,225,agreement,2020-02-10,2020-02-21,1183.0,Critical,10,7,Delayed,11,5,0,9.090909090909092,2020-02-10 00:00:00,2020-02-26
2020-02-25,249,thousand,2020-02-21,2020-02-25,677.0,Normal,3,8,On Progress,4,1,0,0.0,2020-02-21 00:00:00,2020-02-29
2020-02-25,256,green,2020-02-20,2020-02-25,563.0,Normal,2,9,On Progress,4,2,0,0.0,2020-02-20 00:00:00,2020-03-02
2020-02-25,275,prevent,2020-02-21,2020-02-26,749.0,Normal,3,9,On Progress,4,3,0,0.0,2020-02-21 00:00:00,2020-02-26
2020-02-25,288,almost,2020-02-19,2020-02-25,860.0,Normal,3,10,On Progress,5,3,0,0.0,2020-02-20 00:00:00,2020-02-27
2020-02-25,305,just,2020-02-20,2020-02-26,729.0,Normal,3,10,On Progress,5,3,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-26,3,consider,2020-02-18,2020-02-24,716.0,Critical,5,1,Completed,5,3,0,0.0,2020-02-20 00:00:00,2020-02-26
2020-02-26,4,travel,2020-02-26,2020-03-03,508.0,Normal,1,1,On Progress,5,1,0,0.0,2020-02-26 00:00:00,2020-03-03
2020-02-26,26,wife,2020-02-25,2020-02-28,551.0,Normal,2,1,On Progress,4,3,0,0.0,2020-02-25 00:00:00,2020-03-02
2020-02-26,47,though,2020-02-21,2020-02-27,684.0,Normal,1,1,On Progress,5,2,0,0.0,2020-02-25 00:00:00,2020-03-05
2020-02-26,73,before,2020-02-21,2020-02-24,766.0,Critical,3,3,Delayed,4,2,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-26,86,talk,2020-02-21,2020-02-24,341.0,Critical,3,3,Delayed,4,1,0,0.0,2020-02-22 00:00:00,2020-03-01
2020-02-26,95,bank,2020-02-21,2020-02-24,886.0,Critical,4,4,Completed,4,1,0,0.0,2020-02-22 00:00:00,2020-02-26
2020-02-26,96,nor,2020-02-25,2020-02-26,605.0,Normal,0,4,On Progress,2,1,0,0.0,2020-02-26 00:00:00,2020-02-29
2020-02-26,109,message,2020-02-22,2020-02-26,804.0,Normal,4,4,On Progress,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-26,122,involve,2020-02-22,2020-02-26,395.0,Normal,4,4,On Progress,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-26,140,administration,2020-02-22,2020-02-26,521.0,Normal,3,5,On Progress,5,3,0,0.0,2020-02-23 00:00:00,2020-02-28
2020-02-26,156,easy,2020-02-26,2020-02-28,371.0,Normal,1,5,On Progress,3,1,0,0.0,2020-02-26 00:00:00,2020-02-28
2020-02-26,174,know,2020-02-24,2020-02-28,817.0,Normal,3,6,On Progress,5,3,0,0.0,2020-02-24 00:00:00,2020-02-28
2020-02-26,190,easy,2020-02-23,2020-02-24,776.0,Critical,2,6,Completed,2,2,0,0.0,2020-02-23 00:00:00,2020-02-26
2020-02-26,191,ten,2020-02-24,2020-02-25,609.0,Critical,1,6,Delayed,2,3,0,0.0,2020-02-26 00:00:00,2020-02-27
2020-02-26,194,language,2020-02-24,2020-02-28,876.0,Normal,3,7,On Progress,5,2,0,0.0,2020-02-24 00:00:00,2020-02-29
2020-02-26,211,do,2020-02-22,2020-02-26,460.0,Normal,4,7,Completed,4,2,0,0.0,2020-02-22 00:00:00,2020-02-26
2020-02-26,225,agreement,2020-02-10,2020-02-21,1183.0,Critical,11,7,Completed,11,5,0,9.090909090909092,2020-02-10 00:00:00,2020-02-26
2020-02-26,226,use,2020-02-23,2020-02-25,205.0,Critical,1,7,Delayed,3,2,0,0.0,2020-02-26 00:00:00,2020-02-28
2020-02-26,240,loss,2020-02-26,2020-02-29,475.0,Normal,1,8,On Progress,4,3,0,0.0,2020-02-26 00:00:00,2020-02-29
2020-02-26,249,thousand,2020-02-21,2020-02-25,677.0,Critical,3,8,Delayed,4,1,0,0.0,2020-02-21 00:00:00,2020-02-29
2020-02-26,256,green,2020-02-20,2020-02-25,563.0,Critical,2,9,Delayed,4,2,0,0.0,2020-02-20 00:00:00,2020-03-02
2020-02-26,275,prevent,2020-02-21,2020-02-26,749.0,Normal,4,9,Completed,4,3,0,0.0,2020-02-21 00:00:00,2020-02-26
2020-02-26,276,behind,2020-02-26,2020-02-28,632.0,Normal,1,9,On Progress,3,3,0,0.0,2020-02-26 00:00:00,2020-02-28
2020-02-26,288,almost,2020-02-19,2020-02-25,860.0,Critical,4,10,Delayed,5,3,0,0.0,2020-02-20 00:00:00,2020-02-27
2020-02-26,305,just,2020-02-20,2020-02-26,729.0,Normal,4,10,On Progress,5,3,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-27,4,travel,2020-02-26,2020-03-03,508.0,Normal,2,1,On Progress,5,1,0,0.0,2020-02-26 00:00:00,2020-03-03
2020-02-27,26,wife,2020-02-25,2020-02-28,551.0,Normal,2,1,On Progress,4,3,0,0.0,2020-02-25 00:00:00,2020-03-02
2020-02-27,47,though,2020-02-21,2020-02-27,684.0,Normal,2,1,On Progress,5,2,0,0.0,2020-02-25 00:00:00,2020-03-05
2020-02-27,73,before,2020-02-21,2020-02-24,766.0,Critical,4,3,Completed,4,2,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-27,74,try,2020-02-25,2020-02-29,806.0,Normal,1,3,On Progress,5,1,0,0.0,2020-02-27 00:00:00,2020-03-03
2020-02-27,86,talk,2020-02-21,2020-02-24,341.0,Critical,3,3,Delayed,4,1,0,0.0,2020-02-22 00:00:00,2020-03-01
2020-02-27,96,nor,2020-02-25,2020-02-26,605.0,Critical,1,4,Delayed,2,1,0,0.0,2020-02-26 00:00:00,2020-02-29
2020-02-27,109,message,2020-02-22,2020-02-26,804.0,Normal,5,4,Completed,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-27,110,challenge,2020-02-27,2020-03-02,989.0,Normal,1,4,On Progress,5,3,0,0.0,2020-02-27 00:00:00,2020-03-04
2020-02-27,122,involve,2020-02-22,2020-02-26,395.0,Normal,5,4,Completed,5,3,0,0.0,2020-02-22 00:00:00,2020-02-27
2020-02-27,123,charge,2020-02-27,2020-03-02,981.0,Normal,1,4,On Progress,5,3,0,0.0,2020-02-27 00:00:00,2020-03-03
2020-02-27,126,blue,2020-02-27,2020-03-02,482.0,Normal,0,5,On Progress,5,2,0,0.0,2020-02-27 00:00:00,2020-03-06
2020-02-27,140,administration,2020-02-22,2020-02-26,521.0,Critical,4,5,Delayed,5,3,0,0.0,2020-02-23 00:00:00,2020-02-28
2020-02-27,156,easy,2020-02-26,2020-02-28,371.0,Normal,2,5,On Progress,3,1,0,0.0,2020-02-26 00:00:00,2020-02-28
2020-02-27,161,believe,2020-02-27,2020-02-28,495.0,Normal,1,6,On Progress,2,3,0,0.0,2020-02-27 00:00:00,2020-02-28
2020-02-27,174,know,2020-02-24,2020-02-28,817.0,Normal,4,6,On Progress,5,3,0,0.0,2020-02-24 00:00:00,2020-02-28
2020-02-27,191,ten,2020-02-24,2020-02-25,609.0,Critical,2,6,Completed,2,3,0,0.0,2020-02-26 00:00:00,2020-02-27
2020-02-27,192,prove,2020-02-25,2020-02-28,964.0,Normal,1,6,On Progress,4,2,0,0.0,2020-02-27 00:00:00,2020-03-01
2020-02-27,194,language,2020-02-24,2020-02-28,876.0,Normal,3,7,On Progress,5,2,0,0.0,2020-02-24 00:00:00,2020-02-29
2020-02-27,212,thought,2020-02-27,2020-02-28,832.0,Normal,1,7,On Progress,2,2,0,0.0,2020-02-27 00:00:00,2020-02-28
2020-02-27,226,use,2020-02-23,2020-02-25,205.0,Critical,2,7,Delayed,3,2,0,0.0,2020-02-26 00:00:00,2020-02-28
2020-02-27,240,loss,2020-02-26,2020-02-29,475.0,Normal,2,8,On Progress,4,3,0,0.0,2020-02-26 00:00:00,2020-02-29
2020-02-27,249,thousand,2020-02-21,2020-02-25,677.0,Critical,3,8,Delayed,4,1,0,0.0,2020-02-21 00:00:00,2020-02-29
2020-02-27,256,green,2020-02-20,2020-02-25,563.0,Critical,2,9,Delayed,4,2,0,0.0,2020-02-20 00:00:00,2020-03-02
2020-02-27,276,behind,2020-02-26,2020-02-28,632.0,Normal,2,9,On Progress,3,3,0,0.0,2020-02-26 00:00:00,2020-02-28
2020-02-27,288,almost,2020-02-19,2020-02-25,860.0,Critical,5,10,Completed,5,3,0,0.0,2020-02-20 00:00:00,2020-02-27
2020-02-27,289,better,2020-02-27,2020-03-03,900.0,Normal,1,10,On Progress,4,3,0,0.0,2020-02-27 00:00:00,2020-03-03
2020-02-27,305,just,2020-02-20,2020-02-26,729.0,Normal,5,10,Completed,5,3,0,0.0,2020-02-21 00:00:00,2020-02-27
2020-02-27,306,edge,2020-02-27,2020-02-28,735.0,Normal,1,10,On Progress,2,3,0,0.0,2020-02-27 00:00:00,2020-02-28
2020-02-28,4,travel,2020-02-26,2020-03-03,508.0,Normal,3,1,On Progress,5,1,0,0.0,2020-02-26 00:00:00,2020-03-03
2020-02-28,26,wife,2020-02-25,2020-02-28,551.0,Normal,3,1,On Progress,4,3,0,0.0,2020-02-25 00:00:00,2020-03-02
2020-02-28,47,though,2020-02-21,2020-02-27,684.0,Critical,3,1,Delayed,5,2,0,0.0,2020-02-25 00:00:00,2020-03-05
2020-02-28,74,try,2020-02-25,2020-02-29,806.0,Normal,1,3,On Progress,5,1,0,0.0,2020-02-27 00:00:00,2020-03-03
2020-02-28,86,talk,2020-02-21,2020-02-24,341.0,Critical,3,3,Delayed,4,1,0,0.0,2020-02-22 00:00:00,2020-03-01
2020-02-28,96,nor,2020-02-25,2020-02-26,605.0,Critical,1,4,Delayed,2,1,0,0.0,2020-02-26 00:00:00,2020-02-29
2020-02-28,110,challenge,2020-02-27,2020-03-02,989.0,Normal,2,4,On Progress,5,3,0,0.0,2020-02-27 00:00:00,2020-03-04
2020-02-28,123,charge,2020-02-27,2020-03-02,981.0,Normal,2,4,On Progress,5,3,0,0.0,2020-02-27 00:00:00,2020-03-03
2020-02-28,126,blue,2020-02-27,2020-03-02,482.0,Normal,0,5,On Progress,5,2,0,0.0,2020-02-27 00:00:00,2020-03-06
2020-02-28,140,administration,2020-02-22,2020-02-26,521.0,Critical,5,5,Completed,5,3,0,0.0,2020-02-23 00:00:00,2020-02-28
2020-02-28,141,image,2020-02-27,2020-03-02,801.0,Normal,1,5,On Progress,5,3,0,0.0,2020-02-28 00:00:00,2020-03-04
2020-02-28,156,easy,2020-02-26,2020-02-28,371.0,Normal,3,5,Completed,3,1,0,0.0,2020-02-26 00:00:00,2020-02-28
2020-02-28,161,believe,2020-02-27,2020-02-28,495.0,Normal,2,6,Completed,2,3,0,0.0,2020-02-27 00:00:00,2020-02-28
2020-02-28,162,me,2020-02-28,2020-03-02,208.0,Normal,1,6,On Progress,4,2,0,0.0,2020-02-28 00:00:00,2020-03-04
2020-02-28,174,know,2020-02-24,2020-02-28,817.0,Normal,5,6,Completed,5,3,0,0.0,2020-02-24 00:00:00,2020-02-28
2020-02-28,175,write,2020-02-28,2020-03-01,745.0,Normal,1,6,On Progress,3,3,0,0.0,2020-02-28 00:00:00,2020-03-01
2020-02-28,192,prove,2020-02-25,2020-02-28,964.0,Normal,2,6,On Progress,4,2,0,0.0,2020-02-27 00:00:00,2020-03-01
2020-02-28,194,language,2020-02-24,2020-02-28,876.0,Normal,4,7,On Progress,5,2,0,0.0,2020-02-24 00:00:00,2020-02-29
2020-02-28,212,thought,2020-02-27,2020-02-28,832.0,Normal,2,7,Completed,2,2,0,0.0,2020-02-27 00:00:00,2020-02-28
2020-02-28,226,use,2020-02-23,2020-02-25,205.0,Critical,3,7,Completed,3,2,0,0.0,2020-02-26 00:00:00,2020-02-28
2020-02-28,227,herself,2020-02-27,2020-03-02,275.0,Normal,0,7,On Progress,4,1,0,0.0,2020-02-28 00:00:00,2020-03-05
2020-02-28,240,loss,2020-02-26,2020-02-29,475.0,Normal,3,8,On Progress,4,3,0,0.0,2020-02-26 00:00:00,2020-02-29
2020-02-28,249,thousand,2020-02-21,2020-02-25,677.0,Critical,3,8,Delayed,4,1,0,0.0,2020-02-21 00:00:00,2020-02-29
2020-02-28,256,green,2020-02-20,2020-02-25,563.0,Critical,3,9,Delayed,4,2,0,0.0,2020-02-20 00:00:00,2020-03-02
2020-02-28,276,behind,2020-02-26,2020-02-28,632.0,Normal,3,9,Completed,3,3,0,0.0,2020-02-26 00:00:00,2020-02-28
2020-02-28,289,better,2020-02-27,2020-03-03,900.0,Normal,2,10,On Progress,4,3,0,0.0,2020-02-27 00:00:00,2020-03-03
2020-02-28,306,edge,2020-02-27,2020-02-28,735.0,Normal,2,10,Completed,2,3,0,0.0,2020-02-27 00:00:00,2020-02-28
2020-02-29,74,try,2020-02-25,2020-02-29,806.0,Normal,2,3,On Progress,5,1,0,0.0,2020-02-27 00:00:00,2020-03-03
2020-02-29,86,talk,2020-02-21,2020-02-24,341.0,Critical,3,3,Delayed,4,1,0,0.0,2020-02-22 00:00:00,2020-03-01
2020-02-29,96,nor,2020-02-25,2020-02-26,605.0,Critical,2,4,Completed,2,1,0,0.0,2020-02-26 00:00:00,2020-02-29
2020-02-29,97,pretty,2020-02-28,2020-02-29,906.0,Normal,1,4,On Progress,2,3,0,0.0,2020-02-29 00:00:00,2020-03-01
2020-02-29,110,challenge,2020-02-27,2020-03-02,989.0,Normal,3,4,On Progress,5,3,0,0.0,2020-02-27 00:00:00,2020-03-04
2020-02-29,123,charge,2020-02-27,2020-03-02,981.0,Normal,2,4,On Progress,5,3,0,0.0,2020-02-27 00:00:00,2020-03-03
2020-02-29,126,blue,2020-02-27,2020-03-02,482.0,Normal,0,5,On Progress,5,2,0,0.0,2020-02-27 00:00:00,2020-03-06
2020-02-29,141,image,2020-02-27,2020-03-02,801.0,Normal,2,5,On Progress,5,3,0,0.0,2020-02-28 00:00:00,2020-03-04
