Date,ID,Name,StartDate,EndDate,Cost,Priority,Progress,ProjectID,Status,Duration,Trade,TaskLength,IsBadWeather,WeatherAssessment,ActualStartDate,ActualEndDate
2020-01-21,1830,low,2020-01-16,2020-01-21,544.0,Normal,2,5,On Progress,5,3,9,0,18.51851851851852,2020-01-20 00:00:00,2020-01-28
2020-01-21,1979,whom,2020-01-17,2020-01-18,475.0,Critical,2,5,Completed,2,2,8,0,19.230769230769234,2020-01-18 00:00:00,2020-01-21
2020-01-21,1980,pass,2020-01-19,2020-01-24,575.0,Normal,1,5,On Progress,6,3,9,0,19.230769230769234,2020-01-21 00:00:00,2020-01-28
2020-01-21,2132,staff,2020-01-07,2020-01-14,334.0,Critical,6,5,Delayed,7,3,11,0,18.51851851851852,2020-01-15 00:00:00,2020-01-22
2020-01-21,2276,statement,2019-12-24,2019-12-30,694.0,Critical,2,6,Delayed,5,2,15,0,26.08695652173913,2020-01-17 00:00:00,2020-01-24
2020-01-21,2387,course,2020-01-09,2020-01-20,634.0,Critical,7,6,Delayed,8,3,15,0,18.181818181818183,2020-01-10 00:00:00,2020-01-22
2020-01-21,2503,I,2020-01-15,2020-01-20,797.0,Critical,3,7,Delayed,6,2,22,0,16.129032258064516,2020-01-17 00:00:00,2020-01-25
2020-01-21,2615,increase,2020-01-10,2020-01-17,593.0,Critical,6,7,Delayed,8,2,21,0,16.129032258064516,2020-01-14 00:00:00,2020-01-23
2020-01-21,2771,start,2019-12-22,2019-12-27,310.0,Critical,5,8,Delayed,6,1,70,0,22.727272727272727,2020-01-15 00:00:00,2020-01-22
2020-01-21,2901,why,2019-11-28,2019-12-05,850.0,Critical,4,8,Delayed,6,3,62,0,22.727272727272727,2020-01-13 00:00:00,2020-01-23
2020-01-21,3048,their,2019-12-29,2020-01-06,367.0,Critical,2,8,Delayed,7,2,71,0,22.727272727272727,2020-01-20 00:00:00,2020-02-03
2020-01-21,3116,nothing,2019-12-31,2020-01-08,494.0,Critical,7,9,Completed,7,1,5,0,21.73913043478261,2020-01-06 00:00:00,2020-01-21
2020-01-21,3117,people,2020-01-08,2020-01-13,892.0,Critical,1,9,Delayed,4,1,6,0,17.391304347826086,2020-01-21 00:00:00,2020-01-24
2020-01-21,3244,democratic,2020-01-02,2020-01-10,624.0,Critical,7,9,Completed,7,3,7,0,22.727272727272727,2020-01-10 00:00:00,2020-01-21
2020-01-21,3245,summer,2020-01-10,2020-01-15,521.0,Critical,0,9,Delayed,4,2,8,0,19.047619047619047,2020-01-21 00:00:00,2020-01-27
2020-01-21,3440,usually,2019-12-31,2020-01-07,482.0,Critical,4,10,Delayed,6,3,79,0,21.73913043478261,2020-01-15 00:00:00,2020-01-23
2020-01-21,3590,medical,2019-10-30,2019-11-07,415.0,Critical,2,10,Delayed,7,3,64,0,8.695652173913043,2020-01-20 00:00:00,2020-01-28
2020-01-21,3766,born,2019-12-06,2019-12-11,300.0,Critical,2,10,Delayed,4,3,75,0,38.095238095238095,2020-01-20 00:00:00,2020-01-23
2020-01-22,48,capital,2019-12-20,2019-12-26,323.0,Critical,2,1,Delayed,5,1,47,0,28.57142857142857,2020-01-20 00:00:00,2020-01-30
2020-01-22,197,sort,2020-01-03,2020-01-13,774.0,Critical,3,1,Delayed,7,2,45,0,23.809523809523807,2020-01-17 00:00:00,2020-01-29
2020-01-22,349,affect,2019-12-17,2019-12-26,458.0,Critical,6,1,Delayed,8,3,46,0,34.78260869565217,2020-01-15 00:00:00,2020-01-27
2020-01-22,504,right,2020-01-17,2020-01-23,201.0,Normal,2,2,On Progress,7,1,63,0,16.129032258064516,2020-01-20 00:00:00,2020-01-28
2020-01-22,683,serious,2020-01-09,2020-01-15,918.0,Critical,1,2,Delayed,7,3,73,0,16.129032258064516,2020-01-21 00:00:00,2020-01-28
2020-01-22,848,away,2019-12-28,2020-01-03,415.0,Critical,7,2,Completed,7,1,69,0,25.806451612903224,2020-01-16 00:00:00,2020-01-22
2020-01-22,849,leader,2020-01-05,2020-01-11,840.0,Critical,0,2,Delayed,7,2,70,0,16.129032258064516,2020-01-22 00:00:00,2020-01-30
2020-01-22,936,paper,2020-01-10,2020-01-20,691.0,Critical,5,3,Delayed,7,2,5,0,19.047619047619047,2020-01-16 00:00:00,2020-01-24
2020-01-22,1102,yeah,2020-01-14,2020-01-23,715.0,Normal,5,3,On Progress,8,3,10,0,17.391304347826086,2020-01-16 00:00:00,2020-01-28
2020-01-22,1259,lead,2020-01-17,2020-01-21,481.0,Normal,3,3,Completed,3,1,6,0,19.047619047619047,2020-01-20 00:00:00,2020-01-22
2020-01-22,1491,someone,2019-12-15,2019-12-20,396.0,Critical,4,4,Delayed,6,3,80,0,42.30769230769231,2020-01-18 00:00:00,2020-01-25
2020-01-22,1632,since,2019-11-29,2019-12-05,539.0,Critical,1,4,Delayed,6,2,81,0,26.923076923076923,2020-01-20 00:00:00,2020-01-30
2020-01-22,1776,central,2020-01-06,2020-01-10,322.0,Critical,2,4,Delayed,5,1,85,0,18.51851851851852,2020-01-18 00:00:00,2020-01-25
2020-01-22,1830,low,2020-01-16,2020-01-21,544.0,Critical,3,5,Delayed,5,3,9,0,18.51851851851852,2020-01-20 00:00:00,2020-01-28
2020-01-22,1980,pass,2020-01-19,2020-01-24,575.0,Normal,2,5,On Progress,6,3,9,0,19.230769230769234,2020-01-21 00:00:00,2020-01-28
2020-01-22,2132,staff,2020-01-07,2020-01-14,334.0,Critical,7,5,Completed,7,3,11,0,18.51851851851852,2020-01-15 00:00:00,2020-01-22
2020-01-22,2133,its,2020-01-16,2020-01-21,314.0,Critical,0,5,Delayed,5,1,12,0,18.51851851851852,2020-01-22 00:00:00,2020-01-30
2020-01-22,2276,statement,2019-12-24,2019-12-30,694.0,Critical,3,6,Delayed,5,2,15,0,26.08695652173913,2020-01-17 00:00:00,2020-01-24
2020-01-22,2387,course,2020-01-09,2020-01-20,634.0,Critical,8,6,Completed,8,3,15,0,18.181818181818183,2020-01-10 00:00:00,2020-01-22
2020-01-22,2388,international,2020-01-22,2020-01-28,604.0,Normal,0,6,On Progress,5,2,16,0,17.391304347826086,2020-01-22 00:00:00,2020-01-30
2020-01-22,2503,I,2020-01-15,2020-01-20,797.0,Critical,4,7,Delayed,6,2,22,0,16.129032258064516,2020-01-17 00:00:00,2020-01-25
2020-01-22,2615,increase,2020-01-10,2020-01-17,593.0,Critical,7,7,Delayed,8,2,21,0,16.129032258064516,2020-01-14 00:00:00,2020-01-23
2020-01-22,2771,start,2019-12-22,2019-12-27,310.0,Critical,6,8,Completed,6,1,70,0,22.727272727272727,2020-01-15 00:00:00,2020-01-22
2020-01-22,2772,threat,2019-12-27,2019-12-31,646.0,Critical,1,8,Delayed,3,1,71,0,28.57142857142857,2020-01-22 00:00:00,2020-01-24
2020-01-22,2901,why,2019-11-28,2019-12-05,850.0,Critical,5,8,Delayed,6,3,62,0,22.727272727272727,2020-01-13 00:00:00,2020-01-23
2020-01-22,3048,their,2019-12-29,2020-01-06,367.0,Critical,2,8,Delayed,7,2,71,0,22.727272727272727,2020-01-20 00:00:00,2020-02-03
2020-01-22,3117,people,2020-01-08,2020-01-13,892.0,Critical,2,9,Delayed,4,1,6,0,17.391304347826086,2020-01-21 00:00:00,2020-01-24
2020-01-22,3245,summer,2020-01-10,2020-01-15,521.0,Critical,1,9,Delayed,4,2,8,0,19.047619047619047,2020-01-21 00:00:00,2020-01-27
2020-01-22,3440,usually,2019-12-31,2020-01-07,482.0,Critical,5,10,Delayed,6,3,79,0,21.73913043478261,2020-01-15 00:00:00,2020-01-23
2020-01-22,3590,medical,2019-10-30,2019-11-07,415.0,Critical,3,10,Delayed,7,3,64,0,8.695652173913043,2020-01-20 00:00:00,2020-01-28
2020-01-22,3766,born,2019-12-06,2019-12-11,300.0,Critical,3,10,Delayed,4,3,75,0,38.095238095238095,2020-01-20 00:00:00,2020-01-23
2020-01-23,48,capital,2019-12-20,2019-12-26,323.0,Critical,2,1,Delayed,5,1,47,1,28.57142857142857,2020-01-20 00:00:00,2020-01-30
2020-01-23,197,sort,2020-01-03,2020-01-13,774.0,Critical,4,1,Delayed,7,2,45,1,23.809523809523807,2020-01-17 00:00:00,2020-01-29
2020-01-23,349,affect,2019-12-17,2019-12-26,458.0,Critical,7,1,Delayed,8,3,46,1,34.78260869565217,2020-01-15 00:00:00,2020-01-27
2020-01-23,504,right,2020-01-17,2020-01-23,201.0,Normal,2,2,On Progress,7,1,63,1,16.129032258064516,2020-01-20 00:00:00,2020-01-28
2020-01-23,683,serious,2020-01-09,2020-01-15,918.0,Critical,2,2,Delayed,7,3,73,1,16.129032258064516,2020-01-21 00:00:00,2020-01-28
2020-01-23,849,leader,2020-01-05,2020-01-11,840.0,Critical,0,2,Delayed,7,2,70,1,16.129032258064516,2020-01-22 00:00:00,2020-01-30
2020-01-23,936,paper,2020-01-10,2020-01-20,691.0,Critical,6,3,Delayed,7,2,5,1,19.047619047619047,2020-01-16 00:00:00,2020-01-24
2020-01-23,1102,yeah,2020-01-14,2020-01-23,715.0,Normal,6,3,On Progress,8,3,10,1,17.391304347826086,2020-01-16 00:00:00,2020-01-28
2020-01-23,1260,former,2020-01-23,2020-01-27,683.0,Normal,1,3,On Progress,3,1,7,1,18.181818181818183,2020-01-23 00:00:00,2020-01-27
2020-01-23,1491,someone,2019-12-15,2019-12-20,396.0,Critical,5,4,Delayed,6,3,80,1,42.30769230769231,2020-01-18 00:00:00,2020-01-25
2020-01-23,1632,since,2019-11-29,2019-12-05,539.0,Critical,2,4,Delayed,6,2,81,1,26.923076923076923,2020-01-20 00:00:00,2020-01-30
2020-01-23,1776,central,2020-01-06,2020-01-10,322.0,Critical,3,4,Delayed,5,1,85,1,18.51851851851852,2020-01-18 00:00:00,2020-01-25
2020-01-23,1830,low,2020-01-16,2020-01-21,544.0,Critical,4,5,Delayed,5,3,9,1,18.51851851851852,2020-01-20 00:00:00,2020-01-28
2020-01-23,1980,pass,2020-01-19,2020-01-24,575.0,Normal,3,5,On Progress,6,3,9,1,19.230769230769234,2020-01-21 00:00:00,2020-01-28
2020-01-23,2133,its,2020-01-16,2020-01-21,314.0,Critical,1,5,Delayed,5,1,12,1,18.51851851851852,2020-01-22 00:00:00,2020-01-30
2020-01-23,2276,statement,2019-12-24,2019-12-30,694.0,Critical,4,6,Delayed,5,2,15,1,26.08695652173913,2020-01-17 00:00:00,2020-01-24
2020-01-23,2388,international,2020-01-22,2020-01-28,604.0,Normal,1,6,On Progress,5,2,16,1,17.391304347826086,2020-01-22 00:00:00,2020-01-30
2020-01-23,2503,I,2020-01-15,2020-01-20,797.0,Critical,4,7,Delayed,6,2,22,1,16.129032258064516,2020-01-17 00:00:00,2020-01-25
2020-01-23,2615,increase,2020-01-10,2020-01-17,593.0,Critical,8,7,Completed,8,2,21,1,16.129032258064516,2020-01-14 00:00:00,2020-01-23
2020-01-23,2616,different,2020-01-17,2020-01-20,418.0,Critical,0,7,Delayed,4,3,22,1,16.129032258064516,2020-01-23 00:00:00,2020-01-28
2020-01-23,2772,threat,2019-12-27,2019-12-31,646.0,Critical,2,8,Delayed,3,1,71,1,28.57142857142857,2020-01-22 00:00:00,2020-01-24
2020-01-23,2901,why,2019-11-28,2019-12-05,850.0,Critical,6,8,Completed,6,3,62,1,22.727272727272727,2020-01-13 00:00:00,2020-01-23
2020-01-23,2902,skill,2019-12-07,2019-12-17,718.0,Critical,1,8,Delayed,8,3,63,1,38.095238095238095,2020-01-23 00:00:00,2020-02-04
2020-01-23,3048,their,2019-12-29,2020-01-06,367.0,Critical,2,8,Delayed,7,2,71,1,22.727272727272727,2020-01-20 00:00:00,2020-02-03
2020-01-23,3117,people,2020-01-08,2020-01-13,892.0,Critical,3,9,Delayed,4,1,6,1,17.391304347826086,2020-01-21 00:00:00,2020-01-24
2020-01-23,3245,summer,2020-01-10,2020-01-15,521.0,Critical,2,9,Delayed,4,2,8,1,19.047619047619047,2020-01-21 00:00:00,2020-01-27
2020-01-23,3440,usually,2019-12-31,2020-01-07,482.0,Critical,6,10,Completed,6,3,79,1,21.73913043478261,2020-01-15 00:00:00,2020-01-23
2020-01-23,3441,suffer,2020-01-09,2020-01-14,257.0,Critical,1,10,Delayed,4,2,80,1,18.181818181818183,2020-01-23 00:00:00,2020-01-28
2020-01-23,3590,medical,2019-10-30,2019-11-07,415.0,Critical,4,10,Delayed,7,3,64,1,8.695652173913043,2020-01-20 00:00:00,2020-01-28
2020-01-23,3766,born,2019-12-06,2019-12-11,300.0,Critical,4,10,Completed,4,3,75,1,38.095238095238095,2020-01-20 00:00:00,2020-01-23
2020-01-23,3767,kid,2019-12-13,2019-12-23,653.0,Critical,1,10,Delayed,7,3,76,1,38.095238095238095,2020-01-23 00:00:00,2020-02-03
2020-01-24,48,capital,2019-12-20,2019-12-26,323.0,Critical,2,1,Delayed,5,1,47,0,28.57142857142857,2020-01-20 00:00:00,2020-01-30
2020-01-24,197,sort,2020-01-03,2020-01-13,774.0,Critical,5,1,Delayed,7,2,45,0,23.809523809523807,2020-01-17 00:00:00,2020-01-29
2020-01-24,349,affect,2019-12-17,2019-12-26,458.0,Critical,7,1,Delayed,8,3,46,0,34.78260869565217,2020-01-15 00:00:00,2020-01-27
2020-01-24,504,right,2020-01-17,2020-01-23,201.0,Critical,3,2,Delayed,7,1,63,0,16.129032258064516,2020-01-20 00:00:00,2020-01-28
2020-01-24,683,serious,2020-01-09,2020-01-15,918.0,Critical,3,2,Delayed,7,3,73,0,16.129032258064516,2020-01-21 00:00:00,2020-01-28
2020-01-24,849,leader,2020-01-05,2020-01-11,840.0,Critical,1,2,Delayed,7,2,70,0,16.129032258064516,2020-01-22 00:00:00,2020-01-30
2020-01-24,936,paper,2020-01-10,2020-01-20,691.0,Critical,7,3,Completed,7,2,5,0,19.047619047619047,2020-01-16 00:00:00,2020-01-24
2020-01-24,937,serve,2020-01-20,2020-01-22,912.0,Critical,0,3,Delayed,3,2,6,0,17.391304347826086,2020-01-24 00:00:00,2020-01-29
2020-01-24,1102,yeah,2020-01-14,2020-01-23,715.0,Critical,6,3,Delayed,8,3,10,0,17.391304347826086,2020-01-16 00:00:00,2020-01-28
2020-01-24,1260,former,2020-01-23,2020-01-27,683.0,Normal,2,3,On Progress,3,1,7,0,18.181818181818183,2020-01-23 00:00:00,2020-01-27
2020-01-24,1491,someone,2019-12-15,2019-12-20,396.0,Critical,5,4,Delayed,6,3,80,0,42.30769230769231,2020-01-18 00:00:00,2020-01-25
2020-01-24,1632,since,2019-11-29,2019-12-05,539.0,Critical,2,4,Delayed,6,2,81,0,26.923076923076923,2020-01-20 00:00:00,2020-01-30
2020-01-24,1776,central,2020-01-06,2020-01-10,322.0,Critical,4,4,Delayed,5,1,85,0,18.51851851851852,2020-01-18 00:00:00,2020-01-25
2020-01-24,1830,low,2020-01-16,2020-01-21,544.0,Critical,4,5,Delayed,5,3,9,0,18.51851851851852,2020-01-20 00:00:00,2020-01-28
2020-01-24,1980,pass,2020-01-19,2020-01-24,575.0,Normal,4,5,On Progress,6,3,9,0,19.230769230769234,2020-01-21 00:00:00,2020-01-28
2020-01-24,2133,its,2020-01-16,2020-01-21,314.0,Critical,2,5,Delayed,5,1,12,0,18.51851851851852,2020-01-22 00:00:00,2020-01-30
2020-01-24,2276,statement,2019-12-24,2019-12-30,694.0,Critical,5,6,Completed,5,2,15,0,26.08695652173913,2020-01-17 00:00:00,2020-01-24
2020-01-24,2277,unit,2020-01-01,2020-01-09,599.0,Critical,1,6,Delayed,7,2,16,0,21.73913043478261,2020-01-24 00:00:00,2020-02-06
2020-01-24,2388,international,2020-01-22,2020-01-28,604.0,Normal,2,6,On Progress,5,2,16,0,17.391304347826086,2020-01-22 00:00:00,2020-01-30
2020-01-24,2503,I,2020-01-15,2020-01-20,797.0,Critical,5,7,Delayed,6,2,22,0,16.129032258064516,2020-01-17 00:00:00,2020-01-25
2020-01-24,2616,different,2020-01-17,2020-01-20,418.0,Critical,0,7,Delayed,4,3,22,0,16.129032258064516,2020-01-23 00:00:00,2020-01-28
2020-01-24,2772,threat,2019-12-27,2019-12-31,646.0,Critical,3,8,Completed,3,1,71,0,28.57142857142857,2020-01-22 00:00:00,2020-01-24
2020-01-24,2773,role,2020-01-01,2020-01-10,278.0,Critical,1,8,Delayed,8,3,72,0,21.73913043478261,2020-01-24 00:00:00,2020-02-04
2020-01-24,2902,skill,2019-12-07,2019-12-17,718.0,Critical,2,8,Delayed,8,3,63,0,38.095238095238095,2020-01-23 00:00:00,2020-02-04
2020-01-24,3048,their,2019-12-29,2020-01-06,367.0,Critical,2,8,Delayed,7,2,71,0,22.727272727272727,2020-01-20 00:00:00,2020-02-03
2020-01-24,3117,people,2020-01-08,2020-01-13,892.0,Critical,4,9,Completed,4,1,6,0,17.391304347826086,2020-01-21 00:00:00,2020-01-24
2020-01-24,3118,who,2020-01-13,2020-01-15,378.0,Critical,1,9,Delayed,3,3,7,0,17.391304347826086,2020-01-24 00:00:00,2020-01-29
2020-01-24,3245,summer,2020-01-10,2020-01-15,521.0,Critical,3,9,Delayed,4,2,8,0,19.047619047619047,2020-01-21 00:00:00,2020-01-27
2020-01-24,3441,suffer,2020-01-09,2020-01-14,257.0,Critical,2,10,Delayed,4,2,80,0,18.181818181818183,2020-01-23 00:00:00,2020-01-28
2020-01-24,3590,medical,2019-10-30,2019-11-07,415.0,Critical,5,10,Delayed,7,3,64,0,8.695652173913043,2020-01-20 00:00:00,2020-01-28
2020-01-24,3767,kid,2019-12-13,2019-12-23,653.0,Critical,2,10,Delayed,7,3,76,0,38.095238095238095,2020-01-23 00:00:00,2020-02-03
2020-01-25,504,right,2020-01-17,2020-01-23,201.0,Critical,4,2,Delayed,7,1,63,0,16.129032258064516,2020-01-20 00:00:00,2020-01-28
2020-01-25,683,serious,2020-01-09,2020-01-15,918.0,Critical,4,2,Delayed,7,3,73,0,16.129032258064516,2020-01-21 00:00:00,2020-01-28
2020-01-25,849,leader,2020-01-05,2020-01-11,840.0,Critical,2,2,Delayed,7,2,70,0,16.129032258064516,2020-01-22 00:00:00,2020-01-30
2020-01-25,1491,someone,2019-12-15,2019-12-20,396.0,Critical,6,4,Completed,6,3,80,0,42.30769230769231,2020-01-18 00:00:00,2020-01-25
2020-01-25,1492,individual,2019-12-20,2019-12-23,803.0,Critical,0,4,Delayed,3,2,81,0,34.61538461538461,2020-01-25 00:00:00,2020-01-29
2020-01-25,1632,since,2019-11-29,2019-12-05,539.0,Critical,3,4,Delayed,6,2,81,0,26.923076923076923,2020-01-20 00:00:00,2020-01-30
2020-01-25,1776,central,2020-01-06,2020-01-10,322.0,Critical,5,4,Completed,5,1,85,0,18.51851851851852,2020-01-18 00:00:00,2020-01-25
2020-01-25,1777,operation,2020-01-10,2020-01-18,238.0,Critical,1,4,Delayed,8,3,86,0,19.230769230769234,2020-01-25 00:00:00,2020-02-05
2020-01-25,1830,low,2020-01-16,2020-01-21,544.0,Critical,4,5,Delayed,5,3,9,0,18.51851851851852,2020-01-20 00:00:00,2020-01-28
2020-01-25,1980,pass,2020-01-19,2020-01-24,575.0,Critical,4,5,Delayed,6,3,9,0,19.230769230769234,2020-01-21 00:00:00,2020-01-28
2020-01-25,2133,its,2020-01-16,2020-01-21,314.0,Critical,2,5,Delayed,5,1,12,0,18.51851851851852,2020-01-22 00:00:00,2020-01-30
2020-01-25,2503,I,2020-01-15,2020-01-20,797.0,Critical,6,7,Completed,6,2,22,0,16.129032258064516,2020-01-17 00:00:00,2020-01-25
2020-01-25,2504,hour,2020-01-22,2020-01-29,745.0,Normal,1,7,On Progress,8,1,23,0,16.129032258064516,2020-01-25 00:00:00,2020-02-02
2020-01-25,2616,different,2020-01-17,2020-01-20,418.0,Critical,1,7,Delayed,4,3,22,0,16.129032258064516,2020-01-23 00:00:00,2020-01-28
2020-01-26,504,right,2020-01-17,2020-01-23,201.0,Critical,5,2,Delayed,7,1,63,0,16.129032258064516,2020-01-20 00:00:00,2020-01-28
2020-01-26,683,serious,2020-01-09,2020-01-15,918.0,Critical,5,2,Delayed,7,3,73,0,16.129032258064516,2020-01-21 00:00:00,2020-01-28
2020-01-26,849,leader,2020-01-05,2020-01-11,840.0,Critical,3,2,Delayed,7,2,70,0,16.129032258064516,2020-01-22 00:00:00,2020-01-30
2020-01-26,2504,hour,2020-01-22,2020-01-29,745.0,Normal,2,7,On Progress,8,1,23,0,16.129032258064516,2020-01-25 00:00:00,2020-02-02
2020-01-26,2616,different,2020-01-17,2020-01-20,418.0,Critical,2,7,Delayed,4,3,22,0,16.129032258064516,2020-01-23 00:00:00,2020-01-28
2020-01-27,48,capital,2019-12-20,2019-12-26,323.0,Critical,2,1,Delayed,5,1,47,0,28.57142857142857,2020-01-20 00:00:00,2020-01-30
2020-01-27,197,sort,2020-01-03,2020-01-13,774.0,Critical,6,1,Delayed,7,2,45,0,23.809523809523807,2020-01-17 00:00:00,2020-01-29
2020-01-27,349,affect,2019-12-17,2019-12-26,458.0,Critical,8,1,Completed,8,3,46,0,34.78260869565217,2020-01-15 00:00:00,2020-01-27
2020-01-27,350,enjoy,2019-12-26,2019-12-30,261.0,Critical,0,1,Delayed,3,1,47,0,27.27272727272727,2020-01-27 00:00:00,2020-02-03
2020-01-27,504,right,2020-01-17,2020-01-23,201.0,Critical,6,2,Delayed,7,1,63,0,16.129032258064516,2020-01-20 00:00:00,2020-01-28
2020-01-27,683,serious,2020-01-09,2020-01-15,918.0,Critical,6,2,Delayed,7,3,73,0,16.129032258064516,2020-01-21 00:00:00,2020-01-28
2020-01-27,849,leader,2020-01-05,2020-01-11,840.0,Critical,4,2,Delayed,7,2,70,0,16.129032258064516,2020-01-22 00:00:00,2020-01-30
2020-01-27,937,serve,2020-01-20,2020-01-22,912.0,Critical,1,3,Delayed,3,2,6,0,17.391304347826086,2020-01-24 00:00:00,2020-01-29
2020-01-27,1102,yeah,2020-01-14,2020-01-23,715.0,Critical,7,3,Delayed,8,3,10,0,17.391304347826086,2020-01-16 00:00:00,2020-01-28
2020-01-27,1260,former,2020-01-23,2020-01-27,683.0,Normal,3,3,Completed,3,1,7,0,18.181818181818183,2020-01-23 00:00:00,2020-01-27
2020-01-27,1492,individual,2019-12-20,2019-12-23,803.0,Critical,1,4,Delayed,3,2,81,0,34.61538461538461,2020-01-25 00:00:00,2020-01-29
2020-01-27,1632,since,2019-11-29,2019-12-05,539.0,Critical,4,4,Delayed,6,2,81,0,26.923076923076923,2020-01-20 00:00:00,2020-01-30
2020-01-27,1777,operation,2020-01-10,2020-01-18,238.0,Critical,2,4,Delayed,8,3,86,0,19.230769230769234,2020-01-25 00:00:00,2020-02-05
2020-01-27,1830,low,2020-01-16,2020-01-21,544.0,Critical,4,5,Delayed,5,3,9,0,18.51851851851852,2020-01-20 00:00:00,2020-01-28
2020-01-27,1980,pass,2020-01-19,2020-01-24,575.0,Critical,5,5,Delayed,6,3,9,0,19.230769230769234,2020-01-21 00:00:00,2020-01-28
2020-01-27,2133,its,2020-01-16,2020-01-21,314.0,Critical,3,5,Delayed,5,1,12,0,18.51851851851852,2020-01-22 00:00:00,2020-01-30
2020-01-27,2277,unit,2020-01-01,2020-01-09,599.0,Critical,2,6,Delayed,7,2,16,0,21.73913043478261,2020-01-24 00:00:00,2020-02-06
2020-01-27,2388,international,2020-01-22,2020-01-28,604.0,Normal,2,6,On Progress,5,2,16,0,17.391304347826086,2020-01-22 00:00:00,2020-01-30
2020-01-27,2504,hour,2020-01-22,2020-01-29,745.0,Normal,3,7,On Progress,8,1,23,0,16.129032258064516,2020-01-25 00:00:00,2020-02-02
2020-01-27,2616,different,2020-01-17,2020-01-20,418.0,Critical,3,7,Delayed,4,3,22,0,16.129032258064516,2020-01-23 00:00:00,2020-01-28
2020-01-27,2773,role,2020-01-01,2020-01-10,278.0,Critical,2,8,Delayed,8,3,72,0,21.73913043478261,2020-01-24 00:00:00,2020-02-04
2020-01-27,2902,skill,2019-12-07,2019-12-17,718.0,Critical,3,8,Delayed,8,3,63,0,38.095238095238095,2020-01-23 00:00:00,2020-02-04
2020-01-27,3048,their,2019-12-29,2020-01-06,367.0,Critical,3,8,Delayed,7,2,71,0,22.727272727272727,2020-01-20 00:00:00,2020-02-03
2020-01-27,3118,who,2020-01-13,2020-01-15,378.0,Critical,1,9,Delayed,3,3,7,0,17.391304347826086,2020-01-24 00:00:00,2020-01-29
2020-01-27,3245,summer,2020-01-10,2020-01-15,521.0,Critical,4,9,Completed,4,2,8,0,19.047619047619047,2020-01-21 00:00:00,2020-01-27
2020-01-27,3246,same,2020-01-17,2020-01-28,372.0,Normal,1,9,On Progress,8,3,9,0,19.047619047619047,2020-01-27 00:00:00,2020-02-07
2020-01-27,3441,suffer,2020-01-09,2020-01-14,257.0,Critical,3,10,Delayed,4,2,80,0,18.181818181818183,2020-01-23 00:00:00,2020-01-28
2020-01-27,3590,medical,2019-10-30,2019-11-07,415.0,Critical,6,10,Delayed,7,3,64,0,8.695652173913043,2020-01-20 00:00:00,2020-01-28
2020-01-27,3767,kid,2019-12-13,2019-12-23,653.0,Critical,3,10,Delayed,7,3,76,0,38.095238095238095,2020-01-23 00:00:00,2020-02-03
2020-01-28,48,capital,2019-12-20,2019-12-26,323.0,Critical,3,1,Delayed,5,1,47,0,28.57142857142857,2020-01-20 00:00:00,2020-01-30
2020-01-28,197,sort,2020-01-03,2020-01-13,774.0,Critical,6,1,Delayed,7,2,45,0,23.809523809523807,2020-01-17 00:00:00,2020-01-29
2020-01-28,350,enjoy,2019-12-26,2019-12-30,261.0,Critical,1,1,Delayed,3,1,47,0,27.27272727272727,2020-01-27 00:00:00,2020-02-03
2020-01-28,504,right,2020-01-17,2020-01-23,201.0,Critical,7,2,Completed,7,1,63,0,16.129032258064516,2020-01-20 00:00:00,2020-01-28
2020-01-28,505,book,2020-01-24,2020-01-26,555.0,Critical,0,2,Delayed,3,3,64,0,12.903225806451612,2020-01-28 00:00:00,2020-02-01
2020-01-28,683,serious,2020-01-09,2020-01-15,918.0,Critical,7,2,Completed,7,3,73,0,16.129032258064516,2020-01-21 00:00:00,2020-01-28
2020-01-28,684,receive,2020-01-17,2020-01-20,570.0,Critical,1,2,Delayed,4,2,74,0,16.129032258064516,2020-01-28 00:00:00,2020-01-31
2020-01-28,849,leader,2020-01-05,2020-01-11,840.0,Critical,5,2,Delayed,7,2,70,0,16.129032258064516,2020-01-22 00:00:00,2020-01-30
2020-01-28,937,serve,2020-01-20,2020-01-22,912.0,Critical,2,3,Delayed,3,2,6,0,17.391304347826086,2020-01-24 00:00:00,2020-01-29
2020-01-28,1102,yeah,2020-01-14,2020-01-23,715.0,Critical,8,3,Completed,8,3,10,0,17.391304347826086,2020-01-16 00:00:00,2020-01-28
2020-01-28,1103,person,2020-01-25,2020-01-27,736.0,Critical,1,3,Delayed,2,3,11,0,14.285714285714285,2020-01-28 00:00:00,2020-01-29
2020-01-28,1261,challenge,2020-01-28,2020-02-04,369.0,Normal,1,3,On Progress,6,3,8,0,13.043478260869565,2020-01-28 00:00:00,2020-02-05
2020-01-28,1492,individual,2019-12-20,2019-12-23,803.0,Critical,2,4,Delayed,3,2,81,0,34.61538461538461,2020-01-25 00:00:00,2020-01-29
2020-01-28,1632,since,2019-11-29,2019-12-05,539.0,Critical,5,4,Delayed,6,2,81,0,26.923076923076923,2020-01-20 00:00:00,2020-01-30
2020-01-28,1777,operation,2020-01-10,2020-01-18,238.0,Critical,2,4,Delayed,8,3,86,0,19.230769230769234,2020-01-25 00:00:00,2020-02-05
2020-01-28,1830,low,2020-01-16,2020-01-21,544.0,Critical,5,5,Completed,5,3,9,0,18.51851851851852,2020-01-20 00:00:00,2020-01-28
